"Employers who were Issued a Positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and Business Location in 2020 (July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions
New Brunswick,   Low Wage,Boaz Japanese & Korean Restaurant,"Rothesay, NB E2E 2N6",6322-Cooks,1
New Brunswick,   Low Wage,Caraquet Pizza Inc.,"Caraquet, NB E1W 1B8",6322-Cooks,1
New Brunswick,   Low Wage,Corey Craig Ltd,"Moncton, NB, NB E1C 1E3",6311-Food service supervisors,4
New Brunswick,   Low Wage,Despres Fisheries Ltd.,"Petit-Cap, NB E4N 2G6",9463-Fish and seafood plant workers,3
New Brunswick,   Low Wage,Dimitri's Souvlaki INC,"Fredericton, NB E3B 1E4",6322-Cooks,1
New Brunswick,   Low Wage,Elphege & Norbert Leblanc Ltd,"Petit Cap, NB E4N 2E8",9463-Fish and seafood plant workers,18
New Brunswick,   Low Wage,exdy synergy inc.,"Moncton, NB E1C 5C2",6322-Cooks,1
New Brunswick,   Low Wage,Fenety Convenience Store Ltd,"Waasis, NB E3B 9E1",6322-Cooks,1
New Brunswick,   Low Wage,Gaston's Catering (2008) Inc.,"Moncton, NB E1E 4C6",6322-Cooks,1
New Brunswick,   Low Wage,Kingsway Restaurant Inc.,"Miramichi, NB E1V 1L5",6322-Cooks,1
New Brunswick,   Low Wage,LEU'S MARKET INC.,"ST. GEORGE, NB E5C 3H9",6332-Bakers,1
New Brunswick,   Low Wage,Michel & Charles LeBlanc Fisheries Ltd,"Cap-Pele, NB E4N 1V2",9463-Fish and seafood plant workers,7
New Brunswick,   Low Wage,Mott Enterprises,"Willow Grove, NB E2S 1G7",6322-Cooks,1
New Brunswick,   Low Wage,Mountain road Pizzeria Inc.,"Miramichi, NB E1V 5Z5",6311-Food service supervisors,1
New Brunswick,   Low Wage,Porter's Diner Ltd.,"Hanwell, NB E3B 2B3",6322-Cooks,1
New Brunswick,   Low Wage,Restaurant la Sagouine,"Bouctouche, NB E4S 3E7",6322-Cooks,1
New Brunswick,   Low Wage,Taj Indian Cuisine Inc.,"Moncton, NB E1C 1G4",6322-Cooks,1
New Brunswick,   Low Wage,Taste of Homeland Inc,"Moncton, NB E1C 2T4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
New Brunswick,   Low Wage,Tomotachi Sushi Inc,"Fredericton, NB E3B 5H5",6322-Cooks,2
New Brunswick,   Low Wage,Vical Hospitality Ltd,"Sackville, NB E4L 1A1",6322-Cooks,1
New Brunswick,   Low Wage,Zoa Mansu B.B.Q Inc,"Dieppe, NB E1A 1G1",6322-Cooks,1
New Brunswick,  Primary Agriculture,"Jolly Farmer Products, Inc.","Northampton, NB E7N 1R6",8432-Nursery and greenhouse workers,38
New Brunswick,  Primary Agriculture,Les Petits Fruits de Pré-d'en-Haut Inc.,"Memramcook, NB E4K 1K8",8431-General farm workers,4
New Brunswick,  Primary Agriculture,M&S Wild Blueberry Farms Ltd.,"Kouchibouguac, NB E4X 1L7",8431-General farm workers,8
New Brunswick,  Primary Agriculture,Royal Gardens 2012 Ltd.,"Penobsquis, NB E4G 2C5",8432-Nursery and greenhouse workers,14
New Brunswick,  Primary Agriculture,Slocum's Farm Fresh Produce Ltd.,"Waterborough, NB E4C 2Y3",8431-General farm workers,2
New Brunswick,  Primary Agriculture,Verger Belliveau Orchard ltd.,"Memramcook, NB E4K 2S6",8431-General farm workers,5
New Brunswick,  Primary Agriculture,Verger Belliveau Orchard ltd.,"Memramcook, NB E4K 2S6",8611-Harvesting labourers,19
New Brunswick,  Primary Agriculture,Yuvi Farm Inc,"Cap-Pelé, NB E4N 2C5",8431-General farm workers,2
New Brunswick, Global Talent Stream,AllTech Consulting Services Inc.,"Saint John, NB E2L 4S6",2173-Software engineers and designers,1
New Brunswick, Global Talent Stream,AV Group NB Inc.,"Nackawic, NB E6G 1W4",2171-Information systems analysts and consultants,1
Quebec,    High Wage,10231100 Canada Inc,"Saint Laurent, QC H4T 1W5",6222-Retail and wholesale buyers,1
Quebec,    High Wage,10239232 Canada Inc.,"Montréal, QC H2R 1W9",0601-Corporate sales managers,1
Quebec,    High Wage,11034936 Canada Inc.,"Gatineau, QC J8Y 3R7",1112-Financial and investment analysts,1
Quebec,    High Wage,11211889 Canada Inc.,"Rouyn-Noranda, QC J9X 2H8",7312-Heavy-duty equipment mechanics,2
Quebec,    High Wage,155030 Canada Inc.,"Montréal, QC H4A 1G2",1225-Purchasing agents and officers,1
Quebec,    High Wage,177786 Canada inc.,"Gatineau, QC J8T 3R6",7322-Motor vehicle body repairers,1
Quebec,    High Wage,2737-2846 Québec Inc.,"Drummondville, QC J2B 1T7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,    High Wage,28479236 Quebec Inc,"Montreal, QC H2Y 1T9",1241-Administrative assistants,1
Quebec,    High Wage,2853-5185 Québec Inc,"Amos, QC J9T 4L6",7322-Motor vehicle body repairers,1
Quebec,    High Wage,2950-0519 Québec inc.,"Rouyn-Noranda, QC J9X 6T3",7237-Welders and related machine operators,8
Quebec,    High Wage,2950-0519 Québec inc.,"Rouyn-Noranda, QC J9X 6T3",7311-Construction millwrights and industrial mechanics,5
Quebec,    High Wage,3098-0288 Quebec inc,"La Baie, QC G7B 3P6",6322-Cooks,1
Quebec,    High Wage,3595650 Canada inc.,"Gatineau, QC J8Z 1W8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,    High Wage,3887952 CANADA INC.,"Sept-îles, QC G4R 4X6",7237-Welders and related machine operators,1
Quebec,    High Wage,3887952 CANADA INC.,"Sept-îles, QC G4R 4X6",7312-Heavy-duty equipment mechanics,4
Quebec,    High Wage,3887952 CANADA INC.,"Sept-îles, QC G4R 4X6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,    High Wage,3887952 CANADA INC.,"Sept-îles, QC G4R 4X6",7322-Motor vehicle body repairers,2
Quebec,    High Wage,3887952 CANADA INC.,"Sept-îles, QC G4R 4X6","9411-Machine operators, mineral and metal processing",4
Quebec,    High Wage,3990591 Canada inc.,"Gatineau, QC J9J 3K5",2231-Civil engineering technologists and technicians,1
Quebec,    High Wage,5experts Inc.,"Montréal, QC H1N 3L7",2171-Information systems analysts and consultants,1
Quebec,    High Wage,6173306 Canada Inc.,"Amos, QC J9T 1H3",6311-Food service supervisors,1
Quebec,    High Wage,6750630 CANADA INC,"MONTREAL, QC H4A 1E7",6322-Cooks,1
Quebec,    High Wage,6772633 CANADA INC,"Saint-Laurent, QC H4S 1X7",0601-Corporate sales managers,1
Quebec,    High Wage,7345593 Canada Inc.,"Dorval, QC H9P 1E7",7237-Welders and related machine operators,1
Quebec,    High Wage,7349921 Canada Inc.,"Cantley, QC J8V 3W6",2225-Landscape and horticulture technicians and specialists,1
Quebec,    High Wage,7960786 CANADA INC.,"Montréal, QC H3B 2E3","1123-Professional occupations in advertising, marketing and public relations",1
Quebec,    High Wage,8249245 Canada Inc.,"Gatineau, QC J8Y 1V4",6322-Cooks,2
Quebec,    High Wage,8344795 CANADA INC,"MONTREAL, QC H9P 1G9",7511-Transport truck drivers,1
Quebec,    High Wage,8348871 Canada Inc.,"Sherbrooke, QC J1N 0G2",7312-Heavy-duty equipment mechanics,1
Quebec,    High Wage,8683727 Canada inc,"montreal, QC H2C 1R9","6313-Accommodation, travel, tourism and related services supervisors",1
Quebec,    High Wage,9006-3280 Québec Inc.,"Trois-Rivières, QC G8Y 1Y8",6322-Cooks,1
Quebec,    High Wage,9013-7134 QUEBEC INC,"Québec, QC G1R 3T3",6322-Cooks,2
Quebec,    High Wage,9021-3661 QUEBEC INC.,"Boucherville, QC J4B 7A2",7322-Motor vehicle body repairers,2
Quebec,    High Wage,9030-5814 Qc inc,"Trois-Rivières, QC G9A 2W5",7237-Welders and related machine operators,1
Quebec,    High Wage,9038-4496 Quebec Inc,"waterloo, QC J0E 2N0",9412-Foundry workers,1
Quebec,    High Wage,9042-8160 Québec Inc,"Baie St-Paul, QC G3Z 2W1",6322-Cooks,1
Quebec,    High Wage,9043-4721 Québec INC,"La Malbaie, QC G5A 1T1",6322-Cooks,1
Quebec,    High Wage,9045406 Canada Inc,"Saint-Laurent, QC H4T 1W1",7313-Refrigeration and air conditioning mechanics,1
Quebec,    High Wage,9052-7847 Quebec Inc,"MONTRÉAL, QC H3S 1Z2",0631-Restaurant and food service managers,4
Quebec,    High Wage,9056-6696 Québec inc,"Québec, QC G1P 3T6",7322-Motor vehicle body repairers,8
Quebec,    High Wage,9068-6924 Québec Inc.,"Sorel-Tracy, QC J3P 2K1",6322-Cooks,1
Quebec,    High Wage,9070-2812 Québec Inc,"QUÉBEC, QC G1N 2E6",0631-Restaurant and food service managers,1
Quebec,    High Wage,9072-0939 QUEBEC INC.,"Saint-Leonard, QC H1P 2A2",7322-Motor vehicle body repairers,2
Quebec,    High Wage,9072-9203 QUÉBEC INC.,"Thetford Mines, QC G6G 7X9",2281-Computer network technicians,1
Quebec,    High Wage,9078-4042 QUEBEC INC,"Montreal, QC H3C 1L9",1311-Accounting technicians and bookkeepers,1
Quebec,    High Wage,9088-5625 QUEBEC INC,"St-Hubert, QC J3Y 7B1",2241-Electrical and electronics engineering technologists and technicians,1
Quebec,    High Wage,9091-4532 Québec Inc.,"L'ISLE-VERTE, QC G0L 1L0",7231-Machinists and machining and tooling inspectors,2
Quebec,    High Wage,9091-4532 Québec Inc.,"L'ISLE-VERTE, QC G0L 1L0",7237-Welders and related machine operators,3
Quebec,    High Wage,9093-4233 Quebec Inc.,"Mont-Royal, QC H4P 1S1",2175-Web designers and developers,1
Quebec,    High Wage,9099-7768 QUÉBEC INC.,"Saint-Augustin-de-Demaures, QC G3A 1V9",7237-Welders and related machine operators,1
Quebec,    High Wage,9105-8016 Québec inc.,"Montréal, QC H4N 2R5",6332-Bakers,1
Quebec,    High Wage,9114-7413 QC INC,"Granby, QC J2J 2M8",7232-Tool and die makers,1
Quebec,    High Wage,9115-7388 Québec inc.,"Sept-Iles, QC G4R 4S6",3219-Other medical technologists and technicians (except dental health),1
Quebec,    High Wage,9133-2890 Québec Inc.,"St-Mathieu-de-Beloeil, QC J3G 4S5",7322-Motor vehicle body repairers,1
Quebec,    High Wage,9134-1651 quebec inc.,"Montreal-Est, QC H1B 5W8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,    High Wage,9134-1651 quebec inc.,"Montreal-Est, QC H1B 5W8",7511-Transport truck drivers,9
