"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (January-March)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions
,,Craig Nichols Farms,"Aylesford, NS B0P 1C0",8431-General farm workers,9
,,Crisp Growers Inc.,"Berwick, NS B0P 1E0",8431-General farm workers,6
,,D & M Lightfoot Farms Ltd.,"WOLFVILLE, NS B4P 2S3",8431-General farm workers,4
,,Eisses Farms Ltd,"Centreville, NS B0P 1J0",8431-General farm workers,9
,,Fox Harb'r Development Limited,"Wallace, NS B0K 1Y0",8431-General farm workers,8
,,G.A.R. Tree Farms Ltd.,"Barss Corner, NS B0R 1A0",8432-Nursery and greenhouse workers,30
,,Golden Quail Eco Farm Inc.,"Bedford, NS B4A 1H1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,High Point Orchards Ltd.,"Kentville, NS B4N 3V7",8431-General farm workers,12
,,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",8431-General farm workers,48
,,Jost Vineyards Limited,"NORTH SHORE (MALAGASH), NS B0K 1E0",8431-General farm workers,8
,,Kimberlee Farms,"CENTERVILLE, NS B0P 1J0",8431-General farm workers,7
,,Luckett Farms Ltd,"WALLBROOK, NS B4P 2R3",8431-General farm workers,4
,,Lutz Family Farm Ltd,"Berwick, NS B0P 1E0",8431-General farm workers,8
,,McConnell-Gordon Estates Ltd.,"Gaspereau, NS B4P 2R1",8431-General farm workers,4
,,Melvin Farms Limited,"CANNING, NS B0P 1H0",8431-General farm workers,33
,,Millen Farms Limited,"Great Village, NS B0M 1L0",8431-General farm workers,221
,,Noggins Corner Farm II Ltd,"Greenwich, NS B4P 2R2",8431-General farm workers,23
,,Oxford Berry Farm,"Oxford, NS B0M 1P0",8431-General farm workers,18
,,Perfect Berries Limited,"Berwick, NS B0P 1E0",8431-General farm workers,15
,,Power Farms Inc,"CANNING, NS B0P 1H0",8431-General farm workers,4
,,Randsland Farms Inc,"CANNING, NS B0P 1H0",8431-General farm workers,46
,,Reimer Gardens Inc.,"Waterville, NS B0P 1V0",8431-General farm workers,14
,,Rene Penner/Janice Penner/RJ Farms,"WELSFORD, NS B0P 1E0",8431-General farm workers,2
,,River Breeze Farm Limited,"Upper Onslow, NS B6L 6Y3",8431-General farm workers,10
,,Sheffield Valley Farms,"Centreville, NS B0P 1J0",8431-General farm workers,12
,,Spurr Brothers Farms,"Melvern Square, NS B0P 1R0",8431-General farm workers,11
,,TE Boyle Farm & Forestry Ltd,"., NS B0H 1A0",8431-General farm workers,4
,,Van Meekeren Farms Limited,"Lakeville, NS B4N 3V7",8431-General farm workers,8
,,Vermeulen Farms Limited,"CANNING, NS B0P 1H0",8431-General farm workers,24
,,Webster Farms Ltd,"Cambridge, NS B0P 1G0",8431-General farm workers,36
, Global Talent Stream,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,6
New Brunswick,    High Wage,697028 NB Inc. o/a Amal Transport Inc.,"Woodstock, NB E7M 2M1",7511-Transport truck drivers,2
,,AYR Motor Express Inc.,"Woodstock, NB E7M 4G2",7511-Transport truck drivers,5
,,Culberson Trucking Ltd.,"Jacksonville, NB E7M 3J8",7511-Transport truck drivers,2
,,Elephant Transport Inc.,"SCOUDOUC, NB E4P 1A9",7511-Transport truck drivers,1
,,Jeramand Enterprises Ltd.,"Irishtown, NB E1H 2L3",7511-Transport truck drivers,2
,,Murray Enterprises Ltd.,"Sussex Corner, NB E4E 2Y5",7511-Transport truck drivers,2
,,Regional Health Authority B,"SAINT JOHN, NB E2L 4L4",3111-Specialist physicians,1
,,Sunbury Transport Limited,"Saint John, NB E2L 4H8",7511-Transport truck drivers,10
,   Low Wage,611179 NB Inc.,"Moncton, NB E1G 2W5",6312-Executive housekeepers,1
,,671348 NB Inc.,"Moncton, NB E1C 1E3",6322-Cooks,1
,,690944 NB INC. o/a Tokai Ramen,"Moncton, NB E1C 1G1",6322-Cooks,1
,,Bolero Shellfish Processing Inc.,"Saint-Simon, NB E8P 2B2",9463-Fish and seafood plant workers,18
,,Cape Bald Packers Ltd,"Cap-Pelé, NB E4N 1E3",9463-Fish and seafood plant workers,74
,,Captain Dan's Inc.,"Richibouctou-Village, NB E4W 1C9",9463-Fish and seafood plant workers,64
,,DY Trucking Inc.,"Fredericton, NB E3B 9S1",7511-Transport truck drivers,1
,,Edmond Gagnon Ltd,"Grand-Barachois, NB E4P 8A4",9463-Fish and seafood plant workers,50
,,Elphege & Norbert Leblanc Ltd.,"Petit Cap, NB E4N 2E8",9463-Fish and seafood plant workers,15
,,,,9618-Labourers in fish and seafood processing,3
,,Enterprise L' Oriental Ltée o/a Restaurant l'Oriental,"Caraquet, NB E1W 1A3",6322-Cooks,1
,,Kwong's Take Out (2004) Ltd.,"Riverview, NB E1B 3J7",6322-Cooks,1
,,L'Association Coopérative des Pêcheurs de l'Île Ltée./Island Fishermen's Cooperative Association Ltd,"Pointe-Sapin, NB E9A 1V1",9463-Fish and seafood plant workers,31
,,Shediac Lobster Shop Ltd.,"Shediac, NB E4P 2A6",9463-Fish and seafood plant workers,36
,,Suncoast Seafood Inc.,"GRAND-DIGUE, NB E4R 4H7",9463-Fish and seafood plant workers,55
,,Thai Union Canada Inc,"Tracadie-Sheila, NB E1X 1G4",9463-Fish and seafood plant workers,27
,,Westmorland Fisheries Ltd.,"Cap-Pelé, NB E4N 1V3",9463-Fish and seafood plant workers,140
,,Yarn Trucking Inc.,"Fredericton, NB E3B 9N4",7511-Transport truck drivers,1
,,Zoa Mansu BBQ Inc.,"Dieppe, NB E1A 1G1",6322-Cooks,1
,  Primary Agriculture,Cavendish Farms Corp,"Dieppe, NB E1A 6X4",8431-General farm workers,6
,,"Jolly Farmer Products, Inc","Northampton, NB E7N 1R6",8432-Nursery and greenhouse workers,6
,,Les Petits Fruits de Pré-d'en-Haut Inc,"Memramcook, NB E4K 1K8",8431-General farm workers,34
,,Verger Belliveau Orchard Ltd.,"Memramcook, NB E4K 2S6",8431-General farm workers,7
, Global Talent Stream,Computer Generated Solutions Canada Limited,"SAINT JOHN, NB E2L 5E8",2173-Software engineers and designers,1
Quebec,    High Wage,/NSPRO Inc.,"Montréal, QC H2Y 2R6",2171-Information systems analysts and consultants,1
,,2964-3277 Quebec Inc.,"Lasalle, QC H8R 3H9",1241-Administrative assistants,1
,,3731537 Canada Inc.,"Montréal, QC H3H 2T1","1123-Professional occupations in advertising, marketing and public relations",1
,,4205766 Canada Inc.,"St-Laurent, QC H4S 1E9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,8585547 Canada inc,"Pointe-Claire, QC H9R 5Z5",0631-Restaurant and food service managers,1
,,9005-7043 Québec Inc (Foritex),"Québec, QC G1P 3T2",1241-Administrative assistants,1
,,9052-9470 Québec Inc.,"St-Lazare, QC J7T 2B8",7231-Machinists and machining and tooling inspectors,4
,,9099-5507 Quebec Inc.,"Montréal, QC H3H 1E8",6321-Chefs,1
,,9149-0847 QUÉBEC INC.,"Sherbrooke, QC J1R 0S7",7237-Welders and related machine operators,1
,,9199-6884 Québec Inc.,"Montréal, QC H2R 2N4",1311-Accounting technicians and bookkeepers,1
,,9218-9778 Québec Inc.,"Saint-Jean Port-Joli, QC G0R 3G0",7272-Cabinetmakers,1
,,9219-1568 Québec Inc.,"Montreal, QC H4P 2H2",2174-Computer programmers and interactive media developers,1
,,9229-0402 Québec Inc.,"St-Eustache, QC J7P 3E5",2171-Information systems analysts and consultants,1
,,9248-9921 Québec inc.,"St-Léonard, QC H1S 2J3",7272-Cabinetmakers,4
,,9252-0618 Québec Inc.,"Montréal, QC H4P 1P5",1241-Administrative assistants,1
,,9285-1658 Quebec inc,"Blainville, QC J7C 4N1",1241-Administrative assistants,1
,,9309-4142 Québec Inc.,"Montréal, QC H2X 2T6",6322-Cooks,1
,,9339-1373 Québec Inc,"Montréal, QC H2A 2W8",5241-Graphic designers and illustrators,1
,,9345-9329 Quebec Inc.,"Cote-Saint-Luc, QC H4W 1B7","0016-Senior managers - construction, transportation, production and utilities",1
,,9351-5666 Québec Inc.,"Saint-Georges, QC G5Y 2C7",6322-Cooks,1
,,9359-1246 QUÉBEC INC,"COWANSVILLE, QC J2K 3R5",1222-Executive assistants,1
,,9735771 Canada inc.,"MONTREAL, QC H3A 1T5",3111-Specialist physicians,1
,,9796851 Canada Inc.,"Montreal, QC H3A 2R7",6321-Chefs,1
,,ABF Systèmes Inc,"Boucherville, QC J4B 7M7",2241-Electrical and electronics engineering technologists and technicians,1
,,Acass Canada Ltd,"Montréal, QC H4T 2B5",6221-Technical sales specialists - wholesale trade,1
,,Advantech sans fil Inc./Advantech Wireless Inc.,"Dorval, QC H9P 1G1",6221-Technical sales specialists - wholesale trade,1
,,AgileDSS Inc.,"Montréal, QC H2Y 2G3",2171-Information systems analysts and consultants,1
,,AIMABLE & CAISSY INC.,"Terrebonne, QC J6V 1H4",1241-Administrative assistants,1
,,Alessa MTL Rive Sud Inc.,"Montréal, QC H3A 2A5","0124-Advertising, marketing and public relations managers",1
,,Aliments Shanti Inc.,"Montréal, QC H4N 1G5",6311-Food service supervisors,1
,,AMEC USINAGE Inc.,"St-Augustin-de-Desmaures, QC G3K 2K1",7231-Machinists and machining and tooling inspectors,4
,,Analyses et Conseils Techniques pour l'industrie,"Montréal, QC H4C 1L8",2232-Mechanical engineering technologists and technicians,1
,,ARCTICNET INC.,"QUÉBEC, QC G1V 0A6",2132-Mechanical engineers,1
,,ARTITALIA GROUP INC,"Montreal, QC H1E 7J8",6221-Technical sales specialists - wholesale trade,1
,,Atelier d'usinage Gagne inc,"MONTREAL, QC H3K 1T1",7231-Machinists and machining and tooling inspectors,1
,,Aurel Harvey & Fils Inc.,"La Malbaie, QC G5A 1C5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Bar Buonanotte,"Montréal, QC H2S 3C9",6321-Chefs,1
,,Behaviour Interactive Inc.,"MONTREAL, QC H2S 3H1",5241-Graphic designers and illustrators,1
,,BellatRx Inc.,"Saint-Anne-de-Bellevue, QC H9X 4B2",2232-Mechanical engineering technologists and technicians,1
,,Beyond Technologies Consulting Inc./Solutions Beyond Technologies Inc.,"MONTRÉAL, QC H3C 2M1",2171-Information systems analysts and consultants,1
,,BNP Paribas,"Montréal, QC H3A 2W8",2172-Database analysts and data administrators,1
,,BNP Paribas Solutions TI Canada Inc.,"Montréal, QC H3A 2W8",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,1
,,Bojeux Inc.,"Montréal, QC H1J 1C3",5241-Graphic designers and illustrators,1
,,Bombardier Inc.,"MONTRÉAL, QC H3B 1Y8",2146-Aerospace engineers,3
,,Bouclair Inc,"Pointe-Claire, QC H9R 6B4",0213-Computer and information systems managers,1
,,BRP inc.,"VALCOURT, QC J0E 2L0","0016-Senior managers - construction, transportation, production and utilities",1
,,,,2232-Mechanical engineering technologists and technicians,1
,,Busbud Inc.,"Montréal, QC H2T 1X6",2175-Web designers and developers,1
,,C.H. Express inc,"St-Jean-sur-Richelieu, QC J2X 5A9",7511-Transport truck drivers,1
,,Carrosserie Idéale Internationale St-Leonard inc.,"Montreal, QC H1P 2B7",7322-Motor vehicle body repairers,1
,,CDA-TEQ Québec Inc.,"Montréal, QC H3K 2E4",6411-Sales and account representatives - wholesale trade (non-technical),1
,,Centre de Collision Centre-Ville Inc.,"Montreal, QC H3K 2A4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Centre de collision Dollard-Des-Ormeaux Inc,"Dollard-des-Ormeaux, QC H9B 1Z9",7322-Motor vehicle body repairers,2
,,Centre du Camion Amos inc,"Amos, QC J9T 3A2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Centre hospitalier de l'Université de Montréal,"MONTRÉAL, QC H2X 0A9",3012-Registered nurses and registered psychiatric nurses,3
,,CFR Dorchester Inc,"SAINTE-CLAIRE, QC G0R 2V0",7333-Electrical mechanics,1
,,Châssis d'auto Idéal (Montréal) inc.,"Montréal, QC H2J 1A6",7322-Motor vehicle body repairers,1
,,Cinesite Inc.,"MONTRÉAL, QC H2Y 0A3",2175-Web designers and developers,1
,,,,5241-Graphic designers and illustrators,4
,,CISSS de l'Abitibi-Témiscamingue,"ROUYN-NORANDA, QC J9X 2B2",3112-General practitioners and family physicians,1
,,CISSS du Bas St-Laurent,"Rimouski, QC G5L 3N2",3111-Specialist physicians,2
,,CIUSSS de la Capitale-Nationale,"Baie Saint-Paul, QC G3Z 2J6",3012-Registered nurses and registered psychiatric nurses,1
,,CIUSSS de l'Est-de l'Ile-de Montréal,"Montréal, QC H1T 2M4",3012-Registered nurses and registered psychiatric nurses,1
,,CIUSSS du Saguenay-Lac-Saint-Jean,"Chicoutimi, QC G7H 7K9",3111-Specialist physicians,1
,,Club de Hockey Shawinigan,"Shawinigan, QC G9N 0B7",1241-Administrative assistants,1
,,Club De Natation Neptune Inc.,"St-Jérôme, QC J7Z 5T7",5252-Coaches,1
,,Cofomo Développement Inc.,"MONTRÉAL, QC H3B 4W5",2174-Computer programmers and interactive media developers,11
,,Collabora Canada Inc,"Montreal, QC H2Y 2K7",2173-Software engineers and designers,1
,,Collège des médecins du Québec,"Montréal, QC H3B 0G2",3111-Specialist physicians,2
,,Commission scolaire de Laval,"Laval, QC H7S 1M5",3237-Other technical occupations in therapy and assessment,1
,,Commission Scolaire Des Bois-Francs,"Victoriaville, QC G6P 9R1",4212-Social and community service workers,1
,,Communication Visuelle,"Laval, QC H7K 3N1","5232-Other performers, n.e.c.",1
,,Complexe Hôtelier La Cache du Domaine Inc.,"Thetford Mines, QC G6G 0G1",6321-Chefs,1
,,Comptoir Agricole Ste-Anne inc.,"Repentigny, QC J5Z 4X5",7237-Welders and related machine operators,2
,,Compulsion Games inc.,"Montreal, QC H4C 2Z6",5241-Graphic designers and illustrators,1
,,Concept aspire inc.,"Montréal, QC H1N 1B3","0124-Advertising, marketing and public relations managers",1
,,Conseiller en Gestion et Informatique CGI Inc,"Montreal, QC H3G 1T4",2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,1
,,Côté Fleury Inc.,"Québec, QC G1N 2C8","7384-Other trades and related occupations, n.e.c.",1
,,Côté Inox inc.,"St-Lazare-de-Bellechasse, QC G0R 3J0",7231-Machinists and machining and tooling inspectors,1
,,Creaform Inc,"Lévis, QC G6W 0L9",2174-Computer programmers and interactive media developers,1
,,Crème glacée et café Marach Inc,"Montréal, QC H8N 1B1",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Dalkotech Inc.,"Sherbrooke, QC J1N 0G2",7237-Welders and related machine operators,10
,,Delom Services Inc.,"Montréal, QC H1A 3N6",7333-Electrical mechanics,1
,,DELOUPE INC.,"Saint-Évariste, QC G0M 1S0",7237-Welders and related machine operators,6
,,Distribution G.V.A inc.,"Laval, QC H7M 2Y5",0113-Purchasing managers,1
,,Divertissements Gameloft Inc.,"Montréal, QC H2R 2Z5",5225-Audio and video recording technicians,1
,,Doucet Machineries Inc.,"DAVELUYVILLE, QC G0Z 1C0",7231-Machinists and machining and tooling inspectors,2
,,Dulcedo Inc.,"Montréal, QC H2Y 2G1","5232-Other performers, n.e.c.",1
,,E.M.S. SEIMEC INC.,"MONTREAL, QC H1P 1Y1",7333-Electrical mechanics,3
,,École de danse contemporaine de Montréal,"MONTREAL, QC H3A 2H7",5134-Dancers,1
,,Ecole de Technologie Superieure,"Montreal, QC H3C 1K3",4011-University professors and lecturers,1
,,EFFENTI INC.,"Québec, QC G1W 2K7",2174-Computer programmers and interactive media developers,3
,,Entreprises Intmotion Inc.,"Saint-Laurent, QC H4N 3A8",2281-Computer network technicians,1
,,Équipements Lafontaine Inc.,"Lévis, QC G6V 7M5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Expertus Technologies Inc,"Montréal, QC H3A 1V4",2174-Computer programmers and interactive media developers,1
,,EY LLP,"Montréal, QC H3B 1X9",1111-Financial auditors and accountants,1
,,Fabrication SBL Inc.,"SAINT-BENOIT-LABRE, QC G0M 1P0",7237-Welders and related machine operators,2
,,Fibrotek Matériaux avancés Inc.,"Clermont, QC G4A 1B7",7231-Machinists and machining and tooling inspectors,3
,,Ficodis Inc.,"Montréal, QC H2Y 2R6",1225-Purchasing agents and officers,1
,,Forum Jeunesse,"Baie Saint-Paul, QC G3Z 1Y3",4212-Social and community service workers,1
,,Fresche Solutions Inc.,"Montreal, QC H3C 1V3",2171-Information systems analysts and consultants,1
,,Genetec Inc.,"MONTRÉAL, QC H3A 2S9",0125-Other business services managers,1
,,Geometry GlobalLTD/Geometrie Globale Ltée,"MOntréal, QC H2Y 1M6","0124-Advertising, marketing and public relations managers",1
,,GESTION D'ÉVÈNEMENTS GESTEV INC. (EVENT MANAGEMENT GESTEV INC.),"Montreal, QC H3C 4M8","5131-Producers, directors, choreographers and related occupations",1
,,Gestion Genevieve Kelly Inc,"Montréal, QC H2Y 1Y1",5241-Graphic designers and illustrators,1
,,Gestion TVM Science de la vie,"Montréal, QC H3Z 3C1",1222-Executive assistants,1
,,Greek Mountain Cheese ltd,"St-Jacques de Montcalm, QC J0K 2R0","9461-Process control and machine operators, food, beverage and associated products processing",1
,,Groupe Atallah inc./SSENSE,"Montréal, QC H2N 2E7","5232-Other performers, n.e.c.",11
,,Groupe Nexio Inc.,"Montréal, QC H3A 2J5",2174-Computer programmers and interactive media developers,3
,,Groupe SECTOR Canada inc.,"Montréal, QC H3G 1W3","0124-Advertising, marketing and public relations managers",1
,,Groupe Shark Media Inc,"Sherbrooke, QC J1K 2X6",2175-Web designers and developers,1
,,Hachette Canada,"Outremont, QC H2V 3B2",1241-Administrative assistants,1
,,Howard Szalavetz Properties Inc.,"Montréal, QC H2N 2J4",1311-Accounting technicians and bookkeepers,1
,,Industries Carpo Inc.,"St-Alphonse de Granby, QC J0E 2A0",7231-Machinists and machining and tooling inspectors,3
,,Infogérance Evolix Inc,"Montreal, QC H2J 3H9",2281-Computer network technicians,1
,,Institut national de la recherche scientifique (INRS),"Québec, QC G1K 9A9",4011-University professors and lecturers,1
,,Intermark Transport Inc.,"La Prairie, QC J5R 6W9",7511-Transport truck drivers,10
,,J.I.T. Laser inc,"St-Louis-de-Blandford, QC G0Z 1B0",2253-Drafting technologists and technicians,2
,,,,7231-Machinists and machining and tooling inspectors,2
,,JDA Software Canada Ltd.,"MONTRÉAL, QC H2W 2R2",2171-Information systems analysts and consultants,1
,,JMJ Aéronautique Inc.,"Saint-Hubert, QC J3Y 8Y9","2271-Air pilots, flight engineers and flying instructors",1
,,Jolident Inc.,"Laval, QC H7T 2P7","0124-Advertising, marketing and public relations managers",1
,,Kinton Ramen 6 Montréal Inc,"MONTRÉAL, QC H3A 2S9",6322-Cooks,1
,,La Fabrique Arhoma Inc.,"Montréal, QC H2L 1S7",6332-Bakers,1
,,La Maison Simons,"MONTRÉAL, QC H2V 4M1",5221-Photographers,2
,,,,"5232-Other performers, n.e.c.",21
,,Laboratoire Victhom Inc.,"Laval, QC H7S 2J1",3219-Other medical technologists and technicians (except dental health),1
,,Laboratoires Charles River Montreal,"Senneville, QC H9X 3R3",2121-Biologists and related scientists,1
,,Le Bouvier Inc.,"Québec, QC G2B 1B3",6322-Cooks,1
,,Le Shack du Mont-Tremblant inc.,"Mont-Tremblant, QC J8E 1B1",6322-Cooks,1
,,lepointedevente.com inc,"Québec, QC G1R 3C1",2175-Web designers and developers,1
,,Les entreprises Rolland inc.,"Saint-Jérome, QC J7Y 0L6","0016-Senior managers - construction, transportation, production and utilities",1
,,Les Entreprises S. Bergeron Inc.,"Lévis, QC G6Y 9E7",2225-Landscape and horticulture technicians and specialists,1
,,Les équipements Masse (1987) Inc.,"Trois-Rivières, QC G9B 7J5",7511-Transport truck drivers,5
,,Les Finesses D'Alsace inc.,"Rimouski, QC G5L 1A2",6321-Chefs,1
,,Les Jardins Paul Cousineau & Fils Inc.,"St-Constant, QC J5A 0R2",7312-Heavy-duty equipment mechanics,1
,,Les Laboratoires Interdata Inc.,"Montréal, QC H2S 1R4",2175-Web designers and developers,1
,,Les Portes du Manoir,"Sorel-Tracy, QC J3R 2B4",1241-Administrative assistants,1
