"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (January-March)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
,,Royal Red Builders,"VAUGHAN, ON L4K 5L1",7611-Construction trades helpers and labourers,1
,,Sanjha Punjab Radio and TV Inc.,"BRAMPTON, ON L6S 5Z4","0651-Managers in customer and personal services, n.e.c.",1
,,SNZ Trading Inc.,"Concord, ON L4K 2E8",6411-Sales and account representatives - wholesale trade (non-technical),1
,,"Soft Citizen, Inc","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
,,St. Johns Family Dentistry,"Toronto, ON M5H 3K6",0311-Managers in health care,1
,,Steam Films Inc.,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
,,Strellci Walls Inc.,"Etobicoke, ON M9P 3J5",7271-Carpenters,1
,,Taj Contactors Ltd.,"Bolton, ON L7E 3S3",7282-Concrete finishers,2
,,The Floral Express Inc.,"Woodstock, ON N4S 7V8",0111-Financial managers,1
,,Top Star Foods Trading Ltd.,"Scarborough, ON M1B 2G1",1241-Administrative assistants,1
,,United Canadian Muslim Association of Ontario Inc.,"Toronto, ON M4L 3A1",6321-Chefs,1
,,Vision Entertainment Inc.,"Toronto, ON M6A 2A4","5131-Producers, directors, choreographers and related occupations",1
,,VXG Inc.,"Toronto, ON M5M 1A3","1123-Professional occupations in advertising, marketing and public relations",1
,   Low Wage,1177975 Ontario Ltd,"Etobicoke, ON M9V 1B4",6311-Food service supervisors,1
,,1413504 Ontario Limited,"Windsor, ON N9E 4Z2","9619-Other labourers in processing, manufacturing and utilities",3
,,1448726 Ontario Limited,"Toronto, ON M8Z 1T8",0631-Restaurant and food service managers,1
,,1485204 Ontario Inc.,"Port Perry, ON L9L 1P9",6322-Cooks,1
,,1498403 Ontario Inc o/a Petro Canada,"WINDSOR, ON N8T 1E9",6211-Retail sales supervisors,1
,,1520636 Ontario Inc,"Brampton, ON L6R 2K7",0631-Restaurant and food service managers,1
,,1550034 Ontario Inc. o/a Warraich Meat Shop Inc.,"BRAMPTON, ON L6R 1T4",6322-Cooks,1
,,1554366 Ontario Inc o/a Fergus Esso,"Fergus, ON N1M 2L2",6621-Service station attendants,1
,,1574626 Ontario Inc. O/A Auto Spa Express,"Burlington, ON L7L 5H9",6611-Cashiers,1
,,1958380 Ontario Inc. o/a Koja Restaurant,"Toronto, ON M6K 1X9",6322-Cooks,1
,,2024232 Ontario Inc o/a Galleria Supermarket,"Vaughan, ON L4K 2A6",6211-Retail sales supervisors,1
,,2073981 Ontario Inc.  o/a Tacorrito,"Toronto, ON M8X 2W8",0631-Restaurant and food service managers,1
,,2074874 Ontario Inc.,"Mississauga, ON L5T 2V9",6322-Cooks,2
,,2213884 Ontario Inc,"Mississauga, ON L4T 1A6",6322-Cooks,1
,,2246928 Ontario Inc.,"Barrie, ON L4N 8J7",6315-Cleaning supervisors,1
,,2290082 Ontario Inc.,"Toronto, ON M6C 2E3",4216-Other instructors,1
,,2290312 Ontario LTD,"Alliston, ON L9R 1V2",7511-Transport truck drivers,2
,,2294671 Ontario Inc. o/a Lahore Tikka House,"Toronto, ON M4L 1Z3",0631-Restaurant and food service managers,1
,,2320610 Ontario Inc. o/a Active Security Enterprises,"BRAMPTON, ON L6Y 0P6",1311-Accounting technicians and bookkeepers,1
,,2329848 Ontario Inc.,"Toronto, ON M6P 1Y9",6322-Cooks,1
,,2391866 Ontario Ltd,"Toronto, ON M5V 1M5",0631-Restaurant and food service managers,1
,,2436853 Ontario Inc.  o/a Kibo Sushi House,"Toronto, ON M6C 1B2",6321-Chefs,1
,,2439734 Ontario Inc,"Niagara Falls, ON L2H 0B6",0631-Restaurant and food service managers,2
,,2458098 Ontario Inc. o/a Shell Canada,"ETOBICOKE, ON M8V 1H4",6211-Retail sales supervisors,1
,,2463175 Ontario Inc,"Ignace, ON P0T 1T0","4412-Home support workers, housekeepers and related occupations",1
,,,,"6313-Accommodation, travel, tourism and related services supervisors",1
,,,,6322-Cooks,1
,,2560655 Ontario Inc.,"Barrie, ON L4N 6C8",6322-Cooks,1
,,7905815 Canada Ltd.,"Fort Erie, ON L2A 2S4",1311-Accounting technicians and bookkeepers,1
,,8157685 Canada Ltd,"Kenora, ON P9N 1L9",6321-Chefs,1
,,891990 Ontario Inc,"Mississauga, ON L4V 1V5",1311-Accounting technicians and bookkeepers,1
,,9023674 Canada Inc,"Pembroke, ON K8A 2E8",6311-Food service supervisors,1
,,Ace Rivet & Fastener Inc,"Brampton, ON L6T 4L8",7445-Other repairers and servicers,1
,,Actinolite Inc.,"Toronto, ON M6G 3V5",6322-Cooks,1
,,Ah-So Fine Foods Inc.,"London, ON N6L 1C6",6322-Cooks,1
,,Aitas Japanese Immersion School Inc.,"TORONTO, ON M5S 2V6",4216-Other instructors,1
,,Al-Risala Academy LTD.,"Mississauga, ON L4Y 4A2",4021-College and other vocational instructors,1
,,Angel's Retirement Home,"St Catharines, ON L2P 2Y3","3413-Nurse aides, orderlies and patient service associates",1
,,BB Haulage Inc,"Ajax, ON L1Z 0B8",7511-Transport truck drivers,2
,,Big Cannoli Lane Inc.,"Woodbridge, ON L4L 4K9",6321-Chefs,1
,,Boston Group Hospitality Ltd.  o/a Tandoori Flame,"Brampton, ON L6T 5N9",6322-Cooks,3
,,Bust Mold Inc.,"Ottawa, ON K2A 3Y3",7611-Construction trades helpers and labourers,1
,,Canada YiFeng Trade Company Inc.,"Toronto, ON M1V 4W7",6321-Chefs,1
,,Carinderia by DFlores Inc.,"Mississauga, ON L4W 1K3",6322-Cooks,2
,,Church Aperitivo Bar,"Toronto, ON M6J 1H7",6321-Chefs,1
,,Copa-Cabana Brazilian Steakhouse,"NIAGARA FALLS, ON L2E 7G9",6322-Cooks,2
,,Custom Orthotics of London Inc.,"London, ON N6B 2H6",3219-Other medical technologists and technicians (except dental health),1
,,Desi Bar & Grill Ltd.,"Mississauga, ON L4W 4C3",0631-Restaurant and food service managers,1
,,DHG 10 Inc o/a A&W Restaurant,"Mississauga, ON L5W 1T2",6311-Food service supervisors,1
,,Dr. Timothy Tsang & Dr. Miranda Mok Optometry Professional Corporation,"Vaughan, ON L6A 4P8",3231-Opticians,1
,,Falcon Motor Xpress Ltd,"CALEDON, ON L7C 2X3",1311-Accounting technicians and bookkeepers,1
,,Fromagerie Cooperative St-Albert Inc,"St-Albert, ON K0A 3C0","9617-Labourers in food, beverage and associated products processing",1
,,Frontier Heating & Air Conditioning Inc.,"Brampton, ON L6X 0A4",1311-Accounting technicians and bookkeepers,1
,,Fur Boutique Ltd.,"London, ON N6C 3P6","6342-Tailors, dressmakers, furriers and milliners",1
,,GopalKrishna Inc.,"Brampton, ON L7A 0K7",6311-Food service supervisors,1
,,Greenwood Enterprises Inc.,"Huntsville, ON P1H 2K8",6311-Food service supervisors,4
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Gum Gone Graffiti Gone Ltd.,"Toronto, ON M4E 1G3",6732-Specialized cleaners,1
,,Gusto Pizzaria Inc.,"Brampton, ON L6X 1M9",6322-Cooks,1
,,Highland Poultry Fine Foods,"Hamilton, ON L8W 2E1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",3
,,JC Superior Siding Inc.,"Toronto, ON M9C 4S7",7441-Residential and commercial installers and servicers,1
,,K&L Francis Inc.,"Huntsville, ON P1H 2K8",6311-Food service supervisors,3
,,K&P Enterprises Inc.,"TORONTO, ON M3J 3N3",6322-Cooks,1
,,Kochin Kitchen Inc.,"Ottawa, ON K1N 7E5",6322-Cooks,1
,,Lakeside Produce Inc.,"Leamington, ON N8H 3V5","9617-Labourers in food, beverage and associated products processing",6
,,Loki Auto Cosmetics Inc.,"Aurora, ON L4G 1J1",6732-Specialized cleaners,1
,,Medex Fish Importing & Exporting Co. Ltd.,"Vaughan, ON L4L 9N6",9463-Fish and seafood plant workers,1
,,Morning Owl Coffeehouse Kanata Inc.,"Ottawa, ON K4A 4W8",6322-Cooks,1
,,Norwich Packers Ltd,"Norwich, ON N0J 1P0","9617-Labourers in food, beverage and associated products processing",2
,,NSafe Engineering Inc.,"ETOBICOKE, ON M9W 4N3",7237-Welders and related machine operators,1
,,"Objex, Inc","Ottawa, ON K4A 0Z9",5252-Coaches,1
,,P.A.T. Central Market Inc.,"Toronto, ON M6G 1L3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Popular Tire Sales & Services Inc,"Mississauga, ON L5S 1M5",6211-Retail sales supervisors,1
,,Premium Host Inc. o/a Paramount Fine Foods,"Mississauga, ON L5W 1P7",0631-Restaurant and food service managers,1
,,Pride Group Logistics Ltd.,"Mississauga, ON L5T 1A6",7511-Transport truck drivers,1
,,Queen Video Limited,"Mississauga, ON L5G 1E1",6322-Cooks,1
,,Rei Dos Leitos Bar & Grill Ltd,"London, ON N5Z 1T6",6322-Cooks,1
,,Rolis-Annett Corporation,"Napanee, ON K7R 1J1",6311-Food service supervisors,2
,,Sai Restaurants Inc.,"SCARBOROUGH, ON M1J 2C8",6311-Food service supervisors,1
,,Shawerma Plus Inc.,"Waterloo, ON N2J 2Y7",6311-Food service supervisors,1
,,Shine Barber Shop,"Brampton, ON L6S 0C4",6341-Hairstylists and barbers,1
,,Shoppers Drug Mart Store #880,"Toronto, ON M1V 1V2",6211-Retail sales supervisors,1
,,Signtel Advertising Inc,"Toronto, ON M3H 5S4",5223-Graphic arts technicians,1
,,Sitara Indian Cuisine Inc.,"Sarnia, ON N7S 1P7",0631-Restaurant and food service managers,1
,,Synergy Services Inc,"LISTOWEL, ON N4W 2M7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Terpstra Farms Ltd,"Brussels, ON N0G 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Terra-Opus Property Services Inc.,"Stouffville, ON L4A 7Z5",8612-Landscaping and grounds maintenance labourers,3
,,"Unconquered Sun Solar Technologies, Inc.","Tecumseh, ON N8N 2M1",2241-Electrical and electronics engineering technologists and technicians,1
,,Vretta Inc.,"Toronto, ON M4R 1K8",5241-Graphic designers and illustrators,1
,  Primary Agriculture,1174724 Ont Inc o/a Lepp Farms,"Virgil, ON L0S 1T0",8431-General farm workers,1
,,ES Holdings Inc.,"Courtland, ON N0J 1E0",8431-General farm workers,3
,,Geronne Farms,"Chatham, ON N7M 5J4",8431-General farm workers,2
,,Manderley Turf Products Inc.,"MOOSE CREEK, ON K0C 1W0",8431-General farm workers,5
,,Martins Holsteins (1996) Ltd,"Palmerston, ON N0G 2P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Maw's Lakeview Orchard,"Ottawa, ON K4A 1M1",8431-General farm workers,2
,,Sandy Shore Farms Limited,"Port Burwell, ON N0J 1T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Manitoba,    High Wage,Portage Transport Inc.,"Portage La Prairie, MB R1N 3C3",7511-Transport truck drivers,3
,,West-Man Foot Clinic,"Brandon, MB R7B 3Y3",3125-Other professional occupations in health diagnosing and treating,1
,   Low Wage,Baexim International Inc o/a Grand Rapids Esso,"Grand Rapids, MB R0C 1E0",6211-Retail sales supervisors,1
,,Rey-Henry1194 MB Ltd,"Winnipeg, MB R3T 4H9",6321-Chefs,1
,,St. Anne Hotel Chinese Restaurant,"WINNIPEG, MB R3B 0X1",6322-Cooks,2
,  Primary Agriculture,Aletta Holsteins Inc.,"Linden, MB R0A 0X1",8431-General farm workers,3
,,Haskett Growers (2014) Ltd.,"Winkler, MB R6W 4A1",8431-General farm workers,4
,,Wenkai Oriental Vegetables,"Elie, MB R0H 0H0",8431-General farm workers,1
Saskatchewan,    High Wage,SJM Dental Prof. Corp.,"ASSINIBOIA, SK S0H 0B0",3113-Dentists,2
,   Low Wage,Classic Inn LTD,"MELVILLE, SK S0A 2P0",6322-Cooks,1
,  Primary Agriculture,Ridgedale Co-op Association Ltd,"Ridgedale, SK S0E 1L0",8431-General farm workers,4
Alberta,    High Wage,1153238 Alberta Ltd.,"Calgary, AB T2C 2X3","7284-Plasterers, drywall installers and finishers and lathers",1
,,1805241 Alberta Ltd,"Calgary, AB T2V 5G2",1223-Human resources and recruitment officers,1
,,1831095 Alberta Inc.,"Drumheller, AB T0J 0Y0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,2013722 Alberta Ltd,"Sundre, AB T0M 1X0",0621-Retail and wholesale trade managers,1
,,3E Sheet Metal & Food Equipment LTD,"Calgary, AB T2E 6L1",0711-Construction managers,1
,,4 Brothers Trucking Services Ltd,"Edmonton, AB T6M 0C1","7305-Supervisors, motor transport and other ground transit operators",1
,,716945 Alberta Ltd,"Edmonton, AB T5G 1L2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Air Central Inc,"Edmonton, AB T6N 1A8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Alberta Health Services,"EDMONTON, AB T5J 3E4",3111-Specialist physicians,1
,,Amar Enterprises Ltd,"Edmonton, AB T6T 0H5",1311-Accounting technicians and bookkeepers,1
,,ANDERWERKS LTD,"CALGARY, AB T2E 6R4","7334-Motorcycle, all-terrain vehicle and other related mechanics",1
,,Atlantic Handicraft Corporation,"Calgary, AB T2G 0T5",0621-Retail and wholesale trade managers,1
,,AV Exterior Ltd,"EDMONTON, AB T5V 1H7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",2
,,Azuridge Limited,"PRIDDIS, AB T0L 1W0",6321-Chefs,1
,,Boss Liquor Ltd,"EDMONTON, AB T6K 3S4",1311-Accounting technicians and bookkeepers,1
,,City Masonry Ltd.,"Edmonton, AB T6T 0A5","7284-Plasterers, drywall installers and finishers and lathers",1
,,Conqur Industries Inc.,"Two Hills, AB T0B 4K0",0621-Retail and wholesale trade managers,1
,,Cynkon Inc,"Edmonton, AB T6W 0H8",1122-Professional occupations in business management consulting,1
,,D-Kamp Services Inc,"Calgary, AB T3L 2Z8",2171-Information systems analysts and consultants,1
,,Engelbertink Sales & Distribution Ltd,"Edmonton, AB T5G 3J7",0621-Retail and wholesale trade managers,1
,,Five Star Drywall & Insulation Ltd.,"Edmonton, AB T6T 0M2","7284-Plasterers, drywall installers and finishers and lathers",3
,,G K Projects Inc. o/a Great Western Interiors,"CALGARY, AB T2Z 4A3","7284-Plasterers, drywall installers and finishers and lathers",2
,,Herman 123 Ltd,"Burdett, AB T0K 0J0",7235-Structural metal and platework fabricators and fitters,7
,,Indo-Bridge Inc.,"Calgary, AB T2K 3R8","0013-Senior managers - financial, communications and other business services",1
