"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (October-December)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
Ontario,    High Wage,1458556 Ontario Inc.,"Woodbridge, ON L4L 4Z1",1223-Human resources and recruitment officers,1
Ontario,    High Wage,1520334 Ontario Limited,"Brampton, ON L6S 3L2",3142-Physiotherapists,1
Ontario,    High Wage,1703975 Ontario Inc. o/a Doaba Sweets and Restaurant Inc.,"Mississauga, ON L5V 0A5",6322-Cooks,1
Ontario,    High Wage,1735757 Ontario Ltd.,"MISSISSAUGA, ON L5T 1Y1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,1758108 Ontario Inc. o/a Corporate Communications,"TORONTO, ON M2J 4R4",5241-Graphic designers and illustrators,1
Ontario,    High Wage,1811127 Ontario Inc.,"Brampton, ON L6T 5A1",7511-Transport truck drivers,4
Ontario,    High Wage,2016491 Ontario Inc.,"Mississauga, ON L4T 4E5","0014-Senior managers - health, education, social and community services and membership organizations",1
Ontario,    High Wage,2063490 Ontario Inc.,"Concord, ON L4K 3Z3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Ontario,    High Wage,2119485 Alberta Ltd.,"Concord, ON L4K 4T3",7231-Machinists and machining and tooling inspectors,1
Ontario,    High Wage,2124652 ONTARIO LIMITED,"LONDON, ON N5Z 1P7",1122-Professional occupations in business management consulting,1
Ontario,    High Wage,2168532 Ontario Inc.,"Brampton, ON L8P 1A2",5241-Graphic designers and illustrators,1
Ontario,    High Wage,2168587 ontario ltd,"NORTH YORK, ON M3J 2N7",7333-Electrical mechanics,1
Ontario,    High Wage,2205261 Ontario Inc o/a Sunvision,"ETOBICOKE, ON M9W 6M6",2242-Electronic service technicians (household and business equipment),1
Ontario,    High Wage,22361313 Ontario Inc. o/a 911 Construction,"WOODBRIDGE, ON L4H 0A2",7282-Concrete finishers,2
Ontario,    High Wage,2262012 Ontario Limited o/a GR Truss,"Garden River, ON P6A 6Z1",2175-Web designers and developers,1
Ontario,    High Wage,2268262 Ontario Inc. o/a Astral Mobile,"TORONTO, ON M9N 2R9",6211-Retail sales supervisors,1
Ontario,    High Wage,2289552 Ontario Inc.,"TORONTO, ON M5B 2H1","6711-Food counter attendants, kitchen helpers and related support occupations",1
Ontario,    High Wage,2320610 Ontario Inc,"MISSISSAUGA, ON L4W 4Y9",6316-Other services supervisors,2
Ontario,    High Wage,2385804 Ontario Inc.,"Toronto, ON M5R 1W7",0911-Manufacturing managers,1
Ontario,    High Wage,2403236 Ontario Inc.,"Brampton, ON L6P 2S4",6322-Cooks,1
Ontario,    High Wage,2421726 Ontario Inc,"Brampton, ON L6P 3Y7",6211-Retail sales supervisors,1
Ontario,    High Wage,2427984 Ontario Inc.,"Brampton, ON L6T 4P9",1414-Receptionists,1
Ontario,    High Wage,2524214 Ontario Inc.,"Brantford, ON N3V 1G2","6313-Accommodation, travel, tourism and related services supervisors",1
Ontario,    High Wage,2532325 Ontario Inc.,"Barrie, ON L4N 7Y8","0124-Advertising, marketing and public relations managers",1
Ontario,    High Wage,2538582 Ontario Inc,"Bolton, ON L7E 5B8",7312-Heavy-duty equipment mechanics,1
Ontario,    High Wage,2540469 Ontario Inc.,"Belleville, ON K8N 4Z2",2281-Computer network technicians,1
Ontario,    High Wage,2631495 Ontario Ltd.,"TORONTO, ON M5T 1V1",1241-Administrative assistants,1
Ontario,    High Wage,2633649 Ontario Ltd,"Mississauga, ON L5B 1M7",1241-Administrative assistants,1
Ontario,    High Wage,6476171 Canada Inc.,"Brampton, ON L6T 4X6",7511-Transport truck drivers,4
Ontario,    High Wage,6514154 Canada Inc,"MISSISSAUGA, ON L5T 2G5","0124-Advertising, marketing and public relations managers",1
Ontario,    High Wage,708604 N.B. Inc.,"TORONTO, ON M9B 1K7","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,8851948 Canada Corporation,"Toronto, ON M3B 3M1",2282-User support technicians,1
Ontario,    High Wage,9224076 Canada Ltd.,"TORONTO, ON M6G 1B3",3236-Massage therapists,1
Ontario,    High Wage,9487000 Canada Inc.,"MISSISSAUGA, ON L5M 0C5","0014-Senior managers - health, education, social and community services and membership organizations",1
Ontario,    High Wage,9509038 Canada Inc,"TORONTO, ON M4V 1K6",3236-Massage therapists,1
Ontario,    High Wage,9875913 Canada Corp. o/a VTRANS International Logistics,"Toronto, ON M2H 3H7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,9900101 Canada Incorporated,"OTTAWA, ON K1P 5H8",0631-Restaurant and food service managers,1
Ontario,    High Wage,a2z driverforce inc,"brampton, ON L6T 1A2",1241-Administrative assistants,1
Ontario,    High Wage,ABD Construction,"Stoney Creek, ON L8E 3H6",1241-Administrative assistants,1
Ontario,    High Wage,ACCESS PERSONNEL RESOURCES INC.,"ETOBICOKE, ON M9W 6N5","0124-Advertising, marketing and public relations managers",1
Ontario,    High Wage,Acrossor Ltd.,"Richmond Hill, ON L4B 3L8",2174-Computer programmers and interactive media developers,1
Ontario,    High Wage,Alberici Constructors Ltd,"BURLINGTON, ON L7P 5B1",1221-Administrative officers,1
Ontario,    High Wage,Alex & Nadia Inc.,"BEAMSVILLE, ON L0R 1B1","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,Alletec Canada Inc.,"Toronto, ON M5V 3R7",0601-Corporate sales managers,1
Ontario,    High Wage,Amberson Education Group Inc. o/a Amberson High School,"Toronto, ON M1W 2S7",2175-Web designers and developers,1
Ontario,    High Wage,Amelt Corporation,"Toronto, ON M2M 4K2",2171-Information systems analysts and consultants,1
Ontario,    High Wage,Arthur Mechanical Service Inc.,"VAUGHAN, ON L4K 0G7",2281-Computer network technicians,1
Ontario,    High Wage,ASIYANS TEXTILES AND GIFTWARE INC,"Scarborough, ON M1G 1P5",1223-Human resources and recruitment officers,1
Ontario,    High Wage,Asymetric Media Ltd.,"Toronto, ON M5V 2E7","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Atif Aqeel Architect Inc,"Mississauga, ON L5N 2X4",2131-Civil engineers,1
Ontario,    High Wage,Aussie Stone Marble & Granite Inc.,"BURLINGTON, ON L7R 3P6","9414-Concrete, clay and stone forming operators",1
Ontario,    High Wage,AXCELLENT COMMUNICATIONS INC.,"North York, ON M2J 1T5",6221-Technical sales specialists - wholesale trade,1
Ontario,    High Wage,B Negative LLC,"SCARBOROUGH, ON M1N 4B5","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,B Negative LLC,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Barilo's Fine Sausages Ltd.,"Newmarket, ON L3Y 9E8","9213-Supervisors, food, beverage and associated products processing",1
Ontario,    High Wage,Bay Street Real Estate Investment Ltd.,"MARKHAM, ON L3R 9Y7",1242-Legal administrative assistants,1
Ontario,    High Wage,BHT Development Arts Inc. DBA Indian Punjabi Bazaar,"Brampton, ON L6R 0W9",6211-Retail sales supervisors,1
Ontario,    High Wage,BIZTECH INSTITUTE INC. o/a BIZTECH COLLEGE,"MISSISSAUGA, ON L4W 1E3",4021-College and other vocational instructors,1
Ontario,    High Wage,Caihong Wang Professional Corporation,"Markham, ON L3R 6G2",4211-Paralegal and related occupations,1
Ontario,    High Wage,Cambridge Drywall Services Ltd,"Cambridge, ON N1T 2K8","7284-Plasterers, drywall installers and finishers and lathers",3
Ontario,    High Wage,Canadian Payments Association,"OTTAWA, ON K1R 1A4",1225-Purchasing agents and officers,1
Ontario,    High Wage,Canamex Logistics Services Inc.,"Mississauga, ON L4T 1G8",1221-Administrative officers,1
Ontario,    High Wage,Cannapiece Corp.,"MARKHAM, ON L3R 6H3",0212-Architecture and science managers,1
Ontario,    High Wage,Canwing Travel Ltd.,"MILTON, ON L9T 0L5",1241-Administrative assistants,1
Ontario,    High Wage,Capela Surfaces Inc.,"North York, ON M6M 3E6",7283-Tilesetters,1
Ontario,    High Wage,CAREER CANADA IMMIGRATION SERVICES INC,"Hamilton, ON L9C 3A6",1415-Personnel clerks,1
Ontario,    High Wage,Cellntell Distribution Inc.,"MISSISSAUGA, ON L4Z 2H8",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,Cellntell Distribution Inc.,"Mississauga, ON L5W 0E6",7246-Telecommunications installation and repair workers,1
Ontario,    High Wage,Central Mosque Scarborough,"SCARBOROUGH, ON M1G 1P7",4217-Other religious occupations,1
Ontario,    High Wage,Ceylon Food Box Inc.,"Toronto, ON M6K 3R2","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,Cleveland Clinic Canada,"Toronto, ON M5J 2T3","1211-Supervisors, general office and administrative support workers",1
Ontario,    High Wage,Component Element Contracting Ltd.,"Scarborough, ON M1S 3A7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,CONNECT RESEARCH INC. o/a Addision Research,"TORONTO, ON M2J 4V8",4163-Business development officers and marketing researchers and consultants,1
Ontario,    High Wage,Consulting Portal of Canada Inc.,"Toronto, ON M6S 1M7",2174-Computer programmers and interactive media developers,1
Ontario,    High Wage,Creative Silhouettes Inc.,"VAUGHAN, ON L4K 3N8",7441-Residential and commercial installers and servicers,1
Ontario,    High Wage,Creative Silhouettes Inc.,"VAUGHAN, ON L4K 3N8",9471-Plateless printing equipment operators,1
Ontario,    High Wage,Designers Walk Inc.,"Toronto, ON M5R 2K9","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,Dr. Innocent Chukwudumebi Okafor Professional Medical Corp.,"Brampton, ON L6R 3S9",3112-General practitioners and family physicians,1
Ontario,    High Wage,Dr. NILA PARMAR DENTISTRY PROFESSIONAL CORPORATION,"BRAMPTON, ON L6S 0E7",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,Eassons Transport Ltd,"Mississauga, ON L4T 1H4",7511-Transport truck drivers,10
Ontario,    High Wage,Edgecom Energy Inc.,"RICHMOND HILL, ON L4B 3B2","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,Edgetch HVAC Services Ltd.,"MISSISSAUGA, ON L5S 1T7",9241-Power engineers and power systems operators,2
Ontario,    High Wage,Films Dog Entertainment Inc,"KESWICK, ON L6P 2X6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Fox Security Systems Inc.,"Pickering, ON L1W 2M6",7246-Telecommunications installation and repair workers,1
Ontario,    High Wage,G & D Insights Consultancy Ltd.,"Milton, ON L9T 0N1",6411-Sales and account representatives - wholesale trade (non-technical),1
Ontario,    High Wage,"Goodwill Industries, Ontario Great Lakes","London, ON N6B 1L1",4021-College and other vocational instructors,1
Ontario,    High Wage,Grebian Group Inc.,"TORONTO, ON M4A 1H5","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
Ontario,    High Wage,HAIRSPRAY BEAUTY INC.,"TORONTO, ON M9V 1B8",6211-Retail sales supervisors,1
Ontario,    High Wage,HI RISE FIRE PROTECTION INC.,"RICHMOND HILL, ON L4C 3B5",2242-Electronic service technicians (household and business equipment),1
Ontario,    High Wage,Hightek Carriers Inc,"Brampton, ON L6R 1P7",7511-Transport truck drivers,6
Ontario,    High Wage,Imas Electric Inc.,"Richmond Hill, ON L4E 4P7",1241-Administrative assistants,1
Ontario,    High Wage,Innovative Cast Inc.,"Concord, ON L4K 3R4","7284-Plasterers, drywall installers and finishers and lathers",1
Ontario,    High Wage,Jackieline International Company Ltd.,"Toronto, ON M6J 1E8",6222-Retail and wholesale buyers,1
Ontario,    High Wage,Jasco Food Inc.,"London, ON N6E 1V4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Joardene International Ltd.,"Scarborough, ON M1S 3R6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Jude Homes Inc.,"Ottawa, ON K2H 8Y1","7284-Plasterers, drywall installers and finishers and lathers",1
Ontario,    High Wage,Just On Time Freight System Inc,"Brampton, ON L6T 5P3",7511-Transport truck drivers,1
Ontario,    High Wage,KAM WAH RESOURCES CO. LTD.,"MARKHAM, ON L3R 2S1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Keran Sangha Professional Corporation,"BRAMPTON, ON L6S 0E7",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,KIRIN AIR SYSTEMS INC.,"Concord, ON L4K 1Z4","7301-Contractors and supervisors, mechanic trades",1
Ontario,    High Wage,KONI AMERI TECH SERVICES CANADA INC.,"TORONTO, ON M9W 5Z8",2171-Information systems analysts and consultants,1
Ontario,    High Wage,LeanConcept Consulting Inc.,"KITCHENER, ON N2E 0B1",7511-Transport truck drivers,4
Ontario,    High Wage,Link ECM Consulting Inc,"MARKHAM, ON L3R 8A7",2175-Web designers and developers,1
Ontario,    High Wage,MACHADO MASONRY LIMITED,"KINGSTON, ON K7K 5W9","7284-Plasterers, drywall installers and finishers and lathers",1
Ontario,    High Wage,Manav Electrical Services Inc.,"Mississauga, ON L4W 1N2",1221-Administrative officers,1
Ontario,    High Wage,Marcus Ltd.,"TORONTO, ON M2N 7M2",4163-Business development officers and marketing researchers and consultants,1
Ontario,    High Wage,MATCOM INDUSTRIAL INSTALLATIONS INC.,"VAUGHAN, ON L4K 5V6",7316-Machine fitters,1
Ontario,    High Wage,Mazenga Building Group Ltd.,"TORONTO, ON M6B 1V9","1211-Supervisors, general office and administrative support workers",1
Ontario,    High Wage,Metal Craft Marine Incorporated,"KINGSTON, ON K7K 6N7","2148-Other professional engineers, n.e.c.",1
Ontario,    High Wage,Metro Freightliner Hamilton Inc.,"Stoney Creek, ON L8E 2R2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,Milestone Transport Inc.,"Mississauga, ON L5S 1R6",7511-Transport truck drivers,5
Ontario,    High Wage,Mircom Technologies Ltd.,"Vaughan, ON L4K 5W3",1122-Professional occupations in business management consulting,1
Ontario,    High Wage,Naan Bar Inc,"Toronto, ON M2K 1E6",6321-Chefs,1
Ontario,    High Wage,Neotech Construction Inc.,"Nobleton, ON L0G 1N0",7235-Structural metal and platework fabricators and fitters,2
Ontario,    High Wage,O! Optical Inc.,"Richmond Hill, ON L4B 3Z4",3231-Opticians,1
Ontario,    High Wage,O.N. Site Construction Inc.,"Oakville, ON L6J 7K1",0711-Construction managers,1
Ontario,    High Wage,OBN Consulting Inc,"Toronto, ON M8Z 1M3",1241-Administrative assistants,1
Ontario,    High Wage,Ontario Badminton Academy Crop.,"Markham, ON L3R 1A5",5252-Coaches,2
Ontario,    High Wage,OPC.TV INC,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
Ontario,    High Wage,Pantos Logistics Canada Inc.,"Vaughan, ON L4K 0B7",1525-Dispatchers,1
Ontario,    High Wage,Pizza 77 Inc.,"Mount Albert, ON L0G 1M0",0631-Restaurant and food service managers,1
Ontario,    High Wage,"PlantBest, Inc.","MARKHAM, ON L6B 1B5",2252-Industrial designers,1
Ontario,    High Wage,Plexxis Software Inc,"Brampton, ON L6T 5B7",2171-Information systems analysts and consultants,1
Ontario,    High Wage,Polar Bear Canada Corporation,"Markham, ON L3R 5Z2",5241-Graphic designers and illustrators,1
Ontario,    High Wage,Precision Roofing & Quality Exteriors Ltd,"Welland, ON L3C 1V7","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",3
Ontario,    High Wage,Procase Consulting Inc,"Woodbridge, ON L4L 5Y7",2283-Information systems testing technicians,1
Ontario,    High Wage,Provincial Store Fixtures Ltd.,"Mississauga, ON L5C 2V5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Qualicom Innovations Inc.,"Toronto, ON M2H 3S8",2173-Software engineers and designers,1
Ontario,    High Wage,Quiet Machining & Fabrication INC.,"Brampton, ON L6T 5B2",7231-Machinists and machining and tooling inspectors,1
Ontario,    High Wage,RBL Services Ltd.,"BRANTFORD, ON N3R 2H1","7301-Contractors and supervisors, mechanic trades",1
Ontario,    High Wage,Renmal Techniques Inc,"Brampton, ON L6S 0A4",4163-Business development officers and marketing researchers and consultants,1
Ontario,    High Wage,Ribs Transport Inc.,"Brampton, ON L0P 1E0",1221-Administrative officers,1
Ontario,    High Wage,SARAI TRUCKING LIMITED,"BRAMPTON, ON L6P 2K7",0731-Managers in transportation,1
Ontario,    High Wage,Satincorp Technologies,"RICHMOND HILL, ON L4B 2P3",2175-Web designers and developers,1
Ontario,    High Wage,SAVERINO GENERAL CONTRACTORS LTD.,"Woodbridge, ON L4L 2P6","7284-Plasterers, drywall installers and finishers and lathers",1
Ontario,    High Wage,Sequoia Content International Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",3
Ontario,    High Wage,Shere Punjab Restaurant & Caters,"NIAGARA FALLS, ON L2G 3L5",6311-Food service supervisors,1
Ontario,    High Wage,SHISH MAHAL INDIAN CUISINE INC.,"MISSISSAUGA, ON L5L 5S6",6322-Cooks,2
Ontario,    High Wage,Silcotech North America Inc.,"Bolton, ON L7E 1W2",2141-Industrial and manufacturing engineers,1
Ontario,    High Wage,Simluc Contractors Ltd.,"Ottawa, ON K1B 5R1",2234-Construction estimators,1
Ontario,    High Wage,SJ FOODS LIMITED,"burlington, ON L7S 2H9","0014-Senior managers - health, education, social and community services and membership organizations",1
Ontario,    High Wage,"SOFT CITIZEN, INC","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",5
Ontario,    High Wage,Sol Cuisine Inc.,"MISSISSAUGA, ON L4W 1A2",1521-Shippers and receivers,1
Ontario,    High Wage,SOLMAZ FOODS INC.,"Toronto, ON M8Z 2G9",6411-Sales and account representatives - wholesale trade (non-technical),1
Ontario,    High Wage,Sousa truck Trailers Limited,"Mississauga, ON L5S 1S1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,Spy Films Inc.,"Toronto, ON M5V 1E3","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Starry Paradise Learning Centre Inc,"NEWMARKET, ON L3Y 8K7","5136-Painters, sculptors and other visual artists",1
Ontario,    High Wage,Starsky Fine Foods Inc.,"Mississauga, ON L5L 3R8",6222-Retail and wholesale buyers,1
Ontario,    High Wage,Station Film Inc.,"Brooklyn, ON 112 22","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Suneeva Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",4
Ontario,    High Wage,Sunnyside Auto Ltd.,"Markham, ON L3P 7R4",7322-Motor vehicle body repairers,1
Ontario,    High Wage,Sure Track Courier Ltd.,"Concord, ON L4K 5B5",7511-Transport truck drivers,6
Ontario,    High Wage,Symphony Kitchens Inc.,"Toronto, ON M9W 4Y8",7271-Carpenters,1
Ontario,    High Wage,TechFin Frontier Consulting Limited,"TORONTO, ON M5E 1W7","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,The Bhoj Fine Indian Cuisine Inc.,"Toronto, ON M5R 1H2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,The UPS Store,"RICHMOND HILL, ON L4S 2N8",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,Thousandeals Inc.,"MARKHAM, ON L3R 1H3",2282-User support technicians,1
Ontario,    High Wage,Thunder Bay Historical Museum Society,"Thunder Bay, ON P7E 5V1","0511-Library, archive, museum and art gallery managers",1
Ontario,    High Wage,Tiefenbach Water Hydraulics Inc,"Niagara Falls, ON L2E 5S1",2132-Mechanical engineers,1
Ontario,    High Wage,Toronto Atomic FC Inc.,"Toronto, ON M9A 3B3",5251-Athletes,1
Ontario,    High Wage,Traffic Team Inc.,"MISSISSAUGA, ON L5S 1H9",0731-Managers in transportation,1
Ontario,    High Wage,Triumbari Corp,"Bolton, ON L7E 5C1",9422-Plastics processing machine operators,1
Ontario,    High Wage,Turbo Disposal and Excavation Ltd,"Mississauga, ON L4X 2R9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Two Bay Enterprizes Limited,"Moosonee, ON P0L 1Y0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,U.G.O. Holdings Limited o/a You-Go Rental AND Sales,"Brampton, ON L6P 0A8","1212-Supervisors, finance and insurance office workers",1
Ontario,    High Wage,UNICITY HOLDINGS LTD.,"Mississauga, ON L4Y 2B6",1221-Administrative officers,1
Ontario,    High Wage,Usman Distribution Inc.,"Toronto, ON M3J 1Y8","1211-Supervisors, general office and administrative support workers",2
Ontario,    High Wage,V4U LOGISTIC INC.,"BRAMPTON, ON L6W 3H7",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,Vijay Corporation,"Etobicoke, ON M9A 1C4",1223-Human resources and recruitment officers,1
Ontario,    High Wage,Vision Entertainment Inc.,"Toronto, ON M6A 2A4","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Voyzant Inc.,"MARKHAM, ON L3R 5J2","6313-Accommodation, travel, tourism and related services supervisors",1
Ontario,    High Wage,Winchesters Incorporated,"Toronto, ON M5V 3C1",1223-Human resources and recruitment officers,1
Ontario,    High Wage,Woodcraft Inc.,"Markham, ON L3R 1B9",1241-Administrative assistants,1
Ontario,    High Wage,World Wide Carriers Ltd,"Bolton, ON L7E 1K4",7511-Transport truck drivers,25
Ontario,    High Wage,Zakuson Inc.,"Toronto, ON M2R 3X1",7511-Transport truck drivers,1
Ontario,    High Wage,Zeba Enterprises Inc.,"Mississauga, ON L5W 1P3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,   Low Wage, Webooook Information Technology Limited,"Richmond Hill, ON L4B 1C8",6211-Retail sales supervisors,1
Ontario,   Low Wage,00949710 ONTARIO LIMITED,"MISSISSAUGA, ON L4T 3M6",1311-Accounting technicians and bookkeepers,1
Ontario,   Low Wage,1000 Curry Inc.,"KINGSTON, ON K7M 9G2",6322-Cooks,1
