"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (April-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
,,2307403 Ontario Inc O/A Kirat Trucking,"CAMBRIDGE, ON N1T 2H8",7511-Transport truck drivers,2
,,2334271 Ontario Lmited o/a TVAPE,"TORONTO, ON M8X 1Y9",0113-Purchasing managers,1
,,2368834 ONTARIO INC. o/a TJ TRANSPORT,"Brampton, ON L6P 2K4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,2431836 Ontario Ltd. o/a NOMAD at Hinterbrook Estate Winery,"Niagara on the lake, ON L0S 1J0",6211-Retail sales supervisors,1
,,2434560 Ontario Inc.  o/a Culinary Stars,"BRAMPTON, ON L6W 3G2",6322-Cooks,1
,,2451118 Ontario Inc.  o/a Diplomat Motor Inn,"Niagara Falls, ON L2G 3Y2","6313-Accommodation, travel, tourism and related services supervisors",1
,,2672452 Ontario Ltd.,"TORONTO, ON M5J 2Y5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,6738532 Canada Inc. o/a I.T.S.,"BRAMPTON, ON L6W 1K5",7511-Transport truck drivers,1
,,6818935 Canada Inc. (o/a Thai Siam Thai Cuisine),"Oakville, ON L6H 4L1",6322-Cooks,2
,,9078789 Canada Inc. o/a Designer Upholstery,"MISSISSAUGA, ON L5L 5R2",1221-Administrative officers,1
,,ABF Agency Inc.,"Mississauga, ON L4V 1X6","1211-Supervisors, general office and administrative support workers",1
,,,,2283-Information systems testing technicians,1
,,ADB Safegate Canada Inc.,"BURLINGTON, ON L7N 3G2",2241-Electrical and electronics engineering technologists and technicians,1
,,All Truck Lube and Wash Ltd.,"BRAMPTON, ON L6W 1L4",7312-Heavy-duty equipment mechanics,1
,,Amberson Education Group Inc. o/a Amberson High School,"Toronto, ON M1W 2S7",2175-Web designers and developers,1
,,Animals Inc.,"TORONTO, ON M6J 2R9","5131-Producers, directors, choreographers and related occupations",3
,,Arivir-Canada Corp.,"SCARBOROUGH, ON M1P 2S3","0016-Senior managers - construction, transportation, production and utilities",1
,,AST Stone,"Toronto, ON M6M 4B8",7271-Carpenters,1
,,AXIA DESIGN ASSOCIATES INC.,"TORONTO, ON M6P 3V6",2151-Architects,1
,,B Negative LLC,"SCARBOROUGH, ON M1N 4B5","5131-Producers, directors, choreographers and related occupations",3
,,Best Choice Express & Delivery Ltd,"Kleinburg, ON L0J 1C0","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Better Bath by Design Inc.,"KINGSTON, ON K7K 6C7",7283-Tilesetters,1
,,Big Gold Brick Productions Inc,"TORONTO, ON M4M  2S",5222-Film and video camera operators,1
,,Built By Pros Inc.,"CONCORD, ON L4K 4E9","7204-Contractors and supervisors, carpentry trades",1
,,Canadian Pie Inc.,"ETOBICOKE, ON M9V 3Y7",2171-Information systems analysts and consultants,1
,,Canadian Tube Tooling Co. Ltd.,"MISSISSAUGA, ON L5T 2K7",7232-Tool and die makers,1
,,Carterm Intermodal Logistics,"Mississauga, ON L4T 3C4",1122-Professional occupations in business management consulting,1
,,Casselman Medical Centre Inc.,"CASSELMAN, ON K0A 1M0",3112-General practitioners and family physicians,1
,,CDS Cambridge Drywall Services,"Cambridge, ON N1T 2K8",7271-Carpenters,3
,,,,"7284-Plasterers, drywall installers and finishers and lathers",4
,,Centum Fairtrust Financial Group Inc.,"MISSISSAUGA, ON L4W 2Z6",1221-Administrative officers,1
,,COMPLETE OPTICAL INC,"Mississauga, ON L4Y 4H4",1243-Medical administrative assistants,1
,,Cristin Tile & Marble Ltd.,"TOTTENHAM, ON L0G 1W0",7283-Tilesetters,1
,,Dasmesh Transport Inc,"BRAMPTON, ON L6Y 5G6",7511-Transport truck drivers,1
,,Digital Media Academy of Canada (DMAC),"TORONTO, ON M6B 1P5","0124-Advertising, marketing and public relations managers",1
,,DiPaolo Machine Tools Ltd.,"Mississauga, ON L5S 1K6",0911-Manufacturing managers,1
,,Durock Electric Inc.,"BRAMPTON, ON L6S 3R2",7241-Electricians (except industrial and power system),1
,,Eastway Contracting Inc,"PEMBROKE, ON K8A 6X8",2131-Civil engineers,1
,,Eddies Meat Products Distribution Inc,"Mississauga, ON L4X 1M4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
,,Edelcon Inc.  o/a The French Oven,"MISSISSAUGA, ON L4W 1G7",1241-Administrative assistants,1
,,Edlajdo Construction Ltd.,"MISSISSAUGA, ON L8Y 2Z1",7292-Glaziers,1
,,Envision Realty Inc.,"TORONTO, ON M4M 1S2",0125-Other business services managers,1
,,First Refrigeration Engineering Ltd,"SCARBOROUGH, ON M1X 1A7",1241-Administrative assistants,1
,,Golden Arch Inc.,"NORTH YORK, ON M2N 3W9",7271-Carpenters,1
,,Good Fellow's Auto Wholesaler,"Oro-Medonte, ON L0L 2L0",1225-Purchasing agents and officers,1
,,Good Vibrations Disc Jockey Services Ltd.,"WOODBRIDGE, ON L4H 0J2",5225-Audio and video recording technicians,1
,,Hamati Roofing Ltd.,"Toronto, ON M2P 1S8",7291-Roofers and shinglers,1
,,Highland Evergreen Supply Ltd.,"MISSISSAUGA, ON L5T 1N8",0621-Retail and wholesale trade managers,1
,,Infinity Vision Optical Inc.,"RICHMOND HILL, ON L4C 8S7",1241-Administrative assistants,1
,,Insultech Insulation Products Inc.,"BRAMPTON, ON L6T 1C1",7333-Electrical mechanics,1
,,International Paper Converters Limited,"CONCORD, ON L4K 2G1",7381-Printing press operators,1
,,,,"9215-Supervisors, forest products processing",1
,,J.A.W. Drugs Ltd.,"Oshawa, ON L1G 7Z9",3132-Dietitians and nutritionists,1
,,KJL Enterprises Ltd.,"TORONTO, ON M3J 2T2",7283-Tilesetters,1
,,Lamplighter Inns (London) Limited,"LONDON, ON N6A 1R8",6525-Hotel front desk clerks,1
,,Linkglobal Food,"Richmond Hill, ON L4B 1L5",1222-Executive assistants,1
,,Mercury Tax,"Mississauga, ON L5T 2G5","0124-Advertising, marketing and public relations managers",1
,,Merinos Carpet Inc.,"MISSISSAUGA, ON L5T 1V9",0601-Corporate sales managers,1
,,Moss Psychology Professional Corporation,"CONSECON, ON K0K 1T0",4151-Psychologists,1
,,NARCIS INNOVATIONS INC.,"Toronto, ON M2N 7E9","0013-Senior managers - financial, communications and other business services",1
,,Neptune Security Services Inc. Canada,"Mississauga, ON L5K 2R8",4163-Business development officers and marketing researchers and consultants,1
,,New Best Truck Repair & Tire Ltd.,"GEORGETOWN, ON L7G 4S6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,New Concepts Trading Inc.,"Mississauga, ON L5B 2X7",1221-Administrative officers,1
,,,,1311-Accounting technicians and bookkeepers,1
,,NO PROBLEM MOVERS LTD,"MISSISSAUGA, ON L4W 2K8",1241-Administrative assistants,1
,,NW Northwood Developments Inc.,"Pickering, ON L1W 1Z9","7284-Plasterers, drywall installers and finishers and lathers",1
,,OPC TV Inc.,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
,,Phoenix Software Inc .,"MISSISSAUGA, ON L4W 4L5",2174-Computer programmers and interactive media developers,1
,,Radke Films Ltd,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
,,Rea Investments Limited. O/A Rea Construction,"North York, ON M9M 2Y6",2174-Computer programmers and interactive media developers,1
,,Ren De Inc.,"MISSISSAUGA, ON L5L 5M5",6222-Retail and wholesale buyers,1
,,Resonance Ltd,"BARRIE, ON L4N 9V9",2111-Physicists and astronomers,1
,,Rush Construction Ltd,"TORONTO, ON M3J 2T2",7271-Carpenters,1
,,Sangoma Technologies Inc.,"Markham, ON L3R 9R6",2173-Software engineers and designers,1
,,Save Max Real Estate Inc.,"MISSISSAUGA, ON L6N 7Y2",1122-Professional occupations in business management consulting,1
,,Sequoia Content International Ltd,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",1
,,Sky Ride Transport Inc.,"BRAMPTON, ON L6W 3G2",7511-Transport truck drivers,2
,,"Soft Citizen, Inc","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
,,Southern Cross Plumbing Inc,"Toronto, ON M1E 5C8",7251-Plumbers,2
,,SR RESEARCH LTD.,"MISSISSAUGA, ON L5J 1B5",2172-Database analysts and data administrators,1
,,Starsky Fine Foods Inc.,"Mississauga, ON L5L 3R8",6211-Retail sales supervisors,1
,,Steam Films Inc.,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
,,Suneeva Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",7
,,Tartu College,"Toronto, ON M5S 1W4",6211-Retail sales supervisors,1
,,Thousand Sunny Corp. o/a Coco Fresh Tea & Juice,"WOODBRIDGE, ON L4H 3W6",6311-Food service supervisors,1
,,Trans Domi Corporation,"MISSISSAUGA, ON L5N 6T6",7283-Tilesetters,1
,,Transnomis Solutions Inc.,"TORONTO, ON M3B 3J5",2174-Computer programmers and interactive media developers,1
,,TUCC INC.,"TORONTO, ON M5A 0A1",3112-General practitioners and family physicians,1
,,University of Guelph,"GUELPH, ON N1G 2W1",4011-University professors and lecturers,1
,,V4U Logistic Inc,"CALEDON, ON L7C 2T1","0016-Senior managers - construction, transportation, production and utilities",1
,,VAL/MAR Construction Inc.,"Scarborough, ON M1K 2X4",2281-Computer network technicians,1
,,VERICO The Financial Forum Ltd.,"VAUGHN, ON L4L 8S9",1242-Legal administrative assistants,1
,,Vista Stair and Handrail Ltd.,"Markham, ON L3R 1E3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Warden Promotion Inc.,"Markham, ON L3R 0M3","1123-Professional occupations in advertising, marketing and public relations",1
,,WFS Transport Ltd.,"MILTON, ON L9T 9E6",1221-Administrative officers,1
,,Xi Digital Corp,"CONCORD, ON L4K 3P9","1123-Professional occupations in advertising, marketing and public relations",1
,,Zaneen Group Inc.,"Toronto, ON M6B 1V9","5243-Theatre, fashion, exhibit and other creative designers",1
,,Zetra Enterprises Inc.,"Maple, ON L4L 6X4","7302-Contractors and supervisors, heavy equipment operator crews",1
,   Low Wage,1060436 Ontario Limited o/a Serano Bakery,"TORONTO, ON M4K 3T5",6332-Bakers,1
,,1166552 Ontario Inc. o/a Pioneer Cruises,"NORTH YORK, ON M3J 3K6",6322-Cooks,9
,,1226709 Ontario Inc. O/A Aman Furniture MFG,"ETOBICOKE, ON M9W 4N9",6345-Upholsterers,1
,,2095151 Ontario Inc.,"Brampton, ON L6T 4X1",2211-Chemical technologists and technicians,1
,,2095498 Ontario Inc,"KANATA, ON K2L 4B4","6562-Estheticians, electrologists and related occupations",5
,,2188692 Ontario Inc,"Brampton, ON L6P 2R2",6322-Cooks,2
,,2237923 Ontario Inc.  o/a Las Delicias,"MISSISSAUGA, ON L5B 1H7",6322-Cooks,1
,,2260369 Ont. Inc o/a East Side Mario's,"MISSISSAUGA, ON L4Z 3V6",0631-Restaurant and food service managers,1
,,2284194 Ontario Inc. o/a Fortress Construction & Management Group,"ETOBICOKE, ON M9W 6S9",1241-Administrative assistants,1
,,2468765 Ontario Incorporated o/a Active Green+Ross,"RICHMOND HILL, ON L4E 0N9",6211-Retail sales supervisors,1
,,2469120 Ontario Inc.,"BARRIE, ON L4N 9E8",0631-Restaurant and food service managers,1
,,2508051 Ontario Inc. o/a Bengla Sweets,"Brampton, ON L6X 5E9",6322-Cooks,2
,,2582186 ONTARIO LIMITED o/a Maiz,"TORONTO, ON M6A 0B6",6322-Cooks,1
,,7974850 Canada Inc. o/a Safety Solutions,"MISSISSAUGA, ON L5T 2L9",1241-Administrative assistants,1
,,832069 Ontario Limited o/a Tim Hortons,"CHATHAM, ON N7M 3G2",6311-Food service supervisors,6
,,844898 ONTARIO LIMITED o/a HIGH CLASS CLEANERS,"CONCORD, ON L4K 5X8",6316-Other services supervisors,1
,,9144242 Canada Inc. o/a Ideal Window and Door,"SCARBOROUGH, ON M1B 2Y8",7231-Machinists and machining and tooling inspectors,1
,,9311521 Canada Limited o/a Safari Kid Markham,"RICHMOND HILL, ON L4C 9B5",4214-Early childhood educators and assistants,1
,,9900101 Canada Incorporated,"OTTAWA, ON K1P 5H8",6311-Food service supervisors,1
,,ABF Agency Inc.,"Mississauga, ON L4V 1X6",7237-Welders and related machine operators,1
,,Alte-Rego Corporation,"ETOBICOKE, ON M9W 5H4",9422-Plastics processing machine operators,5
,,Black and Yellow Pavement Inc.,"KITCHENER, ON N2A 3R1",7611-Construction trades helpers and labourers,3
,,Brothers Social Eatery Inc. o/a Church's Chicken,"SCARBOROUGH, ON L6R 2T3",6322-Cooks,3
,,Chung's Taekwondo Academy Inc.,"Richmond Hill, ON L4C 3G7","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Comal Y Canela Inc.  o/a Comal Y CanelaCocina Mexicana Tradicional,"YORK, ON M9N 2S4",6321-Chefs,1
,,Cusack's Hospitality Ltd.,"SUDBURY, ON P3A 5N4",6322-Cooks,1
,,Dorothea Knitting Mills Limited,"TORONTO, ON M2M 3X8","9445-Fabric, fur and leather cutters",1
,,Extreme Auto Image Inc.,"SCARBOROUGH, ON M1C 1E6",7535-Other automotive mechanical installers and servicers,1
,,Gagan Sweets Factory Ltd.,"WOODBRIDGE, ON L4L 9C9",6311-Food service supervisors,1
,,Giorgio Armani Canada Corporation,"Mississauga, ON L5T 2W6",6211-Retail sales supervisors,1
,,Grand Empire Banquet & Convention Centre Ltd.,"BRAMPTON, ON L6P 2K9",6322-Cooks,1
,,Greenworks Land Inc.,"MISSISSAUGA, ON L5B 0E9",7294-Painters and decorators (except interior decorators),1
,,Hanmoto Inc.,"Toronto, ON M6J 3B1",6321-Chefs,1
,,Jasmin PharmaCure Inc.,"BURLINGTOPN, ON L7L 0B7",3414-Other assisting occupations in support of health services,1
,,JSM Corperation (Ontario) Ltd.,"TORONTO, ON M4M 1Y8",1224-Property administrators,1
,,Kal-Trading Inc.,"MISSISSAUGA, ON L5C 1W4","9214-Supervisors, plastic and rubber products manufacturing",1
,,Karara The Indian Takeout Inc.,"Nepean, ON K2G 7B4",6322-Cooks,1
,,LP Landscape Plus Inc.,"ARISS, ON N0B 1B0",8612-Landscaping and grounds maintenance labourers,4
,,Meest Entertainment Inc.,"Toronto, ON M8Z 4E4",6322-Cooks,1
,,Ng's Cuisine,"OTTAWA, ON K2E 5P3",6321-Chefs,1
,,Sagar Indian Cuisine Inc.,"CARLETON PLACE, ON K7C 2V7",6322-Cooks,1
,,Santouka Kamei Canada Foods Ltd.,"Toronto, ON M4S 2A2",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,Savocris Inc. o/a Mezza Notte Trattoria Thornhill,"THORNHILL, ON L4J 0A7",6322-Cooks,1
,,Smart Doors Inc.,"CONCORD, ON L4K 2L8",7332-Appliance servicers and repairers,1
,,The Crystal Ladder Learning Centre,"VAUGHAN, ON L4L 0C4",3132-Dietitians and nutritionists,1
,,The Excel Group 2001 Inc.,"VAUGHAN, ON L4K 1R3",7271-Carpenters,2
,,Two Bay Enterprizes Limited,"MOOSONEE, ON P0L 1Y0",6611-Cashiers,2
,,Wenmar Automotive Inc.,"CONCORD, ON L4K 2B9",7322-Motor vehicle body repairers,1
,,Wolfe Exteriors Inc.,"MISSISSUAGA, ON L4W 4N9",7271-Carpenters,2
,,Yo Amo Tacos Inc.,"TORONTO, ON M3J 2T2",6321-Chefs,2
,  Primary Agriculture,Burm Farms Ltd,"Wallaceburg, ON N8A 4L3",8431-General farm workers,2
,,Gillette Farms Inc,"EMBRUN, ON K0A 1W0",8431-General farm workers,4
,,Hillside Hothouse Ltd,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,1
,,Weth Mushrooms Inc,"Goderich, ON N7A 3X8",8431-General farm workers,2
, Global Talent Stream,Botsford IT Consulting Corp.,"Mississauga, ON L4T 0A7",2171-Information systems analysts and consultants,1
,,iSteer Inc,"TORONTO, ON M5G 1Z3",2171-Information systems analysts and consultants,1
,,Mentor Tech Source Inc.,"MARKHAM, ON L3R 6H3",2171-Information systems analysts and consultants,1
Manitoba,    High Wage,7471921 Manitoba Ltd. o/a Blazers Mini Mart,"Minnedosa, MB R0J 1E0",0621-Retail and wholesale trade managers,1
,,,,6222-Retail and wholesale buyers,1
,,7527421 MANITOBA INC.,"Pine Falls, MB R0E 1M0",0621-Retail and wholesale trade managers,1
,,,,6211-Retail sales supervisors,1
,,Aikam Logistics Inc,"WINNIPEG, MB R3E 1G6",1311-Accounting technicians and bookkeepers,1
,,Circle T Transport Inc.,"Steinbach, MB R5G 1L5",7511-Transport truck drivers,2
,,MMP Architects Inc.,"Winnipeg, MB R3B 0R3",1241-Administrative assistants,1
,,Speedy Singh Logistics Inc.,"WINNIPEG, MB R2C 4P3",1525-Dispatchers,3
,   Low Wage,3881785 Manitoba Ltd,"STEINBACH, MB R5G 0Z1",7513-Taxi and limousine drivers and chauffeurs,5
,,7374021 Manitoba Ltd.,"PETERSFIELD, MB R0C 2L0",6611-Cashiers,1
,,7381337 Manitoba Ltd.,"WINNIPEG, MB R3R 1L9",6311-Food service supervisors,1
,,A.A. Miracle Janitor Service Co. (2001) Ltd.,"WINNIPEG, MB R2X 2X4","6733-Janitors, caretakers and building superintendents",2
,,DeLuca's Specialty foods cooking school and restaurant Ltd.,"OAK BLUFF, MB R0G 1N0",6322-Cooks,2
,,Falcon Lake Resort Hotel Inc.,"WINNIPEG, MB R2G 1L4",6322-Cooks,1
,,IFR Enterprises Ltd,"PORTAGE LA PRAIRIE, MB R1N 0L6",6611-Cashiers,1
,,Parvati Restaurant Ltd.o/a The Chilli Chutney,"Brandon, MB R7B 3P8",6322-Cooks,1
,,Solid Foundations Montessori School Inc.,"WINNIPEG, MB R2G 1J4",4214-Early childhood educators and assistants,3
,,St. Peter's Roman Catholic Church,"WINNIPEG, MB R2X 2X8",4021-College and other vocational instructors,1
,  Primary Agriculture,Strategic Agriculture Management Co.,"WINNIPEG, MB R3Y 1Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
,,Unger Air Farms Inc,"STEINBACH, MB R5G 1M8",8431-General farm workers,2
Saskatchewan,    High Wage,102014436 Saskatchewan Ltd,"SASKATOON, SK S7L 6R7",7312-Heavy-duty equipment mechanics,1
,,,,7511-Transport truck drivers,2
,   Low Wage,101172015 Sask. Ltd.,"Emerald Park, SK S4L 1B6","6711-Food counter attendants, kitchen helpers and related support occupations",3
,,101200574 Saskatchewan Ltd. o/a Maple Creek Motor Inn,"MAPLE CREEK, SK S0N 1N0",6731-Light duty cleaners,1
,,101279889 Saskatchewan Ltd. o/a Delhi Chaat,"SASKATOON, SK S7K 5C7",6322-Cooks,1
,,Rawhides Bistro & Saloon Inc.,"Stenen, SK S0A 3X0",6513-Food and beverage servers,4
,,Star House Enterprises Ltd. o/a Star House Family Restaurant,"Prince Albert, SK S6V 5G1",6311-Food service supervisors,1
,,Weyburn Circle 6 Motel Inc.,"Weyburn, SK S4H 2H5",6315-Cleaning supervisors,1
,  Primary Agriculture,Barrich Farms (1994) Ltd,"OUTLOOK, SK S0L 2N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Alberta,    High Wage,1207320 Alberta Ltd,"Calgary, AB T3J 0J1",7511-Transport truck drivers,5
,,1385993 Alberta Inc.RainAWaySystems,"Edmonton, AB T6C 0N4","7284-Plasterers, drywall installers and finishers and lathers",1
,,1397372 Alberta Inc.,"Calgary, AB T2Z 3W4",7322-Motor vehicle body repairers,1
,,1453496 Alberta Ltd. o/a F.A.C.T. Services,"COUNTY OF GP NO. 1, AB T8W 0H2",3237-Other technical occupations in therapy and assessment,1
,,2025526 Alberta Inc o/a Iconic Ventures,"CALGARY, AB T3J 5C8",0711-Construction managers,1
,,,,1224-Property administrators,1
,,2127309 ALBERTA INC.,"CALGARY, AB T2V 1B1","0651-Managers in customer and personal services, n.e.c.",1
,,767647 Alberta Ltd o/a Victory Tile,"Calgary, AB T2J 3V5",7283-Tilesetters,1
,,Addi Transport INC.,"EDMONTON, AB T5Z 0H6",7511-Transport truck drivers,1
,,Alberta Veterinary Center (Red Deer),"RED DEER, AB T4S 0K6",2221-Biological technologists and technicians,1
,,Bal Wood Working Ltd.,"EDMONTON, AB T6T 2C4",7271-Carpenters,1
,,Baytek Interiors Inc,"EDMONTON, AB T5M 3C5","7284-Plasterers, drywall installers and finishers and lathers",1
,,Canadian Rockies Rafting Co Ltd.,"CANMORE, AB T1W 2T8","1211-Supervisors, general office and administrative support workers",1
,,Certified Industrial Hygiene Consulting Ltd.,"CALGARY, AB T2M 0Z5",2211-Chemical technologists and technicians,1
,,Cogent Transport Inc,"CALGARY, AB T3J 5K4","7305-Supervisors, motor transport and other ground transit operators",1
,,Ensteel Industries Ltd,"Calgary, AB T2C 4L7",9416-Metalworking and forging machine operators,1
,,H.O. Flooring Services Ltd.,"Edmonton, AB T5P 0P2",7295-Floor covering installers,3
,,HSN Technology Corporation,"CALGARY, AB T3J 1M7",2281-Computer network technicians,1
,,Lallian Trucking Ltd,"EDMONTON, AB T6T 0L3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,,,7511-Transport truck drivers,1
,,MFAF Forming Ltd,"Rocky View, AB T1X 0H2",7282-Concrete finishers,6
,,Millennium Oilflow Systems & Technology Inc,"Leduc, AB T9E 7C9",7231-Machinists and machining and tooling inspectors,1
,,Nassa Excavating Ltd.,"Calgary, AB T1Y 2W8",7521-Heavy equipment operators (except crane),2
,,Peak Logistics 2008 Ltd.,"Rocky View, AB T1X 0V9",7511-Transport truck drivers,10
,,Raja Ram Ltd,"EDMONTON, AB T6T 0P8",7511-Transport truck drivers,3
,,Rigman Technology Co. Ltd.,"CALGARY, AB T2L 2K7","0016-Senior managers - construction, transportation, production and utilities",1
,,Sekhon MG Transport Ltd.,"EDMONTON, AB T6E 5V8",1221-Administrative officers,1
,,Silversprings Golf and Country Club,"Calgary, AB T3B 2W9",0631-Restaurant and food service managers,1
,,Summerlea International Care Home Inc,"Edmonton, AB T5T 1V6","4412-Home support workers, housekeepers and related occupations",1
,,Town of Blackfalds,"BLACKFALDS, AB T0M 0J0","0513-Recreation, sports and fitness program and service directors",1
,,Tribes Group of Industries Ltd.,"Edmonton, AB T6E 5P2",2175-Web designers and developers,1
,,Welcome Inn Ltd,"SWAN HILLS, AB T0G 2C0","6313-Accommodation, travel, tourism and related services supervisors",1
,,WesTower Communications Ltd.,"Thorsby, AB T0C 2P0",7245-Telecommunications line and cable workers,1
,,Year Round Landscaping Inc.,"Rocky View, AB T4A 0E2",7282-Concrete finishers,1
