"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions
Nova Scotia,  Primary Agriculture,Traditional vergreen Tree Farms,"Wileville, NS B4V 5J3",8431-General farm workers,5
Nova Scotia,  Primary Agriculture,Tulip Farm,"PUGWASH, NS B0K 1L0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Nova Scotia,  Primary Agriculture,Van Meekeren Farms Limited,"LAKEVILLE, NS B4N 3V7",8431-General farm workers,8
Nova Scotia,  Primary Agriculture,Van Meekeren Farms Ltd.,"LAKEVILLE, NS B4N 3V7",8431-General farm workers,3
Nova Scotia, Global Talent Stream,Dalhousie University,"HALIFAX, NS B3H 4R2",0421-Administrators - post-secondary education and vocational training,1
Nova Scotia, Global Talent Stream,Eyeread Inc. (Operating as Squiggle Park),"DARTMOUTH, NS B3B 0R8",2175-Web designers and developers,2
Nova Scotia, Global Talent Stream,Mindsea Development Incorporated,"HALIFAX, NS B3J 3M8",2174-Computer programmers and interactive media developers,1
Nova Scotia, Global Talent Stream,Nova Scotia Power,"Halifax, NS B3J 2W5",2171-Information systems analysts and consultants,1
Nova Scotia, Global Talent Stream,Peer Ledger Inc.,"Halifax, NS B3H 4P3",2173-Software engineers and designers,2
Nova Scotia, Global Talent Stream,"SHIL Technologies, Inc.","Halifax, NS B3J 3N2",0213-Computer and information systems managers,3
Nova Scotia, Global Talent Stream,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",0213-Computer and information systems managers,1
Nova Scotia, Global Talent Stream,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",2172-Database analysts and data administrators,1
Nova Scotia, Global Talent Stream,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",2174-Computer programmers and interactive media developers,6
Nova Scotia, Global Talent Stream,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",2175-Web designers and developers,1
Nova Scotia, Global Talent Stream,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5","5131-Producers, directors, choreographers and related occupations",2
Nova Scotia, Global Talent Stream,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",5241-Graphic designers and illustrators,2
New Brunswick,    High Wage,682364 NB INC,"FREDERICTON, NB E3B 8P4",6211-Retail sales supervisors,1
New Brunswick,    High Wage,682364 NB Inc. o/a Lee's Mini Mart,"FREDERICTON, NB E3B 8P4",0621-Retail and wholesale trade managers,1
New Brunswick,    High Wage,700827 NB Inc o/a J's Asian Kitchen,"FREDERICTON, NB E3B 1B2",6322-Cooks,1
New Brunswick,    High Wage,AYR Motor Express Inc.,"Woodstock, NB E7M 4G2",7511-Transport truck drivers,8
New Brunswick,    High Wage,Culberson Trucking Ltd.,"Jacksonville, NB E7M 3J8",7511-Transport truck drivers,2
New Brunswick,    High Wage,Elephant Transport Inc.,"SCOUDOUC, NB E4P 1A9",7511-Transport truck drivers,2
New Brunswick,    High Wage,FMI Atlantic Inc.,"WOODSTOCK, NB E7M  5G",0631-Restaurant and food service managers,1
New Brunswick,    High Wage,FMI Atlantic Inc.,"WOODSTOCK, NB E7M  5G",6311-Food service supervisors,5
New Brunswick,    High Wage,"Irving Consumer Products, Limited","Dieppe, NB E1A 6X4",2233-Industrial engineering and manufacturing technologists and technicians,1
New Brunswick,    High Wage,"Irving Consumer Products, Limited","Dieppe, NB E1A 6X4",7242-Industrial electricians,1
New Brunswick,    High Wage,"J.D. Irving, Limited","SAINT JOHN, NB E2L 4M3",2171-Information systems analysts and consultants,1
New Brunswick,    High Wage,"J.D. Irving, Limited - Woodlands Division","Saint John, NB E2L 4Z2",8241-Logging machinery operators,15
New Brunswick,    High Wage,JPS Trucking Ltd,"Northampton, NB E7N 1E4",7511-Transport truck drivers,5
New Brunswick,    High Wage,McConnell Transport Ltd.,"Jacksonville, NB E7M 3R7",7511-Transport truck drivers,35
New Brunswick,    High Wage,Murray Enterprises Ltd.,"Sussex Corner, NB E4E 2Y5",7511-Transport truck drivers,4
New Brunswick,    High Wage,Quality Transportation Services (NB) Ltd,"Jacksonville, NB E7M 3S1",7511-Transport truck drivers,7
New Brunswick,    High Wage,Regional Health Authority B,"Moncton, NB E1C 6Z8",3111-Specialist physicians,1
New Brunswick,    High Wage,Regional Health Authority B,"SAINT JOHN, NB E2L 4L4",3111-Specialist physicians,1
New Brunswick,    High Wage,Resson Aerospace,"Fredericton, NB E3B 9W4",2173-Software engineers and designers,1
New Brunswick,    High Wage,Rogers Communications Canada Inc,"Moncton, NB E1C 0G1","0013-Senior managers - financial, communications and other business services",2
New Brunswick,    High Wage,Sejin Tokyo Ramen Inc. o/a Tokyo Ramen,"FREDERICTON, NB E3B 4K4",6322-Cooks,1
New Brunswick,    High Wage,Sunbury Transport Limited,"SAINT JOHN, NB E2L 4H8",7511-Transport truck drivers,30
New Brunswick,    High Wage,"Synoptek Canada, Inc","SAINT JOHN, NB E2L 1G2","0013-Senior managers - financial, communications and other business services",1
New Brunswick,    High Wage,Tomotachi Sushi Inc,"Fredericton, NB E3B 5H5",6322-Cooks,1
New Brunswick,    High Wage,WHITE ROCK FREIGHT SERVICES INC,"Moncton, NB E1C 6L9",7511-Transport truck drivers,3
New Brunswick,    High Wage,Yanakee Restaurant Ltd,"MONCTON, NB E1A 6V2",6322-Cooks,1
New Brunswick,   Low Wage,692059 NB Inc. o/a Osaka Hibachi,"Moncton, NB E1C 1C8",6322-Cooks,3
New Brunswick,   Low Wage,699756 NB INC.,"Moncton, NB E1G 1A4",6332-Bakers,1
New Brunswick,   Low Wage,701381 NB INC.,"Saint John, NB E2M 5V8",1241-Administrative assistants,1
New Brunswick,   Low Wage,701664 NB Inc,"Dieppe, NB E1A 1P2",6322-Cooks,1
New Brunswick,   Low Wage,7726848 Canada Ltd. o/a St. Louis Bar & Grill,"MONCTON, NB E1C 2T9",6322-Cooks,4
New Brunswick,   Low Wage,Allen's Enterprises inc. o/a Allen's Petro Canada,"TIMBER RIVER, NB E4M 3A1",6211-Retail sales supervisors,1
New Brunswick,   Low Wage,Bathurst Pizza LTD,"Bathurst, NB E2A 2Z4",6322-Cooks,1
New Brunswick,   Low Wage,"Botsford Fisheries Ltd., Les Pêcheries Botsford ltée","Cap-Pele, NB E4N 3B3",9463-Fish and seafood plant workers,15
New Brunswick,   Low Wage,Bouctouche Bay Inn Inc.,"Bouctouche, NB E4S 2T5",6322-Cooks,1
New Brunswick,   Low Wage,C&A Toner Ltd,"Grand Falls, NB E3Z 2W1",6311-Food service supervisors,1
New Brunswick,   Low Wage,Cafe JEG Ruest Inc o/a Tim Hortons,"SAINT LEONARD, NB E7E 2B6",6311-Food service supervisors,1
New Brunswick,   Low Wage,Car-rizma Motorsports Limited,"Saint John, NB E2J 2H6",7535-Other automotive mechanical installers and servicers,1
New Brunswick,   Low Wage,DOWON BROTHERS INC.,"Moncton, NB E1C 5C4",6311-Food service supervisors,1
New Brunswick,   Low Wage,Fenety Convenience Store Ltd,"Waasis, NB E3B 9E1",6322-Cooks,2
New Brunswick,   Low Wage,Fredericton Fresh Casual Restaurants,"Fredericton, NB E3B 2T7",6322-Cooks,2
New Brunswick,   Low Wage,JUN REALTY LTD.,"Moncton, NB E1C 5C4",6322-Cooks,1
New Brunswick,   Low Wage,Moncton Fresh Casual Restaurants Inc.,"Moncton, NB E1G 1A8",6322-Cooks,2
New Brunswick,   Low Wage,Phillip Ouellette & Sons Ltd.,"PETIT QUAI, NB E4N 2E9",9618-Labourers in fish and seafood processing,17
New Brunswick,   Low Wage,R&D Enterprises Limited,"Campbellton, NB E3N 3A9",6322-Cooks,2
New Brunswick,   Low Wage,Ryancan Foods Inc.,"Sackville, NB E4L 4C3",6322-Cooks,1
New Brunswick,  Primary Agriculture,Cavendish Farms Corp,"Dieppe, NB E1A 6X4",8431-General farm workers,1
New Brunswick,  Primary Agriculture,"Jolly Farmer Products, Inc.","Northampton, NB E7N 1R6",8432-Nursery and greenhouse workers,32
New Brunswick,  Primary Agriculture,Les Petits Fruits de Pré-d'en-Haut Inc,"Memramcook, NB E4K 1K8",8431-General farm workers,1
New Brunswick,  Primary Agriculture,Moxon's Country Pumpkin Ltd,"Maugerville, NB E3A 8K8",8431-General farm workers,2
New Brunswick,  Primary Agriculture,Premier Blueberries Inc.,"MEMRAMCOOK, NB E4K 2V3",8431-General farm workers,2
New Brunswick,  Primary Agriculture,Royal Gardens 2012 Ltd.,"Penobsquis, NB E4G 2C5",8432-Nursery and greenhouse workers,8
New Brunswick,  Primary Agriculture,Slocum's Farm Fresh Produce Ltd,"Waterborough, NB E4C 2Y3",8431-General farm workers,2
New Brunswick,  Primary Agriculture,Verger Belliveau Orchard Ltd.,"Memramcook, NB E4K 2S6",8611-Harvesting labourers,18
New Brunswick, Global Talent Stream,"J.D. Irving, Limited","SAINT JOHN, NB E2L 4M3",2172-Database analysts and data administrators,1
New Brunswick, Global Talent Stream,SyntecX Global Corporation,"FREDERICTON, NB E3B 1N8",2171-Information systems analysts and consultants,1
Quebec,    High Wage,2972-6924 Québec Inc,"LÉVIS, QC G7A 1B1",7237-Welders and related machine operators,1
Quebec,    High Wage,3014703 Canada Inc.,"LACHINE, QC H8T 2Y1",7311-Construction millwrights and industrial mechanics,1
Quebec,    High Wage,3894207 Canada Inc. (Barbies Resto Bar Grill),"BROSSARD, QC J4Y 0G5",6322-Cooks,4
Quebec,    High Wage,6144527 Canada Inc,"VAUDREUIL-DORION, QC J7V 9H5",7511-Transport truck drivers,1
Quebec,    High Wage,6173306 Canada Inc.,"Amos, QC J9T 1H3",0631-Restaurant and food service managers,1
Quebec,    High Wage,6362222 Canada Inc.,"Montréal, QC H3E 3B3",2171-Information systems analysts and consultants,1
Quebec,    High Wage,673753 Ontario Limited (Traffix),"MONTRÉAL, QC H2Y 3V4",1222-Executive assistants,1
Quebec,    High Wage,6895581 Canada Inc,"Ville St-Laurent, QC H4R 1R7",7272-Cabinetmakers,1
Quebec,    High Wage,7345593 CANADA INC,"DORVAL, QC H9P 1E7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",9
Quebec,    High Wage,7521332 Canada Inc.,"Boucherville, QC J4B 6P5",6322-Cooks,1
Quebec,    High Wage,7620632 CANADA INC.,"LAVAL, QC H7R 0B8",7511-Transport truck drivers,1
Quebec,    High Wage,7699000 CANADA INC. (CANADIAN & LEBANESE FOOD),"GATINEAU, QC J8P 8A9",1311-Accounting technicians and bookkeepers,1
Quebec,    High Wage,8348944 Canada Inc. - École de pilotage Capital,"Québec, QC G2G 0K1","2271-Air pilots, flight engineers and flying instructors",1
Quebec,    High Wage,8351414 Canada Inc.,"MONTRÉAL, QC H3H 1L9",6322-Cooks,2
Quebec,    High Wage,9010-1536 Québec Inc.,"ST-AUGUSTIN-DESMAURES, QC G3A 1X3",6311-Food service supervisors,1
Quebec,    High Wage,9018-6560 Québec Inc. (Folio Montréal),"MONTRÉAL, QC H2Y 2E1","5232-Other performers, n.e.c.",1
Quebec,    High Wage,9028-0843 Québec Inc.,"GRANBY, QC J2G 8N1",7231-Machinists and machining and tooling inspectors,1
Quebec,    High Wage,9029-7524 Québec Inc.,"GRANBY, QC J2J 0N3",7322-Motor vehicle body repairers,3
Quebec,    High Wage,9037 7797 Quebec Inc,"SAINT-LAURENT, QC H4R 2E9",6221-Technical sales specialists - wholesale trade,1
Quebec,    High Wage,9042-6909 Québec inc.,"SHERBROOKE, QC J1J 2E8",2242-Electronic service technicians (household and business equipment),1
Quebec,    High Wage,9042-8160 Québec Inc,"SAGUENAY, QC G7H 2A2",6322-Cooks,2
Quebec,    High Wage,9051-8127 Québec Inc.,"NORMANDIN, QC G8M 5A6",7237-Welders and related machine operators,2
Quebec,    High Wage,9052-9470 Québec Inc.,"St-Lazare, QC J7T 2B8",7237-Welders and related machine operators,1
Quebec,    High Wage,9065-1183 Québec Inc,"MONT-TREMBLANT, QC J8E 1E1",6322-Cooks,1
Quebec,    High Wage,9072-0939 QUEBEC INC,"MONTRÉAL, QC H1P 2A2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,    High Wage,9091-4532 Québec Inc.,"L'ISLE-VERTE, QC G0L 1L0",7237-Welders and related machine operators,3
Quebec,    High Wage,9091-4532 Québec Inc.,"L'ISLE-VERTE, QC G0L 1L0",7333-Electrical mechanics,1
Quebec,    High Wage,9098-0558 Québec inc.,"Montréal, QC H2H 1V3",6322-Cooks,4
Quebec,    High Wage,9116-1521 Québec inc.,"QUÉBEC, QC G1N 2E6",6322-Cooks,2
Quebec,    High Wage,9122-5508 QUEBEC INC,"SAINT-RAYMOND, QC G3L 0B9",6322-Cooks,1
Quebec,    High Wage,9137-0619 Québec Inc.,"St-Lambert-de-Lauzon, QC G0S 2W0",7231-Machinists and machining and tooling inspectors,3
Quebec,    High Wage,9139-9956 QUEBEC INC,"VAL D'OR, QC J9P 6Y1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,    High Wage,9144-8720 Québec Inc. - Services mécaniques KTG,"MONT-LAURIER, QC J9L 3T9",7311-Construction millwrights and industrial mechanics,1
Quebec,    High Wage,9146-3810 QUÉBEC INC.,"Saint-Jérôme, QC J7Y 5E9",7322-Motor vehicle body repairers,2
Quebec,    High Wage,9169-0982 Québec Inc. (Le Milsa),"LAVAL, QC H7M 1Y9",6321-Chefs,1
Quebec,    High Wage,9169-0982 Québec Inc. (Le Milsa),"LAVAL, QC H7M 1Y9",6322-Cooks,1
Quebec,    High Wage,9177-4604 Québec inc.,"MONTRÉAL, QC H3K 2E4",6345-Upholsterers,1
