"Employers who were Issued a Negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and Business Location in 2020(April-June)",,,,,
Province/Territory,Stream ,Employer,Address,Occupation,Requested Positions
Ontario,    High Wage,Dominion Sure Seal Ltd,"Mississauga, ON L5T 2H7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Gerald Duthie & Co. LLP,"Windsor, ON N9A 1J4",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,Harward International Inc,"TORONTO, ON M3J 1Y6",4211-Paralegal and related occupations,1
Ontario,    High Wage,Integrated Motor Express Inc,"Brampton, ON L6W 1V7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Kristofoam Industries Inc.,"concord, ON L4K 2C7",2233-Industrial engineering and manufacturing technologists and technicians,1
Ontario,    High Wage,Lorena Foods Inc.,"Oakville, ON L6H 0C3","0124-Advertising, marketing and public relations managers",1
Ontario,    High Wage,Mehta Enterprises Ltd,"LONDON, ON N5V 3A5",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,MJR Contractors Ltd.,"Mississauga, ON L4Z 1C2",7271-Carpenters,1
Ontario,    High Wage,New Dawn Moravian Church of Toronto,"Toronto, ON M6C 3Y2",1221-Administrative officers,1
Ontario,    High Wage,Prica Global Enterprises Inc,"Waterloo, ON N2L 6R7",2174-Computer programmers and interactive media developers,2
Ontario,    High Wage,Rockshield Engineered Wood Products ULC,"Cochrane, ON P0L 1C0",1111-Financial auditors and accountants,1
Ontario,    High Wage,Trinetra Systems Inc.,"Mississauga, ON L5M 5B5","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,Valeria Inc.,"Thornhill, ON L4J 8X4","1123-Professional occupations in advertising, marketing and public relations",1
Ontario,    High Wage,Zeus Holdings Inc. d/b/a Stay Home Forever,"Ajax, ON L1S 2B9","0013-Senior managers - financial, communications and other business services",1
Ontario,   Low Wage,1483350 Ontario Inc,"SARNIA, ON N7T 2T8",6211-Retail sales supervisors,1
Ontario,   Low Wage,1515932 ONTARIO LTD.,"Mississauga, ON L4W 4G1",6322-Cooks,2
Ontario,   Low Wage,1637010 Ontario Inc,"Kitchener, ON N2N 2Y2",6311-Food service supervisors,1
Ontario,   Low Wage,2087689 ONTARIO INC,"Niagara Falls, ON L2G 2A8",6321-Chefs,1
Ontario,   Low Wage,2168587 ontario ltd,"NORTH YORK, ON M3J 2N7",6332-Bakers,1
Ontario,   Low Wage,2331944 Ontario Inc.,"Hamilton, ON L9C 3A4",6321-Chefs,1
Ontario,   Low Wage,2504298 Ontario Inc.,"Mississauga, ON L4W 1H8",7272-Cabinetmakers,1
Ontario,   Low Wage,8721831 Canada Inc.,"Mississauga, ON L5C 4G4",5133-Musicians and singers,1
Ontario,   Low Wage,Carole's Cheesecake Company Ltd.,"Toronto, ON M6B 1G3",6332-Bakers,1
Ontario,   Low Wage,ChimneyFusion Inc,"Mississauga, ON L5W 1Z3",6322-Cooks,1
Ontario,   Low Wage,Four Leafs Services Inc.,"BURLINGTON, ON L7N 2R5",6322-Cooks,1
Ontario,   Low Wage,Portage Bakery Inc.,"Niagara Falls, ON L2G 3Z8",6321-Chefs,1
Ontario,   Low Wage,Sprucedale Care Centre Inc,"Strathroy, ON N7G 2A8","4412-Home support workers, housekeepers and related occupations",1
Ontario,   Low Wage,Taibah Group Inc,"Toronto, ON M6E 2H5",6211-Retail sales supervisors,2
Ontario, Global Talent Stream,2100580 Ontario Ltd. operating as Fast Mechanical Plus,"Toronto, ON M4N 3N1",2283-Information systems testing technicians,1
Ontario, Global Talent Stream,Ali Baba Motors Inc.,"Mississauga, ON L5W 1M5",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,Ali Baba Motors Inc.,"Mississauga, ON L5W 1M5",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Ali Baba Motors Inc.,"Mississauga, ON L5W 1M5",2172-Database analysts and data administrators,1
Ontario, Global Talent Stream,iceFree Driveway Limited,"Newmarket, ON L3X 1R5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Manitoba,    High Wage,7342536 Manitoba Inc.,"WINNIPEG, MB R3W 0J3",7511-Transport truck drivers,4
Manitoba,    High Wage,DREAMLINER TRUCKING LTD.,"THOMPSON, MB R8N 0W2",7511-Transport truck drivers,1
Manitoba,    High Wage,FARMERS TRANS CANADA INC.,"WINNIPEG, MB R0C 3A0",7511-Transport truck drivers,5
Manitoba,    High Wage,Go Wind Logistics Inc,"Springfield, MB R0E 1J0",7511-Transport truck drivers,7
Manitoba,    High Wage,Guru Peer Transport Inc.,"Winnipeg, MB R2R 2G9",7511-Transport truck drivers,13
Manitoba,    High Wage,Winnipeg Dig & Demolition Inc,"Winnipeg, MB R3T 2P2",7511-Transport truck drivers,2
Manitoba,   Low Wage,Cafe Teraron Inc.,"Steinbach, MB R5G 0E3",6322-Cooks,1
Manitoba,   Low Wage,HEERA TRANSPORT LTD,"WINNIPEG, MB R3C 2E6",7511-Transport truck drivers,3
Saskatchewan,    High Wage,101281671 Saskatchewan Ltd.,"regina, SK S4S 6W1",7511-Transport truck drivers,1
Saskatchewan,    High Wage,Mahmoud AL Sheikh Ali Dentistry professional corporation,"prince albert, SK S6V 5E6",3113-Dentists,1
Saskatchewan,   Low Wage,Quantum Genetix Canada inc,"Saskatoon, SK S7K 3J8",6221-Technical sales specialists - wholesale trade,1
Alberta,    High Wage,101257490 Saskatchewan Ltd.,"Edmonton, AB T6T 1B2",7511-Transport truck drivers,1
Alberta,    High Wage,1180452 Alberta Ltd.,"Calgary, AB T2Z 0H7",7511-Transport truck drivers,2
Alberta,    High Wage,1463984 ALBERTA LTD.,"EDMONTON, AB T6T 2K7",7511-Transport truck drivers,1
Alberta,    High Wage,1475892 Alberta Ltd,"EDMONTON, AB T5Y 3N2",7511-Transport truck drivers,2
Alberta,    High Wage,1606980 Alberta Ltd,"EDMONTON, AB T6X 2A5",7511-Transport truck drivers,2
Alberta,    High Wage,1752720 Alberta Inc,"Edmonton, AB T6T 0X3",7511-Transport truck drivers,6
Alberta,    High Wage,1800383 AB INC,"Edmonton, AB T6T 0Z4",7511-Transport truck drivers,4
Alberta,    High Wage,1807139 Alberta Ltd,"EDMONTON, AB T6E 4M9",1311-Accounting technicians and bookkeepers,1
Alberta,    High Wage,1896221 ALBERTA LTD,"Edmonton, AB T5Z 3R6",7511-Transport truck drivers,2
Alberta,    High Wage,2025816 Alberta Ltd o/a Fariyaad Trucking,"Edmonton, AB T6T 0Z8",7511-Transport truck drivers,1
Alberta,    High Wage,2035226 Alberta Ltd.,"Edmonton, AB T5Y 3S5",7511-Transport truck drivers,1
Alberta,    High Wage,2123964 ALBERTA LTD,"EDMONTON, AB T6T 0V6",7511-Transport truck drivers,1
Alberta,    High Wage,2130165 ALBERTA LTD,"EDMONTON, AB T6L 6S5",7511-Transport truck drivers,2
Alberta,    High Wage,7218061 Manitoba Ltd.,"Edmonton, AB T6T 2H1",7511-Transport truck drivers,2
Alberta,    High Wage,CHD Transport Ltd.,"Edmonton, AB T6T 0T8",7511-Transport truck drivers,2
Alberta,    High Wage,DILJOT HOLDINGS LTD.,"SHERWOOD PARK, AB T8C 1H9",7511-Transport truck drivers,1
Alberta,    High Wage,Edmonton Medical Group Inc,"Edmonton, AB T5X 5V3",1311-Accounting technicians and bookkeepers,1
Alberta,    High Wage,Francis Akolo Professional Corporation,"City of Grande Prairie, AB T8X 0G4",3112-General practitioners and family physicians,1
Alberta,    High Wage,GILL'Z TRANSPORT LTD,"Edmonton, AB T6X 2A6",7511-Transport truck drivers,2
Alberta,    High Wage,GNZ Transport Ltd.,"Edmonton, AB T6T 2C5",7511-Transport truck drivers,1
Alberta,    High Wage,ISLZ Logistics Ltd.,"Edmonton, AB T6V 0M6",7511-Transport truck drivers,3
Alberta,    High Wage,J.K. WOOD WORK LTD.,"Edmonton, AB T6T 1H6",0711-Construction managers,1
Alberta,    High Wage,J.P. Sidhu Truck Lines Ltd,"Edmonton, AB T6T 0E2",7511-Transport truck drivers,1
Alberta,    High Wage,Jhattu Bros Ltd,"Chestermere, AB T1X 1S1",7511-Transport truck drivers,2
Alberta,    High Wage,Karan Construction Ltd.,"Edmonton, AB T6X 1P7",7511-Transport truck drivers,4
Alberta,    High Wage,Khosa Trucking Ltd,"Edmonton, AB T6T 0T3",7511-Transport truck drivers,4
Alberta,    High Wage,LILO TRANSPORT LTD.,"CALGARY, AB T2R 0N1",7511-Transport truck drivers,5
Alberta,    High Wage,MAAN TRANSPORT LTD.,"ROCKY VIEW, AB T1X 0K1",7511-Transport truck drivers,6
Alberta,    High Wage,MKD Transport Limited,"Calgary, AB T3J 5J1",7511-Transport truck drivers,4
Alberta,    High Wage,Paramtoor Transportation Ltd,"Calgary, AB T1Y 6L7",7511-Transport truck drivers,4
Alberta,    High Wage,Peoples Trucking Ltd.,"Nisku, AB T9E 8T3",7511-Transport truck drivers,2
Alberta,    High Wage,Prabh Transport Ltd.,"Edmonton, AB T6T 0V7",7511-Transport truck drivers,2
Alberta,    High Wage,PRESIDENT TRANSPORT LTD.,"CALGARY, AB T3J 4M2",7511-Transport truck drivers,3
Alberta,    High Wage,R & J Logistic Inc.,"Edmonton, AB T6T 1P6",7511-Transport truck drivers,1
Alberta,    High Wage,Raikot Logistics Ltd.,"Edmonton, AB T6T 0L6",7511-Transport truck drivers,2
Alberta,    High Wage,SANDEEP TRUCKING LTD,"EDMONTON, AB T6T 1X4",7511-Transport truck drivers,3
Alberta,    High Wage,SAU Consulting & Business Advisory Services Ltd,"Calgary, AB T2P 3R5",4163-Business development officers and marketing researchers and consultants,1
Alberta,    High Wage,TAVLEEN TRANSPORT LTD.,"Edmonton, AB T5Y 3V5",7511-Transport truck drivers,2
Alberta,    High Wage,URANG ROAD CARRIERS LTD.,"EDMONTON, AB T6T 2J3",7511-Transport truck drivers,2
Alberta,    High Wage,V Haul Trucking Ltd.,"Calgary, AB T3N 1L8",7511-Transport truck drivers,1
Alberta,    High Wage,Xclusive Transport Ltd.,"Edmonton, AB T6T 1Y7",7511-Transport truck drivers,4
Alberta,    High Wage,Yuvraj Cheema Ltd,"Chestermere, AB T1X 1H7",7511-Transport truck drivers,4
Alberta,   Low Wage,1301911 Alberta Ltd. O/A Dairy Queen,"Devon, AB T9G 1Z1","6711-Food counter attendants, kitchen helpers and related support occupations",2
Alberta,   Low Wage,1751351 Alberta Ltd.,"Valleyview, AB T0H 3N0","3413-Nurse aides, orderlies and patient service associates",2
Alberta,   Low Wage,2232361 Alberta Ltd. o/a Sister's Kitchen,"Claresholm, AB T0L 0T0",6321-Chefs,1
Alberta,   Low Wage,Alex's Barber Shop Ltd,"St. Albert, AB T8N 6A7",6341-Hairstylists and barbers,1
Alberta,   Low Wage,All Nations Supermarket Inc.,"Fort McMurray, AB T9H 3E1",6421-Retail salespersons,1
Alberta,   Low Wage,CAAP ENTERPRISES LTD,"Peace River, AB T8S 1S2",6311-Food service supervisors,1
Alberta,   Low Wage,Give Back Contracting Ltd.,"Edmonton, AB T5S 1E9","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
Alberta,   Low Wage,Granite Warehouse Inc.,"Leduc, AB T9E 8M4",6211-Retail sales supervisors,1
Alberta,   Low Wage,Grewal Immigration Services Ltd.,"EDMONTON, AB T6B 3S3",1241-Administrative assistants,1
Alberta,   Low Wage,J.K. WOOD WORK LTD.,"Edmonton, AB T6T 1H6",1241-Administrative assistants,1
Alberta,   Low Wage,S MALIK INVESTMENTS LTD,"Calgary, AB T2C 4E4",6211-Retail sales supervisors,1
Alberta,   Low Wage,VN King Enterprises Inc.,"Calgary, AB T2A 0V1",1221-Administrative officers,1
British Columbia,    High Wage,1001048 BC LTD,"Langley, BC V1M 1R8",7511-Transport truck drivers,2
British Columbia,    High Wage,Accurate Glass Ltd,"Coquitlam, BC V3K 7B2",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Anderson First Rate-Contracting Inc,"Pitt Meadows, BC V3Y 0G4",7271-Carpenters,1
British Columbia,    High Wage,Asa Ji Enterprises Ltd.,"Burnaby, BC V5J 4J8",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Blackforest restaurant Ltd,"Harrison Hot Springs, BC V0M 1K0",6322-Cooks,1
British Columbia,    High Wage,Canadian Furniture Manufacturing Limited,"Abbotsford, BC V2T 6W3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
British Columbia,    High Wage,CENTURION HARDWOOD FLOORS LTD,"Richmond, BC V6X 1V4","0124-Advertising, marketing and public relations managers",1
British Columbia,    High Wage,CENTURION HARDWOOD FLOORS LTD,"Richmond, BC V6X 1V4",7295-Floor covering installers,1
British Columbia,    High Wage,CENTURION TRUCKING INC.,"Surrey, BC V3W 1L2",7511-Transport truck drivers,20
British Columbia,    High Wage,CIRA High School Inc,"Vancouver, BC V5Z 3Y1",1221-Administrative officers,1
British Columbia,    High Wage,Dolphin Delivery ltd.,"Abbotsford, BC V2S 8J7",7511-Transport truck drivers,10
British Columbia,    High Wage,ELITE PAVING LTD,"Delta, BC V4G 1C9",7511-Transport truck drivers,4
British Columbia,    High Wage,FIVETWO GROUP HOLDINGS LTD.,"Port Coquitlam, BC V3B 2W7",5244-Artisans and craftspersons,1
British Columbia,    High Wage,FreightStar Logistics Inc.,"Surrey, BC V3R 3W7",7511-Transport truck drivers,4
British Columbia,    High Wage,Frontline Logistics Inc.,"Surrey, BC V3W 1X1",7511-Transport truck drivers,5
British Columbia,    High Wage,Gibo Health Food Ltd.,"Richmond, BC V6X 2C3",0601-Corporate sales managers,1
British Columbia,    High Wage,GILHIMAT ENTERPRISES LTD.,"ABBORTSFORD, BC V2T 5C4",7511-Transport truck drivers,1
British Columbia,    High Wage,HAP ENTERPRISES LTD,"DELTA, BC V4G 1G6",7511-Transport truck drivers,10
British Columbia,    High Wage,Heartland Transport Ltd,"Langley, BC V4W 3R6",7511-Transport truck drivers,12
British Columbia,    High Wage,Joey Moon Ltd.,"Parksville, BC V9P 2H7","9213-Supervisors, food, beverage and associated products processing",1
British Columbia,    High Wage,JP SEKHON TRANSPORT LTD.,"ABBOTSFORD, BC V2T 5M8",7511-Transport truck drivers,2
British Columbia,    High Wage,K.DEEP Trucking Ltd,"Kelowna, BC V1X 7C8",7511-Transport truck drivers,1
British Columbia,    High Wage,Natt Enterprises Ltd,"Surrey, BC V3V 4S4",7511-Transport truck drivers,14
British Columbia,    High Wage,Nijjar Enterprises Ltd.,"Surrey, BC V4N 3W8",7511-Transport truck drivers,8
British Columbia,    High Wage,Nilam Trucking Ltd,"Abbotsford, BC V2T 3J1",7511-Transport truck drivers,5
British Columbia,    High Wage,RELIANCE LOGISTICS INC,"Surrey, BC V3S 1X7",7511-Transport truck drivers,10
British Columbia,    High Wage,Simon Transportation Ltd,"ALDERGROVE, BC V4W 3R6",7511-Transport truck drivers,5
British Columbia,    High Wage,Sistema Transport Ltd.,"Surrey, BC V3S 5A5",7511-Transport truck drivers,15
British Columbia,    High Wage,SUPER LINE TRANSPORT LTD.,"SURREY, BC V3V 1N5",7511-Transport truck drivers,3
British Columbia,    High Wage,Supreme Sprinklers Inc,"Richmond, BC V6V 3B6",0601-Corporate sales managers,1
British Columbia,    High Wage,TMG LOGISTICS INC,"SURREY, BC V3W 3B2",7511-Transport truck drivers,15
British Columbia,    High Wage,united link transport ltd.,"surrey, BC V3V 5S3",7511-Transport truck drivers,2
British Columbia,    High Wage,West Empire Construction Inc,"Surrey, BC V3V 7X4",7294-Painters and decorators (except interior decorators),1
British Columbia,   Low Wage,0903995 BC LTD.,"Burnaby, BC V5H 2E6",6322-Cooks,1
British Columbia,   Low Wage,Alternate Glazing Systems Ltd.,"Langley, BC V3A 7C4",2253-Drafting technologists and technicians,1
British Columbia,   Low Wage,Baoguette Bistro Inc.,"Vancouver, BC V6G 2M9",6311-Food service supervisors,1
British Columbia,   Low Wage,Creative All Stars Childcare Ltd.,"Surrey, BC V3V 1Y9",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,DR. N RANDHAWA INC.,"Surrey, BC V3W 1R1",1414-Receptionists,1
British Columbia,   Low Wage,Fable Kitchens Ltd.,"Vancouver, BC V6J 1M5",6322-Cooks,1
British Columbia,   Low Wage,Jastram Engineering Ltd.,"North Vancouver, BC V7H 1T6","9525-Assemblers, fabricators and inspectors, industrial electrical motors and transformers",1
British Columbia,   Low Wage,Mansouri Holdings Ltd.,"Vancouver, BC V6G 2Z6",1241-Administrative assistants,1
British Columbia,   Low Wage,Newlands Golf & Country Club Ltd.,"Langley, BC V3A 3M3",6511-Maîtres d'hôtel and hosts/hostesses,4
British Columbia,   Low Wage,Pangaea Enterprises Inc,"Revelstoke, BC V0E 2S0",6321-Chefs,1
British Columbia,   Low Wage,Shoreside Services Ltd.,"Richmond, BC V6V 2H1",9618-Labourers in fish and seafood processing,5
British Columbia,   Low Wage,Sushi Sama,"Maple Ridge, BC V2X 3K4",6322-Cooks,1
British Columbia,   Low Wage,Tandoori King cafe Inc,"Richmond, BC V6V 1Z4",6311-Food service supervisors,1
British Columbia,   Low Wage,TB Food Services Inc,"Merritt, BC V1K 1M5",6311-Food service supervisors,1
British Columbia,   Low Wage,TOMS INVESTMENT GROUP INC.,"Richmond, BC V7A 3H2",7283-Tilesetters,2
British Columbia,  Primary Agriculture,Harman Labour Contracting Ltd.,"Abbotsford, BC V2T 6C2",8431-General farm workers,6
British Columbia,  Primary Agriculture,High Power Nursery Ltd,"ABBOTSFORD, BC V2T  9H",8431-General farm workers,12
British Columbia,  Primary Agriculture,JHL Contractors Ltd,"Surrey, BC V3W 3K8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
British Columbia,  Primary Agriculture,Toor Labour Contracting Ltd.,"ABBOTSFORD, BC V2T 1X1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) LMIA System.,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in system. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.",,,,,
"5. Effective February 2018, LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.",,,,,
"6. The LMIA System tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
7. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
