"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
Quebec,   Low Wage,Excavation Alain Lemay inc.,"St-Édouard de Lotbinière, QC G0S 1Y0",7611-Construction trades helpers and labourers,8
Quebec,   Low Wage,MARCHÉ AL AMINE INC.,"LAVAL, QC H7G 2V9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Quebec,   Low Wage,N & N Remorques Inc.,"St-Germain-de-Grantham, QC J0C 1K0",9526-Mechanical assemblers and inspectors,2
Quebec,   Low Wage,Rumker (9276-2723 Quebec Inc.),"MONTREAL, QC H2T 1X3",2252-Industrial designers,1
Quebec,   Low Wage,Tubes & Jujubes Centre D'Amusement Inc.,"Gatineau, QC J8Z 1S6",6311-Food service supervisors,1
Ontario,    High Wage,11268236 Canada Inc.,"MARKHAM, ON L3R 2Z5","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11388185 Canada Inc,"MISSISSAUGA, ON L5B 2B2","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11388231 Canada Corporation,"BRAMPTON, ON L6Y 4Y9","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,11389980 Canada Inc.,"MISSISSAUGA, ON L5C 2W8","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11390651 Canada Inc.,"MISSISSAUGA, ON L5C 4S8","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11398547 Canada Corporation,"MISSISSAUGA, ON L5C 4S8","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11398598 Canada Inc.,"BRAMPTON, ON L6P 1E8","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11399110 Canada Incorporated,"MISSISAUGA, ON L5C 4P8","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11422359 Canada Inc,"MISSISSAUGA, ON L5W 1A6","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11422421 Canada Corporation,"MARKHAM, ON L3S 3M6","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11431811 Canada Incorporated,"MISSISSAUGA, ON L5B 2B2","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11444689 Canada Ltd.,"MISSISSAUGA, ON L5B 2B2","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11444743 Canada Inc.,"BRAMPTON, ON L7A 1M5","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11447416 Canada Limited,"TORONTO, ON M6N 2K6","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11447459 Canada Corp.,"BRAMPTON, ON L6P 0A1","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11454757 Canada Corporation,"CALEDON EAST, ON L7C 3R8","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11508199 Canada Inc.,"BRAMPTON, ON L6X 0E7","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,1365089 Ontario Inc.,"Mississauga, ON L4T 4J3",1221-Administrative officers,1
Ontario,    High Wage,1514342 Ontario Ltd.,"Mississauga, ON L4W 1A1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,1615029 Ontario Inc,"Mississauga, ON L5T 1E4",1524-Purchasing and inventory control workers,1
Ontario,    High Wage,1762581 Ontario Inc o/a Pine Valley Car wash & Detailing,"CALEDON, ON L7C 1A4",6315-Cleaning supervisors,1
Ontario,    High Wage,1771483 Alberta Ltd.,"Maple, ON L6A 4P9",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,1904895 Ontario Inc.,"WEST LORNE, ON N0L 2P0",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,1939142 Ontario Inc.,"TORONTO, ON M3L 1S1",6322-Cooks,1
Ontario,    High Wage,2046369 Ontario Inc.,"Hamilton, ON L8L 4S9",7322-Motor vehicle body repairers,1
Ontario,    High Wage,2263780 Ontario Inc. (ion8),"NORTH BAY, ON P1A 2J3",1122-Professional occupations in business management consulting,1
Ontario,    High Wage,2289966 Ontario Inc.,"Barrie, ON L4N 7B6",6315-Cleaning supervisors,1
Ontario,    High Wage,2540469 Ontario Inc.,"BELLEVILLE, ON K8N 4Z2",2241-Electrical and electronics engineering technologists and technicians,1
Ontario,    High Wage,2540469 Ontario Inc.,"BELLEVILLE, ON K8N 4Z2",2281-Computer network technicians,1
Ontario,    High Wage,2659446 Ontario Inc.,"OAKVILLE, ON L6H 5R7",0213-Computer and information systems managers,1
Ontario,    High Wage,2680674 Ontario Ltd,"TORONTO, ON M2N 4K2","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,2685526 Ontario Inc.,"BRAMPTON, ON L6W 0B8","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,2697480 Ontario Inc,"CALEDON, ON L7C 4E1","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,7764103 CANADA INC.,"Toronto, ON M1V 5N1",6321-Chefs,1
Ontario,    High Wage,8345295 Canada Ltd.,"Mississauga, ON L5N 7X2",7511-Transport truck drivers,1
Ontario,    High Wage,878450 Ontario Limited o/a Golden Thai Restaurant,"Toronto, ON M5C 2G3",6321-Chefs,1
Ontario,    High Wage,8815216 Canada Inc. (Kenora Husky Travel Centre),"KENORA, ON P9N 1V6",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,887252 Ontario Ltd. O/A Nosso Talho Partnership,"TORONTO, ON M6H 1M3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,    High Wage,9255052 Canada Corporation,"Ottawa, ON K1G 5J8",6322-Cooks,4
Ontario,    High Wage,9971343 Canada Inc.,"OTTAWA, ON K2G 3J8",0631-Restaurant and food service managers,1
Ontario,    High Wage,Animals Inc.,"TORONTO, ON M6J 2R9","5131-Producers, directors, choreographers and related occupations",2
Ontario,    High Wage,B Negative LLC,"SCARBOROUGH, ON M1N 4B5","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Baba Gifts & Distributors Ltd.,"NORTH YORK, ON M9L 1R6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Barton Truck Centre Ltd.,"Hamilton, ON L8H 3P6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,Borges Foods Ltd.,"MISSISSAUGA, ON L4X 1K5","9213-Supervisors, food, beverage and associated products processing",1
Ontario,    High Wage,Business Accounting Group Inc.,"NORTH YORK, ON M2N 1M7",0112-Human resources managers,1
Ontario,    High Wage,Canadian Appliance Source Limited Partnership,"Etobicoke, ON M9W 1B6",0601-Corporate sales managers,1
Ontario,    High Wage,Canprev Natural Health Products Ltd.,"Toronto, ON M1S 3R5",2173-Software engineers and designers,1
Ontario,    High Wage,Carmel Transport International Ltd,"CONCORD, ON L4K 5V4",7511-Transport truck drivers,10
Ontario,    High Wage,Central West Specialized Development Services,"OAKVILLE, ON L6K 1L8","4412-Home support workers, housekeepers and related occupations",1
Ontario,    High Wage,Champion Products Corp.,"Windsor, ON N8Y 0A5",6222-Retail and wholesale buyers,1
Ontario,    High Wage,CN Global Distributor Inc.,"Scarborough, ON M1H 2Z8",1221-Administrative officers,1
Ontario,    High Wage,Covenant Children Ministry International,"MISSISSAUGA, ON L4V 1V5",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,Craftdoor Door Inc.,"Concord, ON L4K 3S9",7271-Carpenters,2
Ontario,    High Wage,Diamante Granite & Marble Inc.,"Etobicoke, ON M9V 3Y8",7283-Tilesetters,1
Ontario,    High Wage,Displaypoint Plastics Inc.,"Concord, ON L4K 1Z5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Duke Marine Technical Services Canada Inc.,"BURLINGTON, ON L7N 3N1",2253-Drafting technologists and technicians,1
Ontario,    High Wage,Espanola Veterinary Professional Corporation,"Espanola, ON P5E 1S6",3114-Veterinarians,1
Ontario,    High Wage,Faston Logistics Ltd.,"Scarborough, ON M1S 4T6",2281-Computer network technicians,1
Ontario,    High Wage,Flint Learning Solutions Inc.,"Vaughan, ON L4K 4X3",5241-Graphic designers and illustrators,1
Ontario,    High Wage,Glam Art Ltd.,"Markham, ON L3R 4M9",6341-Hairstylists and barbers,2
Ontario,    High Wage,Glam Art Ltd.,"Markham, ON L3R 4M9","6562-Estheticians, electrologists and related occupations",1
Ontario,    High Wage,Global Project Management Group Inc.,"BURLINGTON, ON L7L 1A2",0211-Engineering managers,1
Ontario,    High Wage,GNARUS VENTURE INC.,"SCARBOROUGH, ON M1E 2N2","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,Golden Devon Beauty Supply Inc,"TORONTO, ON M1X 1C5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Grant Global Logistics Inc.,"VAUGHAN, ON L4K 4V5",6552-Other customer and information services representatives,1
Ontario,    High Wage,Hairspray Beauty Inc. o/a Feliz Beauty,"TORONTO, ON M9V 1B8",6211-Retail sales supervisors,1
Ontario,    High Wage,"Hanna, Ghobrial and Associates Ltd.","WINDSOR, ON N8W 5J6",2251-Architectural technologists and technicians,1
Ontario,    High Wage,Hello Study Inc.,"NORTH YORK, ON M2N 4R4","0014-Senior managers - health, education, social and community services and membership organizations",1
Ontario,    High Wage,Ht International Inc,"TORONTO, ON M2H 3B4",1221-Administrative officers,1
Ontario,    High Wage,Il Gelato di Carlotta Inc.,"ST. CATHARINES, ON L2R 6P7","9213-Supervisors, food, beverage and associated products processing",1
Ontario,    High Wage,Jackman Drywall Ltd.,"KITCHENER, ON N2B 3X4",7271-Carpenters,1
Ontario,    High Wage,Jap Grewal Carriers Inc.,"Brampton, ON L6R 0J7",7511-Transport truck drivers,1
Ontario,    High Wage,Jasco Food Inc.,"London, ON N6E 1V4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,JDB Plastic Recycling Inc.,"Mississauga, ON L4W 2W5",1221-Administrative officers,1
Ontario,    High Wage,Kallem Associates Inc.,"SCARBOUROUGH, ON M1V 2L3",1241-Administrative assistants,1
Ontario,    High Wage,King Travel Can Ltd.,"MISSISSAUGA, ON L4W 4L9",5212-Technical occupations related to museums and art galleries,1
Ontario,    High Wage,LBYCF Canada Inc.,"MARKHAM, ON L3R 7R6","0014-Senior managers - health, education, social and community services and membership organizations",1
Ontario,    High Wage,Max Vision International Inc.,"MARKHAM, ON L3R 0E2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,Mexican Amigos Inc.,"Richmond Hill, ON L4C 0C7",0631-Restaurant and food service managers,1
Ontario,    High Wage,Netclues Inc.,"MISSISSAUGA, ON L5N 8C3",2175-Web designers and developers,2
Ontario,    High Wage,Nuera Entreprises Canada Inc.,"BURLINGTON, ON L7M 1A7",9423-Rubber processing machine operators and related workers,1
Ontario,    High Wage,OPC.TV INC,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Oriental Dance Troupe of Ottawa,"OTTAWA, ON K1M 2H9",5134-Dancers,1
Ontario,    High Wage,Partners Film Inc.,"Toronto, ON M5A 3C4","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Polstar Truck Repairs Inc.,"Mississauga, ON L4W 1C8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,Pro Laser Plus Ltd.,"Concord, ON L4K 3L5",7231-Machinists and machining and tooling inspectors,1
Ontario,    High Wage,Procase Consulting Inc,"Woodbridge, ON L4L 5Y7",2283-Information systems testing technicians,1
Ontario,    High Wage,Resform Construction Limited,"COOKSTOWN, ON L0L 1L0",7236-Ironworkers,1
Ontario,    High Wage,RS Rush Transfer Xpress Inc.,"MISSISSAUGA, ON L5T 1V1",7511-Transport truck drivers,10
Ontario,    High Wage,Rudy Wallman Architect Limited,"TORONTO, ON M5V 0M3",2251-Architectural technologists and technicians,1
Ontario,    High Wage,Sequoia Content International Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Slimstock Canada Inc.,"NORTH YORK, ON M3B 1Y8","1123-Professional occupations in advertising, marketing and public relations",1
Ontario,    High Wage,"Soft Citizen, Inc","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",4
Ontario,    High Wage,Soo Ok Gwon (Kim) o/a Seoul Jimjibang Spa,"TORONTO, ON M3J 2C4",3236-Massage therapists,2
Ontario,    High Wage,Southern Cross Plumbing Inc,"Toronto, ON M1E 5C8",7294-Painters and decorators (except interior decorators),1
Ontario,    High Wage,Sparks Productions Incorporated,"Toronto, ON M6K 3J1","5131-Producers, directors, choreographers and related occupations",2
Ontario,    High Wage,Specialized Metal Fabricators Inc.,"WOODBRIDGE, ON L4L 5Y6","0124-Advertising, marketing and public relations managers",1
Ontario,    High Wage,SRIMA CANADA INC,"TORONTO, ON M6K 2J6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Starworks Global Canada Inc.,"BRAMPTON, ON L6S 3L8","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,Steam Films Inc.,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
Ontario,    High Wage,Suneeva Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",4
Ontario,    High Wage,Susan Liu Professional Corporation o/a Canada China Alliance Law Firms,"Waterloo, ON N2J 1B8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,Tangri Insurance & Financial Group Inc,"Mississauga, ON L5S 1N6",1221-Administrative officers,1
Ontario,    High Wage,Target Drywall & Acoustics,"MISSISSAUGA, ON L4W 1R4","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
Ontario,    High Wage,TD Granite Fabricator,"CHATHAM, ON N7M 5J4","9414-Concrete, clay and stone forming operators",2
Ontario,    High Wage,Telco Steel Works Ltd,"Guelph, ON N1G 4P6",7235-Structural metal and platework fabricators and fitters,1
Ontario,    High Wage,Teqtronix International Inc.,"MARKHAM, ON L3R 9T3",0911-Manufacturing managers,1
Ontario,    High Wage,The Common Good.TV Ltd,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,The Corner Store Films Inc.,"TORONTO, ON M5V 1P9","5131-Producers, directors, choreographers and related occupations",1
Ontario,    High Wage,Torres Aluminum Ltd.,"Mississauga, ON L5V 1S1",7271-Carpenters,2
Ontario,    High Wage,Total Solutions Group Inc.,"SCARBOROUGH, ON M1E 2N2","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,Total Tire Inc.,"BURLINGTON, ON L7L 2A4",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,Triumph Aluminum & Sheet Metal Inc.,"Toronto, ON M6L 2H8",7312-Heavy-duty equipment mechanics,1
Ontario,    High Wage,Vaishnavi Furniture Import Inc.,"BRAMPTON, ON L6T 1A2",1241-Administrative assistants,1
Ontario,    High Wage,WiFi Computers Inc,"Brampton, ON L6R 0W9",6211-Retail sales supervisors,1
Ontario,    High Wage,"World Star Technologies, Inc","MARKHAM, ON L3R 8T9","0124-Advertising, marketing and public relations managers",1
Ontario,    High Wage,WORLDWIDE CARRIERS LTD.,"Bolton, ON L7E 1K4",1221-Administrative officers,1
Ontario,    High Wage,Zaneen Group Inc.,"Toronto, ON M6B 1V9","5243-Theatre, fashion, exhibit and other creative designers",1
Ontario,   Low Wage,10707457 Can Inc o/a What A Great Bagel,"MISSISSAUGA, ON L4Y 2C1",6322-Cooks,1
Ontario,   Low Wage,11027069 Canada Corp,"Kincardine, ON N2Z 1M4",6315-Cleaning supervisors,1
Ontario,   Low Wage,1771483 Alberta Ltd.,"Maple, ON L6A 4P9",6211-Retail sales supervisors,1
Ontario,   Low Wage,1794793 ONTARIO INC.,"Courtice, ON L1E 3B4",6211-Retail sales supervisors,1
Ontario,   Low Wage,1917984 Ontario Inc(Sunny Dragon),"THORNHILL, ON L4J 6X3",0631-Restaurant and food service managers,1
Ontario,   Low Wage,1946308 Ontario Inc. o/a Sweet Pea Daycare,"MILTON, ON L9T 6H1",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,2109461 Ontario Inc,"Guelph, ON N1G 4V9",6322-Cooks,1
Ontario,   Low Wage,2110237 Ontario Inc.,"ETOBICOKE, ON M8W 1P6","3223-Dental technologists, technicians and laboratory assistants",1
Ontario,   Low Wage,2169869 Ontario Inc.,"Toronto, ON M5E 1B5","6711-Food counter attendants, kitchen helpers and related support occupations",2
Ontario,   Low Wage,2322948 Ontario Inc. o/a Hat Truck Repair,"BRAMPTON, ON L6W 1K5","1211-Supervisors, general office and administrative support workers",1
Ontario,   Low Wage,2323886 Ontario Inc. o/a Man O Salwa Foods,"TORONTO, ON M1B 5M3",0631-Restaurant and food service managers,1
Ontario,   Low Wage,2331549 Ontario Inc. DBA Wild Wing,"BRAMPTON, ON L7A 0J6",6311-Food service supervisors,1
Ontario,   Low Wage,2398029 Ontario Inc,"TORONTO, ON M6J 1G4",6311-Food service supervisors,1
Ontario,   Low Wage,2403335 ONTARIO LTD.,"Bridgenorth, ON K0L 1H0",6311-Food service supervisors,1
Ontario,   Low Wage,2410974 Ontario Inc.,"BRAMPTON, ON L6S 5X8",7511-Transport truck drivers,2
Ontario,   Low Wage,2421388 Ontario Inc.,"COLLINGWOOD, ON L9Y 2M5","3413-Nurse aides, orderlies and patient service associates",1
Ontario,   Low Wage,2431885 Ontario Inc.  o/a Ola Bakery & Pastries,"OAKVILLE, ON L6K 3S7",6332-Bakers,1
Ontario,   Low Wage,2440781 Ontario Limited o/a Days Inn by Wyndham - Leamington,"Leamington, ON N8H 3A5",6525-Hotel front desk clerks,1
Ontario,   Low Wage,2444110 Ontario Inc.  o/a Denny's Restaurant,"Ottawa, ON K2G 3H9",6322-Cooks,1
Ontario,   Low Wage,2458098 Ontario Inc,"Toronto, ON M9B 2A3",6211-Retail sales supervisors,1
Ontario,   Low Wage,2479254 Ontario Inc.  o/a Beckers,"BURLINGTON, ON L4M 0Y9",6211-Retail sales supervisors,1
Ontario,   Low Wage,2494823 Ontario Inc.,"STONEY CREEK, ON L8E 5J7",6321-Chefs,2
Ontario,   Low Wage,2508152 Ontario Ltd. o/a Pavao Meats & Deli #6,"NORTH YORK, ON M9M 2Y6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,   Low Wage,2538983 ONTARIO INC,"COBOCONK, ON K0M 1K0",6211-Retail sales supervisors,1
Ontario,   Low Wage,2571609 ONTARIO INC.,"VAUGHAN, ON L4K 0B1",6322-Cooks,2
Ontario,   Low Wage,2579921 Ontario Inc.,"NORTH WAY, ON P1C 1M8",0631-Restaurant and food service managers,1
Ontario,   Low Wage,2597243 Ontario Inc o/a Mr. Sub,"MARKHAM, ON L3T 6S2",6311-Food service supervisors,1
Ontario,   Low Wage,2643888 Ontario Inc.,"CARDINAL, ON K0E 1E0",6211-Retail sales supervisors,4
Ontario,   Low Wage,2655422 ONTARIO INC,"RICHMOND HILL, ON L4B 3K3",6332-Bakers,1
Ontario,   Low Wage,3A Management Corp. o/a Frontier Bakery,"Concord, ON L4K 2N1",6332-Bakers,1
Ontario,   Low Wage,6738184 Canada Inc. o/a SUBWAY SANDWICHES,"Scarborough, ON M1B 4T3",6311-Food service supervisors,1
Ontario,   Low Wage,8526966 Canada Inc. O/A Boston Pizza,"TORONTO, ON M1B 4T3",6311-Food service supervisors,1
Ontario,   Low Wage,9312-2141 Quebec INC.,"Brampton, ON L6X 3A4",6322-Cooks,1
Ontario,   Low Wage,BJ Industries Inc.,"KENILWORTH, ON N0G 2E0",7237-Welders and related machine operators,1
Ontario,   Low Wage,Brunos Contracting (Thunder Bay) Limited,"THUNDER BAY, ON P7B 5V5",7281-Bricklayers,1
Ontario,   Low Wage,CHAITANYA HEALTH CARE INC.,"Mississauga, ON L4W 2Z5",3232-Practitioners of natural healing,1
Ontario,   Low Wage,Concours Mold Inc.,"Lakeshore, ON N8N 5C4",7231-Machinists and machining and tooling inspectors,1
Ontario,   Low Wage,Diwa Classic Indian Cuisine,"Guelph, ON N1H 7M7",6322-Cooks,1
Ontario,   Low Wage,Ecostrat Inc.,"TOTONTO, ON M4T 1N5",6222-Retail and wholesale buyers,1
Ontario,   Low Wage,Elqueena Support Services Inc.,"RICHMOND HILL, ON L4B 3M1",4212-Social and community service workers,1
Ontario,   Low Wage,EUROTRADE IMPORT-EXPORT INC,"MISSISSAUGA, ON L4W 2T7",0113-Purchasing managers,1
Ontario,   Low Wage,Georgetown Thai Cuisine,"Georgetown, ON L7G 3G3",6322-Cooks,1
Ontario,   Low Wage,GKN Imports,"MISSISSAUGA, ON L4W 4M6","9441-Textile fibre and yarn, hide and pelt processing machine operators and workers",1
Ontario,   Low Wage,Italian Canadian Assistance Inc. o/a Serving People Group,"WOODBRIDGE, ON L4L 8L5",4212-Social and community service workers,1
Ontario,   Low Wage,Jay Badri Hospitality,"GANANOQUE, ON K7G 2A8",6322-Cooks,1
Ontario,   Low Wage,Jonluca Enterprises Inc,"ETOBICOKE, ON M8W 1Z3",7511-Transport truck drivers,1
Ontario,   Low Wage,KESHAV JEEVAN KRUPA INC.,"ORILLIA, ON L3V 8A2","6711-Food counter attendants, kitchen helpers and related support occupations",2
Ontario,   Low Wage,Kmax Hardwood Flooring Inc.,"MISSISSAUGA, ON L5C 2N7",7295-Floor covering installers,1
Ontario,   Low Wage,Lucky Day Nursery Inc,"HAMILTON, ON L8H 4V5",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,M.G.S. Metal & Wire Art Fixtures Inc,"Brampton, ON L6T 5E7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,   Low Wage,Mahi Ontario Inc.  o/a Subway,"Cornwall, ON K6J 5T9",6311-Food service supervisors,1
Ontario,   Low Wage,Marianas Logistics Inc.,"BRAMPTON, ON L6Z 4H7",7511-Transport truck drivers,2
Ontario,   Low Wage,MEGAPOLIS ROOFING INC.,"THORNHILL, ON L4J 7R3",6222-Retail and wholesale buyers,1
Ontario,   Low Wage,Mills Trucking Used Parts Inc.,"PETERBOROUGH, ON K9J 0G7",7511-Transport truck drivers,2
Ontario,   Low Wage,Onnki Donburi Ltd.,"TORONTO, ON M4Y 1V8",6321-Chefs,1
Ontario,   Low Wage,Professional Physiotherapy Centres Inc.,"OTTAWA, ON K4A 4W8",1243-Medical administrative assistants,1
Ontario,   Low Wage,Queen Video Limited,"Mississauga, ON L5G 1E1",6322-Cooks,1
Ontario,   Low Wage,Raman Salon & Spa Inc.,"BRAMPTON, ON L6R 3P1","6562-Estheticians, electrologists and related occupations",1
Ontario,   Low Wage,Rich Wood Designs Inc.,"ST CATHARINES, ON L2R 4B1",7611-Construction trades helpers and labourers,1
Ontario,   Low Wage,Ristogest Limited,"Toronto, ON M6J 1V2",6311-Food service supervisors,1
Ontario,   Low Wage,Robert Design Group Ltd.,"MISSISSAUGA, ON L4W 1H7",7272-Cabinetmakers,1
Ontario,   Low Wage,S. Garach Dentistry Professional Corporation,"Hamilton, ON L9C 1C5",3411-Dental assistants,1
Ontario,   Low Wage,Sagar Indian Cuisine Inc.,"Carleton Place, ON K7C 2V7",6322-Cooks,1
Ontario,   Low Wage,Skyland Carriers Inc,"MISSISSAUGA, ON L4T 0A5",7511-Transport truck drivers,1
Ontario,   Low Wage,Sunrise Montessori School,"Markham, ON L3R 3J8",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,Tender Treasures Montessori School of Woodbridge Inc,"WOODBRIDGE, ON L4L 5Y3",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,Tristar 786 Ontario Inc.,"LINDSAY, ON K9V 6L4",0621-Retail and wholesale trade managers,1
Ontario,   Low Wage,Velocity Truck Trailer Centre Inc.,"MISSISSAUGA, ON L5S 1J5",7612-Other trades helpers and labourers,1
