"Employers who were issued a negative Labour Market Impact Assessment (LMIA) in 2015, by business location",,
Newfoundland and Labrador,,
Balamore Farm Ltd,"9036 Highway 2, Great Village, NS  B0M 1L0",1
Bragg Lumber Company,"1536 Wyvern Road, PO Box 60, Collingwood, NS  B0M 1E0",5
Capital Seafood International Incorporated,"100 Government Warf Road, Eastern Passage, NS  B3G 1M5",1
"Carstar Truro, Amherst and New Glasgow","12229 Highway 2, Belmont, NS  B0M 1C0",1
Coastal Restoration & Masonry Limited,"8 Mills Drive, Goodwood, NS  B3T 1P3",2
DDI-Canada,"1959 Upper Water Street, Suite 1301, Halifax, NS  B3J 3N2",1
Dr. Alzrighe Medical Inc. o/a Tacoma Family Medicine and Walk-In,"58 Tacoma Drive, Suite 101, Dartmouth, NS  B2W 3E5",1
Eastern Dairy Services,"138 Combe Road, Shubenacadie, NS  B0N 2H0",1
"Elite Balsam Products, Inc","2345 Antigonish-Guysborough Road, St. Andrews, NS  B0H 1X0",12
Emera Uitlities Services Incorporated,"31 Dominion Crescent, Lakeside, NS  B3T 1M3",20
Hilly Acres Farm Limited,"289 Millville Highway, Millville, NS  B1Y 2E1",4
Huminah Huminah Animation Inc.,"40 Pleasant Street, Dartmouth, NS  B2Y 3S1",1
Leaf Music,"2526 Agricola Street, Suite 4, Halifax, NS  B3K 4C5",1
Louisbourg Seafoods Ltd.,"PO Box 5609, Louisbourg, NS  B1C 1B5",1
Middleton Physiotherapy and Osteopathy Inc,"PO Box 1676, Middleton, NS  B0S 1P0",1
Oxford Berry Farm,"115 Knol Drive, PO Box 368, Oxford, NS  B0M 1P0",6
Paradise Damascus Restaurant,"171 Wyse Road, Dartmouth, NS  B3A 1M7",1
PNL Communications Ltd.,"2727 Robie Street, Halifax, NS  B3K 4P1",1
Taproot Farms Inc.,"1736 Church Street, Port Williams, NS  B0P 1T0",1
The Argyle Bar & Grill,"1575 Argyle Street, Halifax, NS  B3J 2B2",1
The Battered Fish,"146 Nadia Drive, Dartmouth, NS  B3A 0A8",1
Tony's Famous Donair,"2390 Robie Street, Halifax, NS  B3K 4M7",1
Tremblay Signs (1987) Ltd,"749 Herring Cove Road, Halifax, NS  B3R 1Y9",1
New Brunswick,,
Employer,Address,Positions requested
Acadian Bay Entreprises,"99, chemin Côte Sainte-Anne, Saint-Anne-de-Kent, NB  E4S 1M1",1
Andrei Master Tailor Ltd.,"66 York Street, Fredericton, NB  E3B 3N5",1
AoK Trucking Inc.,"108 Richmond Street, Woodstock, NB  E7M 2N9",5
Atlantic Growth Solutions Inc.,"Centerbeam Place, 14 King Street, Suite 102, Saint John, NB  E2L 1G2",1
Bolero Shellfish Processing Inc.,"1324 Route 335, Saint-Simon, NB  E8P 2B2",4
Champinord Inc.,"PO Box 3052, Eel River Crossing, NB  E8E 2W9",2
City of Bathurst,"150 Saint-George Street, Bathurst, NB  E2A  B5",1
Connors Bros. Clover Leaf Seafoods Co.,"180 Brunswick Street, Blacks Harbour, NB  E5H 1G6",1
Econocrete,"PO Box 550, STN A, Fredericton, NB  E3B 5A6",1
GEMTEC Limited,"77 Rooney Crescent, Moncton, NB  E1E 4M4",1
Goodie Shop Restaurant,"20 Fountain Lane, Miramichi, NB  E1V 1A4",1
Haru Sushi Rest,"70 Miramichi Road, Oromocto, NB  E2V 1S2",1
Horizon Health Network,"500 Water Street, Miramichi, NB  E1V 3G5",1
Japan Go!,"687 Main Street, Moncton, NB  E1C 1E3",1
Jolly Farmer Products Inc,"56 Crabbe Road, Northampton, NB  E7N 1R6",18
Kim Thoa Restaurant,"307 Connell Road, Unit 5, Woodstock, NB  E7M 1L3",2
KSI Research International (2009) Inc.,"120 Carelton Street, Fredericton, NB  E3B 3T4",1
"Law Offices of Kelly Lamrock, Q.C.","401 Bishop Drive, Suite 102, Fredericton, NB  E3C 2M6",1
Les Éditions de l'Acadie Nouvelle (1984) Ltée,"476 Saint-Pierre Boulevard West, Caraquet, NB  E1W 1B7",1
LuminUltra Technologies Ltd.,"520 King Street, Fredericton, NB  E3B 6G3",1
McConchie Trucking Ltd.,"2109 Route 121, Norton, NB  E5T 1E8",2
Moncton Squash Club,"187 Maurice Crescent, Dieppe, NB  E1A 8R1",1
New Brunswick Youth Orchestra,"PO Box 1617, Moncton, NB  E1C 9X4",1
Print Three,"241 Union Street, Saint John, NB  E2L 1B2",1
Ruscana Intertrade Inc,"9 Zack Road, Berry Mills, NB  E1G 0V3",1
Stewart's Transfer o/a 500516 NB Ltd.,"1055 West Riverside Drive, Perth-Andover, NB  E7H 5G3",1
Thandi's Inc.,"33 Canterbury Street, Saint John, NB  E2L 4C6",1
Town of St. Stephen,"73 Milltown Boulevard, Suite 112, St. Stephen, NB  E3L 1G5",1
Trans Palace Restaurant / Tea Garden Ltd,"224 Pleasant Street, Miramichi, NB  E1V 1Y5",1
Tran's Place Restaurant,"436 Elmwood Drive, Moncton, NB  E1A 2X1",1
Vitos Restaurant,"324 Rothesay Avenue, Saint John, NB  E2J 2C2",1
Quebec,,
Employer,Address,Positions requested
3wayste Inc.,"1190 William Street, Suite 102, Montreal, QC  H3C 1R1",1
6122159 Canada Inc.,"1535 Sherbrooke Street West, Montreal, QC  H3G 1L7",1
7237502 CANADA INC.,"3401 Saint-Antoine Street West, Westmount, QC  H3Z 1X1",1
7984391 Canada inc.,"410 Saint-Nicolas Street, Suite 37, Montreal, QC  H2Y 2P5",1
7Grains/Seven grains,"393 Saint-Paul Street East, Montreal, QC  H2Y 1H3",1
9008-1951 Québec Inc. (Yves Sarrazin),"634, 5e Rang, La Présentation, QC  J0H 1B0",10
9150-3193 Québec Inc. (MCA Concept),"1305 Lebourgneuf Boulevard, Québec, QC  G2K 2E4",1
9179-3380 Québec Inc,"1780, place Martenot, Laval, QC  H7L 5B5",1
9199-9219 Quebec Inc.,"1584 Beaulac Street, Montreal, QC  H4R 1W8",1
9237-8207 Quebec Inc.o/a Passion Village,"1584 Beaulac Street, Saint-Laurent, QC  H4R 1W8",2
9321-9673 Quebec Inc,"1068 Du Val-Martin Street, Laval, QC  H7V 3K5",1
A. Lassonde Inc.,"170, 5e Avenue, Rougemont, QC  J0L 1M0",1
Abattoir Correia Inc.,"87e Rang, Saint-Régis Sud, Saint-Isidore, QC  J0L 2A0",7
Académie int. Compétence Beauté,"2082 Sainte-Hélène Street, Longueuil, QC  J4K 3T6",1
Académie Marie-Claire,"18122 Elkas Boulevard, Kirkland, QC  H9J 3Y4",1
ADNAR GENERAL TRADING AND CONTRACTING INC,"4000 Maisonneuve Boulevard West, Suite 2112, Montreal, QC  H3Z 1J9",1
Agence de la santé et des services sociaux de Montréal,"3725 Saint-Denis Street, Montreal, QC  H2X 3L9",1
Air Canada Vacations,"1440 Sainte-Catherine Street West, Suite 600, Montreal, QC  H3G 1R8",1
Akhavan Food,"9275 Transcanada Highway, Saint-Laurent, QC  H4S 1V3",1
Aldo Group Inc.,"2300 Émile-Bélanger Street, Montreal, QC  H4R 3J4",1
Alex et Alex Montréal,"4000 Saint-Ambroise Street, Suite 173, Montreal, QC  H4C 2C7",1
Alexander Von Humboldt,"216 Victoria Street, Baie D'urfé, QC  H9X 2H9",1
Arbo-Design Inc.,"125, rang Sainte-Sophie, Oka, QC  J0N 1E0",1
Atelier d'usinage Mégatech AQ inc.,"340 Galilée Avenue, Québec, QC  G1P 4M9",2
Atelier d'usinage Tracy inc.,"300 Cormier Street, Sorel-Tracy, QC  J3R 1V2",3
Au soins d'une vie,"5835 Léger Boulevard, Suite 310, Montreal, QC  H1G 6E1",1
Auberge Ripplecove Inn 1985 Inc,"700 Ripplecove Street, Ayer's Cliff, QC  J0B 1C0",1
Aurel Harvey & Fils Inc.,"544, chemin de la Vallée, La Malbaie, QC  G5A 1C5",4
AVS A VOTRE SERVICE,"5374 Lévesque Boulevard East, Montreal, QC  H7C 1C1",1
Bar Bistro L'Entracte,"139 Perrault Avenue, Val d'Or, QC  J9P 2G9",1
Bar Pie Ar,"75 Principale Avenue, Door B, Rouyn-Noranda, QC  J9X 4P1",1
Barraca rhumerie & tapas inc.,"1134 Mont-Royal Avenue East, Montreal, QC  H2J 1X8",1
Beenox inc.,"305 Charest Boulevard East, Suite 700, Québec, QC  G1K 3H3",1
Bestseller Wholesale Canada Inc,"225 De Liège Street, Suite A, Montreal, QC  H2P 1H4",1
Bio-Terre Systems Inc.,"4005 De La Garlock Street, Sherbrooke, QC  J1L 1W9",1
Birks Café par Europea,"1240 Du Square-Phillips Street, Montreal, QC  H3B 3H4",1
Bombardier Inc.,"800 René-Lévesque Boulevard West, 29th Floor, Montreal, QC  H3B 1Y8",1
Boucherie et Epicerie Soares & Fils Inc.,"130 Duluth Avenue East, Montreal, QC  H2W 1H1",2
Boulangerie GFD Lévesque Inc.,"45 Caron Street North, Amqui, QC  G5J 3B9",1
Boulangerie Normétal Inc.,"93 Commerciale Street, Normétal, QC  J0Z 3A0",1
Boulangerie Pâtisserie Açoriana,"8351 Saint-Michel Boulevard, Montreal, QC  H1Z 3E4",1
BSP Concept Inc.,"3442 Saint-Denis Street, Montreal, QC  H2X 3L3",1
Café Bistro da Bola,"3206 Jarry Street East, Suite 201, Montreal, QC  H1Z 2E2",1
Café Des Beaux-Arts,"2189 Bishop Street, Montreal, QC  H3G 2E8",1
Camping Lac des Plaines,"2, chemin du Lac, Sainte-Anne-des-Plaines, QC  J0N 1H0",1
Canadian Helicopters Limited,"1215, montée Pilon, Les Cèdres, QC  J7T 1G1",1
Capespan North America inc.,"6700, Côte-de-Liesse, Suite 301, Saint-Laurent, QC  H4T 2B5",1
Carrosserie St-Léonard AS Inc.,"9174 Langelier Boulevard, Saint-Léonard, QC  H1P 2E1",1
Centre d'entretien CS / Lave Auto CS,"4 Industriel Boulevard, Saint-Eustache, QC  J7R 5B8",1
CENTRE INTERDISCIPLINAIRE DE DÉVELOPPEMENT EN CARTOGRAPHIE DES OCÉANS (CIDCO),"310, allée des Ursulines, PO Box 3300, Rimouski, QC  G5L  3A1",1
Centre Japonais de la Photo,"1600 Le Corbusier Boulevard, Suite 107, Laval, QC  H7S 1Y9",1
Certex,"7500 Grande-Allée Boulevard, Saint-Hubert, QC  J3Y 5K2",1
Charlotte Lefebvre décoration florale Inc.,"3507 Du Mont-Royal Avenue East, Montreal, QC  H1X 3P7",1
Chez carl pizza & vin inc.,"3000 René-Levesque Boulevard, Suite 100, Verdun, QC  H3E 1T9",1
Chez Matis Traiteur,"50 Principale Street North, Sutton, QC  J0E 2K0",1
Chinook Trading Canada Limited,"147 Saint-Paul Street West, Suite 200, Montreal, QC  H2Y 1Z5",1
Cirque du Soleil Inc.,"8400, 2e Avenue, Montreal, QC  H1Z 4M6",1
"Clinic 39, Inc.","121 Saint-Vincent Street, Sainte-Agathe-des-Monts, QC  J8C 2A9",1
Club De Gymnastique Artistique Gadbois,"151 Atwater Street, PO Box 72129, Montreal, QC  H3J 2Z6",1
Club De Gymnastique Viagym Inc,"2495 Des Entreprises Boulevard, Terrebonne, QC  J6X 4J9",1
Club Lespri Tremblant ULC,"6385, montée Ryan, Mont-Tremblant, QC  J8E 1S5",2
Club Rhythmic Questo Inc.,"2525, Cavendish Boulevard, Suite 636, Montreal, QC  H4B 2Y6",1
Coiffure Donald Proulx Inc,"6092 Sherbrooke Street East, Montreal, QC  H1N 1C1",1
Commerce d'Auto d'Échange,"2046 Chartier Avenue, Dorval, QC  H9P 1H2",1
Comptoir Agricole Ste-Anne inc.,"418 Des Industries Street, Repentigny, QC  J5Z 4X5",7
Conseillers en Gestion Informatique CGI Inc,"1350 René-Levesque Boulevard West, Montreal, QC  H3G 1T4",1
Construction DJL Inc.,"1550 Ampère Street, Suite 200, Boucherville, QC  J4B 7L4",1
Construction Morival Ltée,"181 Newman Boulevard, LaSalle, QC  H8R 3E6",1
Construction Thermicanique inc.,"2787, chemin Portage-des-Roches Sud, Saguenay, QC  G7N 1X3",1
Coopérative de Solidarité du Huitième Feu,"8, chemin de la Gare, Clova, La Tuque, QC  G0X 3M0",2
Coopérative forestière de St-Elzéar,"215, route de l'Église, PO Box 69, Saint-Elzéar-de-Bonaventure, QC  G0C 2W0",1
CORPORATE APPAREL MARKETING C.A.M.,"2212, 46e Avenue, Lachine, QC  H8T 2P3",1
Côté Fleury Inc.,"810 Charest Boulevard West, Québec, QC  G1N 2C8",1
CPA les Perce-Neige du Témiscouata,"PO Box 1753, Témiscouata-sur-le-Lac, QC  G0L 1X0",1
Créations Aqua Terra inc.,"913, place du Repos, Mont-Tremblant, QC  J8E 2Y4",1
Crisman Rénovation Inc.,"130 Stillview Avenue, Pointe-Claire, QC  H9R 2X8",1
CSSS Vallée-de-la-Gatineau,"309 Desjardins Boulevard, Maniwaki, QC  J9E 2E7",1
Datran BSL 2009,"300 De L'Industrie Boulevard, Rimouski, QC  G5M 1W4",2
D-Box Technologies,"2172 De La Province Street, Longueuil, QC  J4G 1R7",1
DD Étalagiste Experts Inc.,"2820 Jolicoeur Street, Montreal, QC  H4E 1Y9",1
Débosselage Orford inc.,"2167 Louis-Faucher Street, Magog, QC  J1X 7K3",1
Distribution Importex,"1225 Saint Marc Street, Suite 1208, Montreal, QC  H3H 2E7",1
Diverse Electronics,"5400 Thimes Street, Saint-Laurent, QC  H4R 2K9",1
DLC Landscaping Inc.,"16 Lacey Green Street, Kirkland, QC  H9H 3H2",1
dMod Communications Inc,"3981 Saint-Laurent Boulevard, Suite 400, Montreal, QC  H2W 1Y5",1
Domaine de la Réole Senc.,"68, route 243, PO Box 232, Saint-Félix-de-Kingsey, QC  J0B 2T0",2
Ecole Communautaire Belz,"1495 Ducharme Boulevard, Montreal, QC  H2V 1E8",1
Éditions Média Plus Communication Inc,"5045 Jean-Talon Street East, Suite 202, Montreal, QC  H1S 0B6",1
Effets Spéciaux Frima Inc.,"395 Victor-Revillon Street, Québec, QC  G1K 3M8",1
Electroline Equipment Inc.,"395 Lebeau Boulevard, Saint-Laurent, QC  H4N 1S2",1
Emballage Transparent Inc.,"3478 Ashby Street, Saint-Laurent, QC  H4R 2C1",1
E-Media Dynamo Inc,"6640 De L'Esplanade Avenue, Montreal, QC  H2V 4L5",1
Enfance libre Lanaudière,"1208 De Lanaudière Street, Joliette, QC  J6E 3P1",1
Entretien J.-P. Boucher inc.,"198, chemin de la Passe, Lac Saint-Joseph, QC  G3N 2L2",1
Exagon Inc.,"979 De Bourgogne Avenue, Suite 260, Québec, QC  G1W 2L4",1
Expérience,"185 Dorval Avenue, Suite 205, Dorval, QC  H9S 5J9",1
Exposition Amérique du Nord inc.,"160E Saint-Viateur Street, Suite 712, Montreal, QC  H2T 1A8",1
Fédération des caisses Desjardins du Québec,"150 Des Commandeurs Street, 4th Floor, Lévis, QC  G6V 6P8",2
Ferme Lunick Inc.,"54, route 391, Saint-Eugène-de-Guigues, QC  J0Z 3L0",1
Finition & Peinture Math Inc,"4891 Curie Street, Laval, QC  H7W 2B9",1
Fix Auto Cartierville,"6125 De Pontgravé Street, Montreal, QC  H4K 2E7",1
Fruits De Mer Lagoon Inc.,"1301, 32e Avenue, Montreal, QC  H8T 3H2",4
Galerie Samuel Lallouz,"1455 Sherbrooke Street West, Suite 233, Montreal, QC  H3G 1L2",1
Garderie Caramel,"8925 Saint-Laurent Boulevard, Suite 106, Montreal, QC  H2N 1M5",1
GARDERIE-PRÉMATERNELLE L'ENVOL,"2114 Rachel Street East, Montreal, QC  H2H 1P9",1
Gestion MITC Inc,"4999 Sainte-Catherine Street West, Suite 231, Westmount, QC  H3Z 1T3",1
Groupe de sécurité Garda (Le),"1390 Barré Street, Montreal, QC  H3C 1N4",1
Guidos Pizza Sherbrooke,"3050 De Portland Boulevard, Suite 113, Sherbrooke, QC  J1L 1K1",1
Horizon Vertical Inc.,"1364 De Tadoussac Boulevard, Chicoutimi, QC  G7G 4X8",1
Hôtel Champlain,"115 Sainte-Anne Street, Québec, QC  G1R 3X6",1
Hôtel le Chablis Cadillac,"5800 Sherbrooke Street East, Montreal, QC  H1N 1B2",1
HPJ Solutions Inc,"5605 De Gaspé Avenue, Suite 801, Montreal, QC  H2T 2A4",1
Huactive,"4529 Clark Street, Suite 203, Montreal, QC  H2T 2T3",1
Hybride Technologies Inc.,"111, chemin de la Gare, Piedmont, QC  J0R 1K0",3
ICO Technologies Inc.,"2843 Beaudry-Leman Avenue, Shawinigan, QC  G9N 3H7",1
Immanence Intégrale Dermo Correction Inc.,"3229, chemin des Quatre-Bourgeois, Suite 600, Québec, QC  G1W 0C1",1
Industries B. Rainville inc.,"175, route 104, Saint-Jean-sur-Richelieu, QC  J2X 5T7",1
Institut Nazareth et Louis-Braille,"1111 Saint-Charles Street West, Longueuil, QC  J4K 5G4",1
Interforce Marketing Inc.,"465 Saint-Jean Street, Suite 300, Montreal, QC  H2Y 2R6",1
Iprospect Canada,"4200 Saint-Laurent Boulevard, Suite 701, Montreal, QC  H2W 2R2",1
ISO Software Systems Inc.,"419 Saint-Joseph Boulevard West, Montreal, QC  H2V 2P3",1
Itelligence Canada,"300 Du Saint-Sacrement Street, Suite 216, Montreal, QC  H2Y 1X4",1
Ixtrom Group inc.,"3905 Lesage Street, Sherbrooke, QC  J1L 2Z9",1
Jardin Sakura Inc.,"3450 Drummond Street, Suite B-100, Montreal, QC  H3G 1Y2",1
Jardins Decelles Inc.,"3488, chemin de la Côte-Des-Neiges, Suite A, Montreal, QC  H3H 2M6",1
Jolifish,"163 Commerciale Street West, Chandler, QC  G0C 1K0",1
Jolina Capital inc.,"8000 Langelier Boulevard, Suite 800, Saint-Léonard, QC  H1P 3K2",1
Juan Carlos Auto Inc.,"4845 Forest Street, Montreal, QC  H1G 3G7",1
Kcentric Technologies Inc.,"666 Saint-Martin Boulevard West, Suite 330, Laval, QC  H7M 5G4",1
KeaText inc.,"2236 De L'Envol Street, Saint-Laurent, QC  H4R 3M2",1
Komutel Inc.,"15120 Lacroix Boulevard, Saint-Georges, QC  G5Y 1R7",1
L.R Machinery Canada Inc.,"2661 Pitfield Boulevard, Ville Saint-Laurent, QC  H4S 1T2",1
L-3 Communications MAPPS Inc,"8565, chemin de la Côte-de-Liesse, Montreal, QC  H4T 1G5",1
La Fée Des Tartes,"1118 Préfontaine Street, Longueuil, QC  J4K 3W6",1
La Scubathèque,"8155 Wilfrid-Hamel Boulevard, Québec, QC  G2G 0H5",1
Laboratoires Bug Tracker Inc.,"2030 Pie-IX Boulevard, Suite 208, Montreal, QC  H1V 2C8",1
L'Agence Selektors Inc.,"467 Saint François Xavier Street, Suite 205, Montreal, QC  H2Y 2T1",1
Landry & filles,"4764 Papineau Avenue, Montreal, QC  H2H 1V5",1
Le Bouvier Inc (restaurant Normandin),"2335 Bastien Boulevard, Québec, QC  G2B 1B3",2
Le Glacier Bilboquet inc.,"6833 Du Parc Avenue, Montreal, QC  H3N 1W8",1
"Le Lotus Noir, Studio Tatouage","360 Maloney Boulevard West, Suite 5, Gatineau, QC  J8P 7R5",1
Le Mouton Noir,"2301 De l'Église Street, Val-David, QC  J0T 2N0",1
Le Potager Riendeau Inc.,"1729, rang Saint-Antoine, Saint-Rémi, QC  J0L 2L0",1
Le Regent (1998) inc.,"3806 Sainte-Anne Boulevard, Québec, QC  G1E 3M3",1
Le Rouge Bar,"3604 Saint-Laurent Street, Montreal, QC  H2X 2V4",1
Les Aliments alternatifs 2000,"649, 2e Rang, Sainte-Hélène-de-Bagot, QC  J0H 1M0",1
Les Aliments Morehouse Canada Ltée,"2075, 52e Avenue, Lachine, QC  H8T 3C3",1
Les Animations Arthurs,"4396 Harvard Avenue, Montreal, QC  H4A 2X1",1
Les artisans du paysage du Québec inc.,"7668 Wilfrid-Hamel Boulevard, Québec, QC  G2G 1C1",1
Les Canneberges des Deux Rivières SENC,"136, route 165, Sainte-Sophie d'Halifax, QC  G0P 1L0",1
Les Délices d'Amandine,"2181 Sainte-Catherine Street East, Montreal, QC  H2K 2H9",1
"Les entreprises  C.T.M.E. (TODD MERCIER, CLAUDETTE)","864 Des Bruants Street, Québec, QC  G1E 1J5",1
LES ÉVADÉS INC.,"4446 Saint-Laurent Boulevard, Suite 908, Montreal, QC  H2W 1Z5",1
Les Laboratoires de la Rétine RD Inc.,"1095 Beaver Hall Hill, Suite 301, Montreal, QC  H2Z 1S5",1
Les Viandes Lacroix Inc.,"4120 Casavant Boulevard West, Saint-Hyacinthe, QC  J2S 8E3",10
L'Inox,"655, Grande-Allée East, Québec, QC  G1R 2K4",1
Location Bench & Table Rents Inc.,"6999 Victoria Avenue, Montral, QC  H3W 3E9",1
Maison du Golf inc.,"77 Brock Street, Drummondville, QC  J2C 1L5",1
Manoir du bon conseil,"97 Élice Street, Salaberry-de-Valleyfield, QC  J6T 1E7",1
Marché Label Terre,"1445 Falardeau Street, Québec, QC  G2E 2Z7",1
Maria Designs,"2155, Square Philips, Suite 501, Montreal, QC  H3B 3G1",1
Marina St- Mathias sur le Richelieu LTEE,"874, chemin des Patriotes, Saint-Mathias-sur-le-Richelieu, QC  J3L 6A2",3
McGill University Health Centre (Research Institute),"2155 Guy Street, 5th Floor, Montreal, QC  H3H 2R9",1
Métallurgie Castech Inc,"500 Frontenac Boulevard East, Thetford Mines, QC  G6G 7M8",1
Mikros Image Canada Inc.,"465 McGill Street, 9th Floor, Montreal, QC  H2Y 2H1",1
Montréal Loop-Montréal en Boucle,"407 McGill Street, Suite 700, Montreal, QC  H2Y 2G3",1
Montreal Marine Services Inc,"50 De La Barre Street, Suite 111, Longueuil, QC  J4K 5G2",1
Morgan Stanley Capital Group Inc,"700 Wellington Street, Suite 2000, Montreal, QC  H3C 3S4",1
Moto Daytona Inc,"6695 Saint-Jacques Street West, Montreal, QC  H4B 1V3",1
M'Pact,"3000 René-Levesque Boulevard, Suite 480, Montreal, QC  H3E 1T9",1
MSC Investments Canada Inc,"1255 Peel Street, Suite 100, Montreal, QC  H3B 2T9",1
Nano T.I.,"1555 De L'Avenir Boulevard, Suite 306, Laval, QC  H7S 2N5",1
Nishan Transport Inc.,"1890 Des Sources Boulevard, Pointe-Claire, QC  H9R 5B1",4
Noramsoft Inc,"5253 Du Parc Avenue, Suite 304, Montreal, QC  H2V 4P2",1
Nouilles de Lanzhou,"200 De Gaspé Street, Suite 917, Verdun, QC  H3E 1E6",2
Numedia,"4200 Saint-Laurent Boulevard, Suite 800, Montreal, QC  H2W 2R2",1
Optel Vision Inc.,"2680 Du Parc-Technologique Boulevard, Québec, QC  G1P 4S6",1
Orckestra inc,"1100 Des Canadiens-de-Montréal Avenue, Montreal, QC  H3B 2S2",1
Orckestra Inc.,"1100 Des Canadiens-de-Montréal Avenue, Montreal, QC  H3B 2S2",1
Pageau Morel Inc.,"210 Crémazie Boulevard West, Suite 110, Montreal, QC  H2P 1C6",1
Pain Voyageur Inc.,"435 Ives Hill, Compton, QC  J0B 1L0",1
Patisserie Al Hallab Inc.,"1183, 45e Avenue, Laval, QC  H7R 5A7",1
Patisserie notre maison,"4101 Saint-Laurent Boulevard, Montreal, QC  H2W 1Y7",1
Pearl Studios Inc.,"218 Saint-Paul Street West, Suite 300, Montreal, QC  H2Y 1Z9",1
Pépinière Paysagiste Jardin Fleuri inc,"153 Séraphin-Marion Street, Boucherville, QC  J4B 6T6",2
Pharmacie Jacques Gendron (Jean-Coutu),"2000 René-Lévesque Boulevard, Verdun, QC  H3E 1Z7",1
Piscine Okeanos Québec,"67A De La Pointe-Langlois Street, Laval, QC  H7L 3J4",2
Plano International Inc,"99 Crémazie Street, Gatineau, QC  J8Y 3P1",1
Pneurama 2014 Inc.,"267, 87e Avenue, Laval, QC  H7W 3B8",1
Pourvoirie du Lac Beauport,"33, chemin de la Coulée, Lac-Beauport, QC  G3B 1G6",1
Précision SM inc.,"151 Du Parc Industriel Street, Saint-Marc-des-Carrières, QC  G0A 4B0",1
Premier Studio Inc.,"4710 Saint-Ambroise Street, Suite 156, Complexe Canal Lachine, Montreal, QC  H4C 2C7",1
Productions L'Éloi inc,"6250 Hutchison Street, Suite 500C, Montreal, QC  H2V 4C5",1
Productions Margiric Inc.,"3535 Des Perron Avenue, Laval, QC  H7J 1A3",1
Promec Electric Inc,"346 Aimé-Vincent Street, Vaudreuil-Dorion, QC  J7V 5V5",25
Pub du Parvis,"481 Saint-Joseph Street East, Québec, QC  G1K 3B6",1
Pub Saint-Patrick,"1200 Saint-Jean Street, Québec, QC  G1R 1S8",1
Pyro-Air Ltée,"2575 Ford Boulevard, Châteauguay, QC  J6J 4Z2",1
Qualtech Inc.,"1880 Léon-Hamel Street, Québec, QC  G1N 4K3",1
Quel Beau Voyage Inc.,"30, chemin Joliette, Saint-Félix-de-Valois, QC  J0K 2M0",1
Qzedia,"8 Roux Street, Sainte-Thérèse, QC  J7E 1L3",1
Rébec inc.,"1053 Ducharme Boulevard, La Tuque, QC  G9X 3C3",1
Redberry Alberta Restaurants Inc. o/a Pizza Hut,"3201 Taschereau Boulevard, Suite 200, Greenfield Park, QC  J4V 2H4",15
