"Employers who have requested a Labour Market Impact Assessment (LMIA) and were issued a negative LMIA between June 20 and December 31, 2014 inclusively, by province/territory ",,
Newfoundland and Labrador,,
4046200 Canada Inc. (SURPLUS),"9500 Meilleur Street, Suite 555, Montreal, QC  H2N 2B7",1
9237-8207 Quebec Inc.o/a Passion Village,"1584 Beaulac Street, Saint-Laurent, QC  H4R 1W8",1
9248-3221 Québec Inc.,"163 Commerciale Street West, Chandler, QC  G0C 1K0",1
9260-6920 Québec Inc.,"408 St-Jacques Street West, Montreal, QC  H2Y 1S2",1
9304-6548 Québec inc,"12310 Wood Avenue, Montreal, QC  H4K 2B9",1
ABB Inc,"8585 Trans Canada Highway, Saint-Laurent, QC H4S 1Z6",2
Abrasifs J.J.S. Inc.,"900, chemin Olivier, St-Nicolas, QC  G7A 2N1",1
Académie Linguistique Charlemagne Inc.,"450 Sherbrooke Street East, Suite 270, Montreal, QC  H2L 1J8",1
ACCIÓ MONTRÉAL L'AGENCE CATALANE DE LA COMPÉTITIVITÉ,"380 Saint-Antoine Street West, Suite 2030, Montreal, QC  H2Y 3X7",1
Acquisio Inc.,"6300 Auteuil Avenue, Suite 300, Brossard, QC  J4Z 3P2",1
Agence Monolith Inc.,"1751 Richardson Street, Suite 3.115, Montreal, QC  H3K 1G6",1
Art Massif Structure de bois inc,"909, Côte St-Aubert, P.O. Box 924, St-Jean-Port-Joli, QC  G0R 3G0",1
Asset Science Inc,"403 Saint-Ambroise Street, Suite 407, Montreal, QC H4C 2E1",1
Banque Nationale Groupe Financier,"1100 University Street, Montreal, QC  H3B 2G7",1
Belcouleurs inc.,"4949 De La Côte-Vertu Boulevard, Saint-Laurent, QC  H4S 1E1",1
BoConcept,"620 Corbusier Boulevard, Laval, QC  H7N 0A9",1
Boulangerie de froment et de sève Inc.,"2355 Beaubien Street East, Montreal, QC  H2G 1N3",1
Café Boulangerie Paillard,"1097 Saint-Jean Street, Québec, QC  G1R 1S3",1
Centre de Santé d'Eastman,"895, chemin des Diligences, Eastman, QC  J0E 1P0",1
CENTRE D'ESCALADE ALLEZ-UP,"1555 Saint-Patrick Street, Montreal, QC  H3K 2B7",1
Centre Hospitalier Universitaire de Québec,"11, Côte-du-Palais, Québec, QC  G1R 2J6",1
Clinique Dentaire BBC,"4470 Beaubien Street East, Montreal, QC  H1T 3Y8",1
Clôtures Summum,"342 Charles Marchand Street, Repentigny, QC  J5Z 4P1",1
Combustible,"3998 Des Érables Avenue, Montreal, QC H2K 3V8",1
Cosmétiques Sam Gabriel Inc.,"5300, Place Garland, Montreal, QC  H3X 3Y5",1
Couvoir Québec inc,"11605 De La Colline Boulevard, Québec, QC  G2A 2E1",3
Cul-de-sac,"4478 Garnier Street, Montreal, QC  H2J 3S2",1
D.F.S inc.,"400 De Maisonneuve Boulevard West, Suite 500, Montreal, QC  H3A 1L4",1
Dic Ann's Centre Ville,"2079 Ste-Catherine Street West, Montreal, QC  H3H 1M6",1
Dufresne et Associés Inc.,"1515 Royale Street, Trois-Rivières, QC  G9A 4J9",1
École de Hockey Nadeau Leblanc Inc.,"14700 Pierrefonds Boulevard, Suite 100, Pierrefonds, QC  H9H 4Y6",1
Ecole le Sommet / Summit School,"1750 Deguire Street, Saint-Laurent, QC  H4L 1M7",1
Église catholique ukrainienne St-Michael,"2388 D'Iberville Street, Montreal, QC  H2K 3C6",1
ËL Design,"6300 Du Parc Avenue, Suite 432, Montreal, QC  H2V 4H8",1
Emporium,"283 Saint-Zotique Street West, Montreal, QC  H2V 1A4",1
Entretien d'Édifices Nitro Inc.,"6855 De L'Épée Avenue, Suite 300, Montreal, QC  H3N 2C7",1
Épicerie Julien Ricard Inc.,"54 Principale Street, Sainte-Clotilde-de-Horton, QC  J0A 1H0",1
Epoch Times Montréal Inc.,"1099 Clark Street, Montreal, QC  H1Z 1K3",1
Eurostone Marbre & Granit Inc.,"8145 Pascal-Gagnon Street, St-Léonard, QC  H1P 1Y5",1
Facilité Québec,"2875 Laurier Boulevard, Suite 1100, Québec, QC  G1V 2M2",1
Ferme JPMA Goyette (9184-2963 Québec inc),"10, Traverse de la Savane, Lavaltrie, QC  J5T 4B2",2
Ferme Morivan Inc.,"1151, rang 3, St-Bruno, QC  G0W 2L0",1
Fraisière Dupuis (9195-4685 Québec inc.),"692, Rang 11 Est, Wickham, QC  J0C 1S0",6
GA International Inc.,"3208 Jacques-Bureau Avenue, Laval, QC  H7P 0A9",1
Galsen Beauté,"1255 Emerson Street, Québec, QC  G3K 0L1",1
Garderie les Rayons de Soleil,"1160 Bastien Boulevard, Québec, QC  G2K 1E6",1
Gestion Juste Pour Rire Inc.,"2101 St-Laurent Boulevard, Montreal, QC  H2X 2T5",1
Gestion LJT Inc.,"380 Saint-Antoine Street West, Montreal, QC  H2Y 3X7",1
Global Imaging On Line,"300 Du Saint-Sacrement Street, Suite 222, Montreal, QC  H2Y 1X4",1
Groupe Industria,"4839 Ste-Émilie Street, Montreal, QC H4C 2B5",1
Hopital Maisonneuve-Rosemont,"5415 De L'Assomption Boulevard, Montreal, QC  H1T 2M4",1
Hosaka-Ya Ramen inc. (Restaurant),"75 Saint-Joseph Street East, Québec, QC  G1K 3A6",1
Hôtel Quintessence Inc.,"3004, chemin de la Chapelle, Mont-Tremblant, QC  J8E 1E1",1
Ie Consultants,"625 Greenshield Street West, Suite 15, Montreal, QC  H3N 1P7",1
Indie Montreal,"7295 Garnier Street, Montreal, QC  H2E 2A1",1
Industrie Gastronomique Cascajares (IGC) Inc.,"4335 Beaudry Avenue, Saint-Hyacinthe, QC J2S 8W2",1
Industrielle Alliance-Agence Chateauguay,"265 D'Anjou Boulevard, Châteauguay, QC  J6J 5J9",1
Ines Import & Export Inc.,"3510 De La Noraye Street, Saint-Hubert, QC  J3Z 0A7",1
Investissements Élégancia Ltée,"1, Place Ville-Marie, Montreal, QC  H3B 2C4",1
Laboratoire d'essai Mequaltech,"8740 Pie-IX Boulevard, Montreal, QC  H1Z 3V1",1
Larochelle Groupe Conseil Inc.,"1010 De la Gauchetière Street West, Suite 650, Montreal, QC  H3B 2N2",1
"Le Lotus Noir, Studio Tatouage","360 Maloney Boulevard West, Suite 5, Gatineau, QC  J8P 7R5",1
LE SITE Inc.,"55 Mont-Royal Avenue West, Suite 730, Montreal, QC  H2T 2S6",1
Le traiteur - Bob en boite,"885 Décarie Boulevard, Montreal, QC  H4L 3M2",1
Le Vapoteur,"89 Racine Street East, Chicoutimi, QC  G7H 1P9",1
LEMAYMICHAUD Architecture Design,"742 William Street, Montreal, QC  H3C 1P1",1
Les Grillades du Fort,"1717 Bourgogne Avenue, Chambly, QC  J3L 1Y8",1
Les points freebees (superstar communications),"73 Du Chinook Street, Gatineau, QC  J9A 0A8",1
Les Productions Porte Parole,"4060 St-Laurent Boulevard, Suite 704, Montreal, QC  H2W 1Y9",1
Les Touriers,"4710 De Lanaudière Street, Montreal, QC  H2J 3P7",1
L'Oeuforie,"850 Pierre-Bertrand Boulevard, Québec, QC  G1M 3K8",1
Loggia Resto Bar,"278, Route 138, Suite 231, St-Augustin, QC  G3A 2C5",1
Lunetterie New Look,"1100 Bouvier Street, Suite 100, Québec, QC  G2K 1L9",1
M. R. Auto,"2055 Chartier Avenue, Dorval, QC H9P 1H3",1
Maison India,"5868 Sherbrooke Street West, Montreal, QC  H4A 1X5",1
Massimogetti Trading Inc.,"5193 Décarie Boulevard, Montreal, QC  H3W 3C2",1
Mc Donald's,"913 Laure Boulevard, Sept-Iles, QC  G4R 1Z1",1
MICHELANGELO RESTAURANT,"3111, chemin Saint-Louis, Québec, QC  G1W 1R6",1
Micro-Onde Alga inc,"16715 Hymus Boulevard, Kirkland, QC  H9H 5M8",1
Montréal Centre Sports Inc.,"930 Ste-Catherine Street West, Montreal, QC  H3B 1E2",1
MTLS Aerostructure Inc.,"1285 Hodge Street, Suite 226, Montreal, QC  H4N 2B6",1
Mycélium,"469 Couvent Street, Waterville, QC  J0B 3H0",1
NATURE 85 INC.,"1751 Richardson Street, Montreal, QC  H3K 1G6",1
Northforge Innovations Inc,"72 Laval Street, 3rd Floor, Gatineau, QC  J8X 3H3",1
Odan Laboratories Ltd./Laboratoires Odan Ltée,"325 Stillview Avenue, Pointe-Claire, QC  H9R 2V6",1
Office De Promotion Touristique De La République Dominicaine,"2055 Peel Street, Suite 550, Montreal, QC  H3A 1V4",1
Omnium Concept Inc.,"3621 Saint-Denis Street, Montreal, QC  H2X 3L6",1
Opale Net Inc.,"401 Saint-Joseph Boulevard East, Montreal, QC  H2J 1J6",1
Peinture MJX,"36, Place Mercier, Suite 5, Candiac, QC  J5R 4W2",1
Pharmascience Inc.,"6111 Royalmount Avenue, Montreal, QC  H4P 2T4",1
Pizza Lagua,"3793 Villeray Street, Montreal, QC  H2A 1G5",1
Qub-4D Venture inc.,"1985, 55e Avenue, Dorval, QC  H9P 1J9",1
"Remedial Construction Services, L.P. o/a Recon Services Inc.","1000 De La Gauchetière Street West, Suite 2400, Montreal, QC  H3B 4W5",1
Restaurant Dao Vien,"4362 Dupuis Avenue, Door 35, Montreal, QC  H3T 1E8",1
Restaurant Koreana,"1723 Saint-Denis Street, Montreal, QC  H2X 3K4",1
RESTAURANT SUSHI SHOP,"5133 Sherbrooke Street West, Montreal, QC  H4A 1T2",1
Restaurant Thailande (9105-7836 Québec inc),"88 Bernard Street West, Montreal, QC  H2T 2J8",1
Resto. Lounge Le D'Hélice,"1341 Tour-du-Lac Avenue, Lac-à-la-Tortue, QC  G0X 1L0",1
RH Expert Inc.,"3442 Saint-Denis Street, Montreal, QC  H2X 3L3",1
Rodeus Technologies,"442 Saint-Gabriel Street, Suite 2, Montreal, QC  H2Y 2Z9",1
SBI Fabricant de poêles international,"250 De Copenhague Street, St-Augustin-de-Desmaures, QC  G3A 2H3",1
Scootart Inc.,"8365 Saint-Laurent Boulevard, Montreal, QC H2P 2M7",1
Secureops Inc.,"1550 Metcalfe Street, Montreal, QC  H3A 1X6",1
Serres Lacoste 2000 Inc.,"1102, route du Fleuve, Les Éboulements, QC  G0A 2M0",1
Service de Remorquage Classique,"955 Hickson Street, Verdun, QC  H4G 2L1",1
Services d'Arbres Primeau inc,"566, chemin de la Haute-Rivière, Châteauguay, QC  J6J 5W6",1
Services de Jeux Babel,"1751 Richardson Street, Suite 8400, Montreal, QC  H3K 1G6",1
Servisair Inc.,"100 Alexis-Nihon Boulevard, Suite 400, St-Laurent, QC  H4M 2N9",1
SODER Inc.,"3311 Masson Street, Montreal, QC  H1X 1R3",1
Solutions Médias 360 inc.,"355 Peel Street, Suite 901, Montreal, QC  H3C 2G9",1
Solutions Ubity Inc.,"4200 Saint-Laurent Boulevard, Suite 1210, Montreal, QC  H2W 2R2",1
SP Moto inc,"969 Verchères Street, Longueuil, QC  J4K 2Y8",1
St-Laurent coiffure Aldo & Cie.,"1 Westmount Square, Montreal, QC  H3Z 2P9",1
Sursaut - Compagnie De Danse,"250 Du Dépot Street, Suite 322, Sherbrooke, QC  J1H 5G1",1
Taoutel Canada Inc.,"950 Lebeau Boulevard, Suite 906, Montreal, QC  H4N 0A4",1
Tenscores,"4529, Clark Street, Suite 406, Montreal, QC  H2T 2T3",1
THERMETCO INC.,"1999 William Street, Montreal, QC  H3J 1R9",1
Town Portal Corporation (Les Entreprises Town Portal),"3035 Des Châtelets Street, Suite 516, Québec, QC  G1V 3Y7",1
Tribal Nova Inc.,"4200 Saint-Laurent Boulevard, Suite 1203, Montreal, QC  H2W 2R2",1
Utopie construction inc,"6255 Christophe-Colomb Ave., Montreal, QC  H2S 2G5",1
Viandes du Breton Inc. (Les),"150, chemin des Raymond, Rivière-du-Loup, QC  G5R 5X8",1
Waff Canada,"5534 Du Parc Avenue, Montreal, QC  H2V 4G7",1
Wasappli Inc.,"5149 Marquette Street, Suite 34, Montreal, QC  H2J 3Z4",1
Ontario,,
Employer ,Address,Positions Requested
180 Smoke,"657 Yonge St., Toronto, ON  M4Y 1Z9",1
2205281 Ontario Inc,"899 Charlotteville Road 5, Simcoe, ON  N3Y 4K1",19
2264821 Ontario Inc.,"8750 Jane Street, Suite 18, Vaughan, ON  L4T 2M9",1
2307044 Ontario Inc,"915 Red River Road, Thunder Bay, ON  P7B 1K5",1
2312964 Ontario INC,"1177 Central Parkway West, Unit 23A, Mississauga, ON  L5C 4P3",1
2396323 Ontario Inc,"40 Cameron Side Road, Essex, ON  N8M 2X5",12
822425 Ontario Ltd.,"19 Dumfries Drive, Markham, ON  L6C 1S1",1
8901414 Canada Inc. dba Mica Beauty Cosmetics,"219 Connie Crescent, Unit 11, Concord, ON  L4K 1L4",1
ABC Auto Body,"240 First Avenue, Toronto, ON  M4M 1X4",1
Able Insurance Brokers Ltd.,"5004 Timberlea Boulevard, Suite 214, Mississauga, ON  L4W 5C5",1
Acupuncture Professionals Clinic,"5075 Yonge Street, Suite 803, Toronto, ON  M2N 6C6",1
ADO Technologies Inc.,"6008 Yonge Street, Toronto, ON  M2M 3V9",1
Adriatic Bakery Limited,"912 Tecumseh Road East, Windsor, ON  N8X 2S6",1
Advanced Taxidermy & Wildlife Design,"3630 King Street, Caledon, ON  L7C 0R5",1
Ahmadiyya Muslim Jama'at Canada Inc.,"10610 Jane Street, Maple, ON  L6A 3A2",1
Ainley Graham & Associates Limited,"2724 Fenton Road, Ottawa, ON  K1T 3T7",1
Alam Law Office Professional Corp,"6705 Tomken Road, Suite 217, Mississauga, ON  L5T 2J6",1
Aline Infotech Inc,"4197 Longmoor Drive, Suite 4, Burlington, ON  L7L 5J9",3
Allo Alllo Wireless,"738 Bronson Avenue, Ottawa, ON  K1S 2G3",1
Alturas Roofing and Sheet Metal Ltd,"2636 Drew Road, Missississauga, ON  L4T 3M5",3
Alumicom Inc.,"8161 Keele Street, Unit 14-15, Concord, ON  L4K 1Z3",1
Amaya Express Toronto Eaton Inc.,"32 Seabreeze Avenue, Thornhill, ON  L4J 8R7",1
Ameri-Can Systems,"4 Blair Drive, Brampton, ON  L6T 2H5",1
Ancient Pita Ltd.,"39 Trail Ridge Lane, Markham, ON  L6C 2B8",2
Anmar Tech Ltd,"1164 Glengrove Avenue, Toronto, ON  M6B 2K4",1
Anstruther Services Inc.,"2895 Argentia Road, Suite 2, Mississauga, ON  L5N 8G6",1
Antonio Mendes Construction,"132 Sheridan Street, Kingston, ON  K1P 3E9",1
APPCO Group Canada Limited,"263 Adelaide Street West, Suite 101, Toronto, ON  M5H 1Y2",1
Aspenridge Interiors Inc.,"P.O. Box 22118, RPO South London, London, ON  N6C 5Y3",1
At Dinner Inc.,"619 Kingston Road West, Ajax, ON  L1S 6L8",2
ATA ARCHITECT INC,"211 LAKESHORE ROAD EAST, OAKVILLE, ON  L6J 1H7",1
ATD Contracting Services,"2170 Speers Road, Unit 2, Oakville, ON  L6L 2K8",1
Atlantic Immigration Ltd.,"2980 Drew Road, Mississauga, ON  L4T 0A7",1
Autogard Advantage,"125 Norfinch Drive, Suite 203, Toronto, ON  M3N 1W8",1
AV Greenhouses Ltd,"4082 Martin Road, Vineland Station, ON  L0R 2E0",1
Avient Solutions Inc.,"3950 14th Avenue, Suite 403, Markham, ON L3R 0A9",1
Ballet Jorgen Canada,"160 Kendal Avenue, Building C, Room 126A, Toronto, ON  M5R 1M3",1
Barrie Hill Farms Ltd,"2935 Barrie Hill Road, Barrie, ON  L4M 4S4",1
Baseline Pork Ltd,"812286 Baseline Road, La Salette, ON  N0E 1H0",4
Beauty Station,"3000 Highway 7 East, Unit A4, Markham, ON  L3R 6E1",1
Beckhoff Automation Canada Ltd.,"2900 Argentia Road, Unit 7, Mississauga, ON  L5N 7X9",1
Benfica Construction Ltd.,"1444 Dupont Street, Toronto, ON  M6P 4H3",1
Bento's Auto & Tire Centre Ltd.,"2000 Dundas Street West, Toronto, ON  M6R 1W6",1
BGL Contractors Corp.,"608 Colby Drive, Waterloo, ON  N2V 1A2",1
Billy G Amusements Inc.,"1 Port Credit, Mississauga, ON  L5G 4N1",4
Bioesthetic Dental Design,"8611 Weston Road, Unit 24, Woodbridge, ON  L4L 9P1",1
Blutip Power Technologies,"6705 Millcreek Drive, Unit 4, Mississauga, ON  L5N 5M4",1
BM Metal Service Inc.,"P.O. Box 670, Stn B, Sudbury, ON  P3E 4R6",1
Bolton Taekwondo Academy,"14 McEwan Drive West, Suite 5, Bolton, ON  L7E 1H1",1
Bombay Bhel,"230 Commerce Valley Drive East, Suite 3, Thornhill, ON  L3T 7Y3",1
Bond International College,"1500 Birchmount Road, Toronto, ON  M1P 2G5",1
Boniche's Farm,"2850 Thunder Bay Road, Ridgeway, ON  L0S 1N0",3
Boss Logo Print and Graphics Inc.,"3115 14th Avenue, Unit 4-7, Markham, ON  L3R 0H1",1
Boston Consulting Group of Canada,"181 Bay Street, Toronto, ON  M5J 2T3",1
Bovino Farms,"231320 County Road 24, Grand Valley, ON  L0N 1G0",3
Brian's Poultry Services Ltd.,"Box 9, Mildmay, ON  N0G 2J0",10
Brighton Beach Power,"100 Chappus Street, Windsor, ON  N9C 4J3",2
Brown's Cleaners,"266 Deercroft Avenue, Ottawa, ON  K2J 5J9",1
Buhler Farm,"1695 County Road 6, Crysler, ON  K0A 1R0",1
Burgundy Home Decor,"1050 McNicoll Avenue, Unit 5, Scarborough, ON  M1W 2L8",1
C & M Tile and Granites,"565 Eleventh Avenue, Thunder Bay, ON  P7B 2R5",1
Calabria Cement & Tile,"970 Old Wanup Road, Sudbury, ON  P3C 4N1",1
Canada First Construction Inc.,"20 Rolark Drive, Toronto, ON  M1R 4G2",1
Canadian Carpet & Cushion Inc.,"19877 Bathurst Street, Holland Landing, ON  L9N 1N3",1
Canadian Poultry Services Inc.,"1350 Highway 9, P.O. Box 9, Mildmay, ON  N0G 2J0",4
Canamex-Carbra Transportation Services Inc.,"30 Lethbridge Drive, Brampton, ON  L6S 6K7",2
Captain Copy Inc,"730 Yonge Street, Suite 1, Toronto, ON  M4Y 2B7",1
Carillion Canada Inc.,"7077 Keele Street, Concord, ON  L4K 0B6",1
Castle Precast Ltd.,"1230 Matheson Boulevard East, Mississauga, ON  L4W 1R2",1
Catfish Creek Pork Ltd,"264097 Prouse Road, Mount Elgin, ON  N0J 1N0",1
Cedargreen Landscape Contractors Ltd,"50 Ritin Lane, Concord, ON  L4K 4C9",1
Cerite Flooring Inc.,"1100 Dundas Street West, Suite 11, Mississauga, ON  L5C 4E7",1
Chatham-Kent Health Alliance,"80 Grand Avenue West, Chatham, ON  N7M 5L9",1
Cheech Glass Ltd.,"1210 Lorimar Drive, Suite 4, Mississauga, ON  L5S 1R3",1
Chillies Tandoor and Grill Company,"2110 Johnston Road, Ottawa, ON  K1G 5J8",2
Chipworks Inc.,"1891 Robertson Road, Suite 500, Ottawa, ON  K2H 5B7",1
Church Aperitivo Bar,"1090 Queen Street West, Toronto, ON  M6J 1H7",1
Cinema Stage Inc.,"110 Saunders Road, Suite 4, Barrie, ON  L4N 9A8",1
City Auto & Tires,"62 Penn Drive, Toronto, ON  L6P 2G7",1
Classical Ticketing and Production,"41 Britain Street, Suite 300, Toronto, ON  M5A 1R7",1
Clean Rooms Plus,"34 Leading Road, Suite 2, Toronto, ON  M9V 3S9",1
Coconut Bay Spas of Thunder Bay,"504 Sixteenth Avenue, Thunder Bay, ON  P7B 2R8",1
Coivic Contracting Ltd.,"5465 Eighth Line, Hornby, ON  L0P 1E0",1
Compressors Air Us Inc.,"4995 Timberlea Boulevard, Suite 8, Mississauga, ON  L4W 2S2",1
Concept Ford Inc.,"361 Guelph Street, Georgetown, ON  L7G 4B6",1
Consultor Inc.,"120 Carlton Street, Suite 304, Toronto, ON  M5A 4K2",1
"Continental Tire Canada, Inc.","700 Park Avenue East, Chatham, ON  N7M 5M7",1
Copper Wire Stripper Ltd.,"5109 Harvester Road, Unit B4, Burlington, ON  L7L 5Y4",1
Corner Ridge Farms,"4177 Line 29, Stratford, ON  N5A 6S4",2
Cornerman Masonry Inc.,"58 Glen Long Avenue, Toronto, ON  M6B 2M2",1
Corporation of the County of Bruce,"30 Park Street, Walkerton, ON  N0G 2V0",1
Couture Flatland Farms Inc.,"6824 Rivard Line, Grande Pointe, ON  N0P 1S0",12
CPA Lemberg Inc.,"9 Saxony Crescent, Etobicoke, ON  M9P 1S2",1
Crawford Roofing Corporation,"85 Bakersfield Street, Toronto, ON  M3J 1Z4",9
D & T Enterprise Farm Ltd,"Box 248, Ruthven, ON  N0P 2G0",12
Damper Air Balancing Inc.,"170 Roehampton Avenue, Suite 207, Toronto, ON  M4P 1R2",1
Dance Immersion,"54 Wolseley Street, Suite 203, Toronto, ON  M5T 1A5",1
Data Recovery Corporation,"4503 Chesswood Drive, Toronto, ON  M3J 2V6",1
Davina's Swim House,"86 Northdale Road, Toronto, ON  M2L 2M1",1
Daymak Inc.,"134 Oakdale Road, Toronto, ON  M3N 1V9",1
DeGoeys Nursery & Flowers,"1501 Mersea Road 6, Wheatley, ON  N0P 2P0",2
Dentz Orchards and Berry Farm Inc,"4766 County Road 16, Iroquois, ON  K0E 1K0",2
DiCiocco Farms Inc,"308 Talbot Street East, Leamington, ON  N8H 3V6",1
Digital Extremes LTD,"250 York Street, Suite 100, London, ON  N6A 6K2",1
Digital Ink Technologies Inc. - Whitby,"101 Brock Street South, Whitby, ON  L1N 4J9",1
Diteba,"1620 Tech Avenue, Mississauga, ON  L4W 5P4",1
Doaba Sweets & Snacks Inc,"305 Charolais Boulevard, Brampton, ON  L6Y 2R2",1
Don-Mor Collision,"1056 Brydges Street, London, ON  N5W 2B4",1
Dr. Green Services Inc.,"3120 Wharton Way, Mississauga, ON  L4X 2C1",1
Dreams Convention Centre Inc.,"75 Hedgedale Road, Brampton, ON  L6T 5P3",1
Dyaco Canada Inc.,"6050 Don Murie Street, Niagara Falls, ON  L2G 0B3",1
Dyck Family Vineyards,"359 Line 4, Niagara-on-the-Lake, ON  L0S 1J0",1
E & E Vineyards,"890 Line 2, Niagara-on-the-Lake, ON  L0S 1J0",3
E- Wijaya BadmintonCentre Inc.,"100 Duffield Drive, Markham, ON  L6G 1B5",2
East Side Acres,"116 Mersea Road 19, Leamington, ON  N8H 3V7",10
Easy Win Farm,"129 Railside Road, North York, ON  M3A 1B7",2
Eau View Inc,"11483 New Scotland Line, Blenheim, ON  N0P 1A0",6
EDO,"484 Eglinton Avenue West, Toronto, ON  M5N 1A5",1
EE Inc.,"50 Bullock Drive, Markham, ON  L3P 3P2",1
Elite Music Academy,"822 Danforth Avenue East, Toronto, ON  M4J 1L6",1
ELK Farms Inc,"1402 Forestry Farm Road, Simcoe, ON  N3Y 4K5",1
Ellington Montessori School,"40 Cowdray Court, Toronto, ON  M1S 1A1",1
Emerald Acres Greenhouses Inc,"2080 Graham Side Road, Kingsville, ON  N9Y 2E4",1
Empire Bakery,"180 Steeles Avenue West, Thornhill, ON  L4J 2L1",1
Eprom Inc.,"100 Shields Court, Markham, ON  L3R 9T5",1
Esha Fashion Inc.,"2575 Steeles Avenue East 5, Brampton, ON  L6T 4L6",1
Essar Steel Algoma Inc.,"105 West Street, Sault Ste. Marie, ON  P6A 7B4",1
Everest Academy,"1136 Center Street, Suite 3, Thornhill, ON  L4J 3M8",1
Exco Extrusion Tooling Solutions,"130 Spy Court, Markham, ON  L3R 5H6",1
Farag Properties Inc,"215 Victoria Street, Toronto, ON  M5B 1T9",1
Feenstra Flowers,"696 Diltz Road, Dunnville, ON  N1A 2W2",3
Ferme Rivadale,"Box 103, Earlton, ON  P0J 1E0",1
Figure 1,"211 Yonge Street, Suite 502, Toronto, ON  M5B 1M4",1
Finecraft Group Inc.,"4801 Keele Street, Unit 16 & 17, Toronto, ON  M3J 3A4",1
ForYou - Quality Solutions,"30 Karachi Drive, Suite 67, Markham, ON  L3S 0B6",1
Fraîche,"19 Irwin Avenue, Toronto, ON  M4Y 1L1",1
FS Tool Corporation,"71 Hobbs Gate, Markham, ON  L3R 9T9",1
FT ENE CANADA INC.,"14 Sharp Road, Brantford, ON  N3T 5L8",4
G.Master Baik's Taekwondo Academy,"375 John Street, Markham, ON  L3T 5W5",1
Gauthier Farms,"Box 547, Earlton, ON  P0J 1E0",1
Gavel & Gown Software Inc.,"365 Bay Street, Suite 700, Toronto, ON  M5H 2V1",1
General Auto Glass and Upholstery,"451 Daly Avenue, Ottawa, ON  K1N 6H6",1
Georgina Health Centre Inc.,"716 The Queensway South, Keswick, ON  L4P 4C9",2
Gilmac Partnership Mattamy Homes Ltd o/a Mattamy Homes,"2360 Bristol Circle, Oakville, ON  L6H 6M5",1
Gleneagles General Contractors,"2220 Midland Avenue, Unit 61, Toronto, ON  M1P 3E6",1
